"","Date","State1_Deaths","State1_Confirmed","State2_Deaths","State2_Confirmed","State3_Deaths","State3_Confirmed","State4_Deaths","State4_Confirmed","State5_Deaths","State5_Confirmed","State7_Deaths","State7_Confirmed","State8_Deaths","State8_Confirmed","State10_Deaths","State10_Confirmed","State12_Deaths","State12_Confirmed","State13_Deaths","State13_Confirmed","State14_Deaths","State14_Confirmed","State15_Deaths","State15_Confirmed","State16_Deaths","State16_Confirmed","State17_Deaths","State17_Confirmed","State18_Deaths","State18_Confirmed","State19_Deaths","State19_Confirmed","State20_Deaths","State20_Confirmed","State21_Deaths","State21_Confirmed","State22_Deaths","State22_Confirmed","State23_Deaths","State23_Confirmed","State24_Deaths","State24_Confirmed","State25_Deaths","State25_Confirmed","State26_Deaths","State26_Confirmed","State27_Deaths","State27_Confirmed","State28_Deaths","State28_Confirmed","State29_Deaths","State29_Confirmed","State30_Deaths","State30_Confirmed","State31_Deaths","State31_Confirmed","State32_Deaths","State32_Confirmed","State33_Deaths","State33_Confirmed","State34_Deaths","State34_Confirmed","State36_Deaths","State36_Confirmed","State37_Deaths","State37_Confirmed","State39_Deaths","State39_Confirmed","State40_Deaths","State40_Confirmed","State41_Deaths","State41_Confirmed","total_cases","total_deaths","State1_Severity","State2_Severity","State3_Severity","State4_Severity","State5_Severity","State7_Severity","State8_Severity","State10_Severity","State12_Severity","State13_Severity","State14_Severity","State15_Severity","State16_Severity","State17_Severity","State18_Severity","State19_Severity","State20_Severity","State21_Severity","State22_Severity","State23_Severity","State24_Severity","State25_Severity","State26_Severity","State27_Severity","State28_Severity","State29_Severity","State30_Severity","State31_Severity","State32_Severity","State33_Severity","State34_Severity","State36_Severity","State37_Severity","State39_Severity","State40_Severity","State41_Severity","Total_severity","total_strains","alpha_strains","beta_strains","gamma_strains","delta_strains"
"178","2020-07-25",0,19,49,8147,0,65,6,1130,3,1946,0,23,6,477,0,45,32,1025,0,190,26,1068,4,780,0,120,14,353,3,518,108,5007,4,885,0,36,0,0,11,736,278,9615,0,31,1,54,0,29,1,65,6,1594,1,95,5,477,8,958,0,17,88,6785,8,1640,1,103,59,2667,0,0,35,2216,48916,757,0,0.00601448385908924,0,0.00530973451327434,0.00154162384378212,0,0.0125786163522013,0,0.031219512195122,0,0.0243445692883895,0.00512820512820513,0,0.0396600566572238,0.00579150579150579,0.0215698022768125,0.00451977401129944,0,0,0.014945652173913,0.0289131565262611,0,0.0185185185185185,0,0.0153846153846154,0.00376411543287327,0.0105263157894737,0.010482180293501,0.00835073068893528,0,0.012969786293294,0.0048780487804878,0.00970873786407767,0.0221222347206599,0,0.0157942238267148,0.0154755090358983,16,0,0,0,0
"179","2020-07-26",0,31,52,7813,0,70,1,1165,14,2678,0,29,3,356,0,45,29,1142,4,146,22,1081,7,783,0,95,9,523,12,343,72,5072,5,1103,1,30,0,0,8,716,257,9251,0,30,0,58,0,0,3,50,10,1320,3,139,9,468,11,1120,0,22,89,6988,0,0,0,103,39,2971,3,516,42,2404,48661,705,0,0.00665557404326123,0,0.000858369098712446,0.00522778192681105,0,0.00842696629213483,0,0.0253940455341506,0.0273972602739726,0.0203515263644773,0.00893997445721584,0,0.017208413001912,0.0349854227405248,0.0141955835962145,0.00453309156844968,0.0333333333333333,0,0.0111731843575419,0.0277807804561669,0,0,0,0.06,0.00757575757575758,0.0215827338129496,0.0192307692307692,0.00982142857142857,0,0.0127361190612479,0,0,0.0131268933019185,0.00581395348837209,0.0174708818635607,0.014487988327408,10,0,0,0,0
"180","2020-07-27",0,34,56,7627,0,32,2,1142,10,2572,0,35,4,363,0,54,21,1075,2,175,26,1196,3,794,1,127,7,615,3,439,82,5199,2,927,1,9,0,0,12,874,267,9431,0,59,0,56,0,0,0,50,10,1376,2,132,15,534,8,611,0,46,85,6986,8,1593,2,38,39,3246,0,143,40,2341,49931,708,0,0.00734233643634457,0,0.00175131348511384,0.00388802488335925,0,0.0110192837465565,0,0.0195348837209302,0.0114285714285714,0.0217391304347826,0.00377833753148615,0.0078740157480315,0.0113821138211382,0.00683371298405467,0.0157722638969033,0.00215749730312837,0.111111111111111,0,0.0137299771167048,0.0283108896193405,0,0,0,0,0.00726744186046512,0.0151515151515152,0.0280898876404494,0.0130932896890344,0,0.012167191525909,0.00502197112366604,0.0526315789473684,0.0120147874306839,0,0.0170867150790261,0.0141795678035689,20,0,0,0,0
"181","2020-07-28",1,14,49,6051,0,81,7,1348,9,2068,1,23,1,295,0,32,26,613,1,258,22,1052,5,795,2,94,9,470,4,408,75,5324,2,702,0,21,0,0,9,789,227,7924,0,51,0,36,0,23,1,46,7,1503,3,86,12,551,10,969,1,10,77,6993,17,3083,4,149,30,3505,3,224,39,2112,47703,654,0.0714285714285714,0.00809783506858371,0,0.00519287833827893,0.00435203094777563,0.0434782608695652,0.00338983050847458,0,0.0424143556280587,0.00387596899224806,0.0209125475285171,0.00628930817610063,0.0212765957446809,0.0191489361702128,0.00980392156862745,0.0140871525169046,0.00284900284900285,0,0,0.0114068441064639,0.0286471479050984,0,0,0,0.0217391304347826,0.00465735196274118,0.0348837209302326,0.0217785843920145,0.0103199174406605,0.1,0.011011011011011,0.00551410963347389,0.0268456375838926,0.00855920114122682,0.0133928571428571,0.0184659090909091,0.0137098295704673,12,0,0,0,0
"182","2020-07-29",0,25,58,7948,0,91,2,1371,16,2599,0,24,2,512,0,36,28,1056,0,168,24,1108,9,749,0,60,12,489,0,395,102,5536,4,1167,2,21,0,0,10,628,282,7717,0,31,0,41,0,0,0,75,7,1215,4,139,18,609,13,1636,0,24,88,6972,0,0,4,220,41,3458,4,259,38,2134,48513,768,0,0.00729743331655762,0,0.00145878920495988,0.00615621392843401,0,0.00390625,0,0.0265151515151515,0,0.0216606498194946,0.0120160213618158,0,0.0245398773006135,0,0.0184248554913295,0.00342759211653813,0.0952380952380952,0,0.0159235668789809,0.0365426979396138,0,0,0,0,0.00576131687242798,0.0287769784172662,0.0295566502463054,0.00794621026894866,0,0.0126219162363741,0,0.0181818181818182,0.0118565644881434,0.0154440154440154,0.0178069353327085,0.0158308082369674,68,0,0,0,0
"183","2020-07-30",1,65,65,10093,0,80,4,1348,9,2237,0,44,2,282,0,44,26,1035,3,202,24,1144,7,755,0,73,15,540,9,783,92,5503,1,903,0,20,0,0,13,917,298,9211,0,141,0,5,0,14,0,53,5,1068,0,166,25,568,6,450,0,17,82,6426,12,1764,0,216,33,3383,2,279,41,2294,52123,775,0.0153846153846154,0.00644010700485485,0,0.0029673590504451,0.0040232454179705,0,0.00709219858156028,0,0.0251207729468599,0.0148514851485149,0.020979020979021,0.00927152317880795,0,0.0277777777777778,0.0114942528735632,0.0167181537343267,0.00110741971207087,0,0,0.0141766630316249,0.0323526218651612,0,0,0,0,0.00468164794007491,0,0.0440140845070423,0.0133333333333333,0,0.0127606598194833,0.00680272108843537,0,0.00975465563109666,0.00716845878136201,0.0178727114210985,0.014868676016346,19,0,0,0,0
"184","2020-07-31",2,43,68,10167,0,74,2,2112,4,2397,0,38,3,222,0,38,29,1093,3,215,22,1159,4,623,0,103,17,450,5,306,83,6128,2,506,1,31,0,0,14,834,266,11147,4,47,0,19,0,10,0,53,10,1203,1,121,9,510,13,1181,0,14,97,5864,13,1811,0,221,57,3705,4,199,46,2434,55078,779,0.0465116279069767,0.00668830530146553,0,0.000946969696969697,0.00166875260742595,0,0.0135135135135135,0,0.0265324794144556,0.013953488372093,0.0189818809318378,0.00642054574638844,0,0.0377777777777778,0.0163398692810458,0.0135443864229765,0.00395256916996047,0.032258064516129,0,0.0167865707434053,0.0238629227594869,0.0851063829787234,0,0,0,0.00831255195344971,0.00826446280991736,0.0176470588235294,0.0110076206604572,0,0.0165416098226467,0.00717835450027609,0,0.0153846153846154,0.0201005025125628,0.018898931799507,0.0141435781981917,10,0,0,0,0
"185","2020-08-01",1,77,68,10376,0,107,4,1862,14,2756,1,35,2,325,0,36,27,1195,3,209,23,1153,4,711,0,58,12,490,3,791,84,5483,3,1310,0,26,0,0,10,838,265,10320,1,116,0,20,0,4,0,127,8,1499,1,174,16,663,11,1153,0,29,97,5881,14,1986,0,272,43,4422,4,118,45,2496,57118,764,0.012987012987013,0.00655358519660756,0,0.00214822771213749,0.00507982583454282,0.0285714285714286,0.00615384615384615,0,0.0225941422594142,0.0143540669856459,0.0199479618386817,0.00562587904360056,0,0.0244897959183673,0.00379266750948167,0.0153200802480394,0.00229007633587786,0,0,0.0119331742243437,0.0256782945736434,0.00862068965517241,0,0,0,0.00533689126084056,0.00574712643678161,0.024132730015083,0.00954032957502168,0,0.0164937935725217,0.00704934541792548,0,0.00972410673903211,0.0338983050847458,0.0180288461538462,0.0133758184810393,38,0,0,0,0
"186","2020-08-02",2,88,58,9276,0,82,3,1457,13,3007,3,28,2,299,0,45,26,1118,3,280,23,1025,7,793,0,70,11,613,7,728,98,5172,8,1129,0,58,0,0,9,808,322,9601,1,135,0,33,0,56,0,138,10,1602,2,134,19,944,16,1348,0,11,99,5879,11,2083,2,255,47,3587,3,264,48,2589,54735,853,0.0227272727272727,0.00625269512721,0,0.00205902539464653,0.00432324575989358,0.107142857142857,0.00668896321070234,0,0.0232558139534884,0.0107142857142857,0.0224390243902439,0.00882723833543506,0,0.0179445350734095,0.00961538461538462,0.0189481825212684,0.0070859167404783,0,0,0.0111386138613861,0.033538173106968,0.00740740740740741,0,0,0,0.00624219725343321,0.0149253731343284,0.0201271186440678,0.0118694362017804,0,0.0168395985711856,0.00528084493518963,0.00784313725490196,0.0131028714803457,0.0113636363636364,0.018539976825029,0.0155841783136932,100,0,0,0,0
"187","2020-08-03",1,98,67,8555,0,25,4,1178,20,2784,1,38,3,146,0,39,15,961,5,337,22,1099,5,761,0,69,8,444,5,837,84,5532,1,1169,0,4,0,0,10,921,260,9509,1,75,0,18,0,14,0,104,10,1434,1,200,18,790,13,1158,0,8,98,5875,10,1891,4,141,53,3873,3,146,49,2739,52972,771,0.0102040816326531,0.00783167738164816,0,0.0033955857385399,0.00718390804597701,0.0263157894736842,0.0205479452054795,0,0.0156087408949011,0.0148367952522255,0.0200181983621474,0.00657030223390276,0,0.018018018018018,0.00597371565113501,0.0151843817787419,0.000855431993156544,0,0,0.01085776330076,0.0273425176148912,0.0133333333333333,0,0,0,0.00697350069735007,0.005,0.0227848101265823,0.0112262521588946,0,0.0166808510638298,0.00528820729772607,0.0283687943262411,0.0136844823134521,0.0205479452054795,0.017889740781307,0.0145548591708827,33,0,0,0,0
"188","2020-08-04",2,96,63,7822,0,60,4,2371,1,2304,0,42,3,248,0,90,17,805,3,286,22,1023,7,654,0,115,11,590,7,955,98,4752,2,962,0,19,0,0,14,750,266,8968,0,89,0,28,0,19,0,194,10,1384,4,176,19,674,12,1171,0,30,109,5609,23,2269,1,131,48,4441,4,207,53,2716,52050,803,0.0208333333333333,0.00805420608540015,0,0.00168705187684521,0.000434027777777778,0,0.0120967741935484,0,0.0211180124223602,0.0104895104895105,0.021505376344086,0.0107033639143731,0,0.0186440677966102,0.00732984293193717,0.0206228956228956,0.00207900207900208,0,0,0.0186666666666667,0.0296610169491525,0,0,0,0,0.00722543352601156,0.0227272727272727,0.0281899109792285,0.0102476515798463,0,0.0194330540203245,0.0101366240634641,0.00763358778625954,0.0108083764917811,0.0193236714975845,0.0195139911634757,0.0154274735830932,15,0,0,0,0
"189","2020-08-05",2,98,67,9747,0,32,6,2886,17,2460,1,47,8,423,0,51,12,674,4,259,25,1014,8,623,0,61,10,390,3,462,110,6259,3,1083,0,49,0,0,12,797,300,7760,0,98,0,15,0,3,0,276,9,1384,2,165,20,488,17,1704,0,95,108,5063,13,2012,2,123,39,2948,5,208,54,2752,52509,857,0.0204081632653061,0.00687390992100133,0,0.00207900207900208,0.00691056910569106,0.0212765957446809,0.0189125295508274,0,0.0178041543026706,0.0154440154440154,0.02465483234714,0.0128410914927769,0,0.0256410256410256,0.00649350649350649,0.0175746924428823,0.00277008310249307,0,0,0.0150564617314931,0.038659793814433,0,0,0,0,0.0065028901734104,0.0121212121212121,0.040983606557377,0.00997652582159624,0,0.0213312265455264,0.00646123260437376,0.016260162601626,0.0132293080054274,0.0240384615384615,0.0196220930232558,0.0163210116361005,20,0,0,0,0
"190","2020-08-06",2,99,77,10128,0,65,6,2284,8,2982,0,64,2,205,0,41,11,1076,4,348,23,1070,7,752,0,37,9,559,8,948,100,5619,7,1195,0,58,0,0,17,652,334,10309,0,75,0,12,0,33,1,93,9,1337,7,286,29,841,13,593,0,17,112,5175,13,2092,1,97,40,4078,3,246,61,2816,56282,904,0.0202020202020202,0.00760268562401264,0,0.00262697022767075,0.00268276324614353,0,0.00975609756097561,0,0.0102230483271375,0.0114942528735632,0.0214953271028037,0.00930851063829787,0,0.0161001788908766,0.00843881856540084,0.0177967609894999,0.00585774058577406,0,0,0.0260736196319018,0.0323988747696188,0,0,0,0.010752688172043,0.00673148840688108,0.0244755244755245,0.0344827586206897,0.0219224283305228,0,0.0216425120772947,0.00621414913957935,0.0103092783505155,0.00980872976949485,0.0121951219512195,0.0216619318181818,0.0160619736327778,17,0,0,0,0
"191","2020-08-07",2,96,72,10328,0,93,5,2372,8,3018,0,57,6,525,0,25,15,1299,2,191,27,1030,3,755,0,131,10,499,9,868,93,6805,3,1298,0,3,0,0,17,830,316,11514,1,124,0,61,0,2,0,82,10,1699,5,188,26,1035,12,1724,0,29,110,5684,12,2207,5,128,61,4586,0,298,56,2954,62538,886,0.0208333333333333,0.0069713400464756,0,0.0021079258010118,0.00265076209410205,0,0.0114285714285714,0,0.0115473441108545,0.0104712041884817,0.0262135922330097,0.00397350993377483,0,0.0200400801603206,0.01036866359447,0.0136664217487142,0.00231124807395994,0,0,0.0204819277108434,0.0274448497481327,0.00806451612903226,0,0,0,0.00588581518540318,0.0265957446808511,0.0251207729468599,0.00696055684454756,0,0.0193525686136524,0.00543724512913457,0.0390625,0.0133013519406891,0,0.018957345971564,0.0141673862291727,13,0,0,0,0
"192","2020-08-08",3,99,89,10171,0,101,6,2679,6,3516,3,47,10,476,0,46,23,1192,4,333,22,1069,9,751,0,103,13,473,6,709,101,6670,5,1251,2,19,0,0,16,734,300,10483,2,249,0,16,0,27,1,77,12,1833,5,241,22,1039,10,1161,0,25,119,5880,14,2256,1,146,63,4404,14,349,52,2912,61537,933,0.0303030303030303,0.0087503686953102,0,0.00223964165733483,0.00170648464163823,0.0638297872340425,0.0210084033613445,0,0.0192953020134228,0.012012012012012,0.0205799812909261,0.0119840213049268,0,0.0274841437632135,0.00846262341325811,0.0151424287856072,0.00399680255795364,0.105263157894737,0,0.0217983651226158,0.0286177620910045,0.00803212851405622,0,0,0.012987012987013,0.00654664484451719,0.020746887966805,0.0211742059672762,0.00861326442721792,0,0.0202380952380952,0.00620567375886525,0.00684931506849315,0.0143051771117166,0.0401146131805158,0.0178571428571429,0.0151616100882396,8,0,0,0,0
"193","2020-08-09",1,129,97,10080,0,68,8,2218,13,3990,1,52,2,335,0,19,16,1404,2,259,23,1101,7,789,0,114,10,463,4,629,93,7178,4,1420,0,25,0,0,15,859,275,12822,1,169,1,17,0,27,0,31,12,1643,5,261,23,998,11,1171,0,6,118,5883,12,1982,4,147,47,4660,5,501,51,2949,64399,861,0.00775193798449612,0.00962301587301587,0,0.0036068530207394,0.00325814536340852,0.0192307692307692,0.00597014925373134,0,0.0113960113960114,0.00772200772200772,0.0208900999091735,0.00887198986058302,0,0.0215982721382289,0.00635930047694754,0.0129562552242965,0.0028169014084507,0,0,0.0174621653084983,0.0214475120885977,0.00591715976331361,0.0588235294117647,0,0,0.00730371272063299,0.0191570881226054,0.0230460921843687,0.00939368061485909,0,0.0200577936426993,0.00605449041372351,0.0272108843537415,0.0100858369098712,0.00998003992015968,0.017293997965412,0.0133697728225594,34,0,0,0,0
"194","2020-08-10",0,139,97,10820,0,38,5,1123,5,4157,1,89,7,405,0,108,13,1300,3,506,24,1096,9,792,1,107,13,507,22,1044,107,5985,2,1211,0,49,0,0,19,868,390,12248,0,118,0,39,0,27,1,93,13,1734,7,259,24,975,11,1169,0,6,119,5994,10,1256,1,62,41,4571,8,230,54,2939,62064,1007,0,0.00896487985212569,0,0.00445235975066785,0.00120279047389945,0.0112359550561798,0.0172839506172839,0,0.01,0.00592885375494071,0.0218978102189781,0.0113636363636364,0.00934579439252336,0.0256410256410256,0.0210727969348659,0.0178780284043442,0.00165152766308836,0,0,0.021889400921659,0.0318419333768779,0,0,0,0.010752688172043,0.00749711649365629,0.027027027027027,0.0246153846153846,0.00940975192472198,0,0.0198531865198532,0.00796178343949045,0.0161290322580645,0.00896959089914679,0.0347826086956522,0.0183735964613814,0.0162251869038412,37,0,0,0,0
"195","2020-08-11",0,135,80,7665,0,76,6,2900,10,3099,0,80,3,300,0,49,20,707,5,317,20,1066,6,794,2,92,6,470,11,585,114,4267,7,1184,0,29,0,0,19,866,293,9181,0,100,0,52,0,3,0,230,14,1528,2,242,18,986,11,1173,0,44,114,5914,8,1896,1,164,51,4113,9,389,41,2905,53601,871,0,0.0104370515329419,0,0.00206896551724138,0.00322684737011939,0,0.01,0,0.0282885431400283,0.0157728706624606,0.0187617260787993,0.00755667506297229,0.0217391304347826,0.0127659574468085,0.0188034188034188,0.0267166627607218,0.00591216216216216,0,0,0.0219399538106236,0.0319137348872672,0,0,0,0,0.00916230366492147,0.00826446280991736,0.0182555780933063,0.00937766410912191,0,0.0192762935407508,0.00421940928270042,0.00609756097560976,0.012399708242159,0.0231362467866324,0.0141135972461274,0.0162496968340143,57,0,0,0,0
"196","2020-08-12",1,139,87,9024,0,96,4,2669,16,3863,1,75,5,481,0,40,8,1257,6,415,23,1132,11,798,1,34,12,564,4,502,86,6257,5,1417,0,53,0,0,18,843,256,11088,1,88,0,22,0,25,0,20,10,1341,2,276,32,1000,11,1217,0,3,118,5834,9,1897,0,110,56,5041,2,411,49,2931,60963,834,0.00719424460431655,0.00964095744680851,0,0.0014986886474335,0.00414185865907326,0.0133333333333333,0.0103950103950104,0,0.00636435958631663,0.0144578313253012,0.0203180212014134,0.0137844611528822,0.0294117647058824,0.0212765957446809,0.00796812749003984,0.0137446060412338,0.00352858151023289,0,0,0.0213523131672598,0.0230880230880231,0.0113636363636364,0,0,0,0.00745712155108128,0.0072463768115942,0.032,0.00903861955628595,0,0.0202262598560165,0.00474433315761729,0,0.0111089069629042,0.0048661800486618,0.0167178437393381,0.0136804291127405,35,0,0,0,0
"197","2020-08-13",0,136,93,9597,0,103,6,4593,3,3908,0,81,5,569,0,43,14,1113,3,480,18,1155,3,797,0,139,8,482,5,518,112,7883,6,1212,0,41,0,0,15,870,344,12712,0,41,0,43,0,1,0,87,9,1876,5,481,39,1020,11,1213,0,17,119,5871,11,1931,1,121,54,4475,4,454,54,2936,66999,942,0,0.00969052829009065,0,0.00130633572828217,0.000767656090071648,0,0.00878734622144113,0,0.0125786163522013,0.00625,0.0155844155844156,0.00376411543287327,0,0.016597510373444,0.00965250965250965,0.0142077889128504,0.00495049504950495,0,0,0.0172413793103448,0.0270610446821901,0,0,0,0,0.00479744136460554,0.0103950103950104,0.0382352941176471,0.0090684253915911,0,0.0202691194004429,0.00569653029518384,0.00826446280991736,0.0120670391061453,0.00881057268722467,0.0183923705722071,0.0140599113419603,39,0,0,0,0
"198","2020-08-14",1,137,82,9996,1,82,8,2796,10,3872,1,91,5,439,0,56,14,956,2,570,18,1090,8,793,1,180,11,536,12,1138,103,6706,3,1564,0,38,0,0,17,1014,413,11813,1,130,0,14,0,0,0,50,9,1981,6,299,31,1027,11,1314,0,1,119,5835,9,1921,2,164,50,4537,3,416,56,2997,64553,1007,0.0072992700729927,0.00820328131252501,0.0121951219512195,0.00286123032904149,0.00258264462809917,0.010989010989011,0.0113895216400911,0,0.0146443514644351,0.00350877192982456,0.0165137614678899,0.0100882723833544,0.00555555555555556,0.0205223880597015,0.0105448154657293,0.015359379660006,0.00191815856777494,0,0,0.0167652859960552,0.034961483111826,0.00769230769230769,0,0,0,0.00454316002019182,0.020066889632107,0.0301850048685492,0.00837138508371385,0,0.0203941730934019,0.00468505986465383,0.0121951219512195,0.0110204981265153,0.00721153846153846,0.0186853520186854,0.0155995848372655,49,0,0,0,0
"199","2020-08-15",2,149,97,8943,1,95,6,2706,16,3815,1,86,16,544,0,45,11,1192,2,476,15,1072,7,797,0,58,11,540,15,714,104,7908,10,1569,0,30,0,0,16,796,364,12608,0,86,0,35,0,8,0,154,10,1977,4,315,25,1077,13,1278,0,149,117,5890,10,1863,4,167,55,4512,4,313,60,3035,65002,996,0.0134228187919463,0.0108464721010846,0.0105263157894737,0.00221729490022173,0.00419397116644823,0.0116279069767442,0.0294117647058824,0,0.00922818791946309,0.00420168067226891,0.0139925373134328,0.00878293601003764,0,0.0203703703703704,0.0210084033613445,0.013151239251391,0.00637348629700446,0,0,0.0201005025125628,0.0288705583756345,0,0,0,0,0.00505816894284269,0.0126984126984127,0.0232126276694522,0.0101721439749609,0,0.0198641765704584,0.00536768652710682,0.0239520958083832,0.0121897163120567,0.012779552715655,0.0197693574958814,0.0153226054582936,7,0,0,0,0
"200","2020-08-16",0,120,87,8732,0,51,7,1057,8,3543,0,81,4,506,0,46,10,1276,5,369,19,1079,10,796,0,119,7,532,4,794,114,8818,7,1608,1,30,0,0,13,1019,322,12020,0,192,0,64,0,120,0,18,9,2496,0,359,40,1028,16,1287,0,68,127,5860,9,1102,5,127,58,4774,4,325,58,3074,63490,944,0,0.00996335318369217,0,0.00662251655629139,0.00225797346881174,0,0.00790513833992095,0,0.00783699059561128,0.013550135501355,0.0176088971269694,0.0125628140703518,0,0.0131578947368421,0.00503778337531486,0.0129281016103425,0.00435323383084577,0.0333333333333333,0,0.0127576054955839,0.0267886855241265,0,0,0,0,0.00360576923076923,0,0.0389105058365759,0.0124320124320124,0,0.0216723549488055,0.00816696914700544,0.0393700787401575,0.0121491411813992,0.0123076923076923,0.0188679245283019,0.0148684832257048,7,0,0,0,0
"201","2020-08-17",4,93,88,8012,0,43,7,1317,11,2293,1,93,7,484,0,35,8,652,6,300,20,1121,10,743,0,163,15,449,16,666,116,7040,10,1530,4,39,0,0,11,1022,288,11111,3,179,0,82,0,12,0,54,10,2924,4,378,41,1165,14,1317,0,19,125,5950,10,894,4,143,56,4357,1,235,51,3066,57981,941,0.043010752688172,0.0109835247129306,0,0.00531511009870919,0.00479720889664195,0.010752688172043,0.0144628099173554,0,0.0122699386503067,0.02,0.0178412132024978,0.0134589502018843,0,0.0334075723830735,0.024024024024024,0.0164772727272727,0.0065359477124183,0.102564102564103,0,0.0107632093933464,0.025920259202592,0.0167597765363128,0,0,0,0.00341997264021888,0.0105820105820106,0.0351931330472103,0.0106302201974184,0,0.0210084033613445,0.0111856823266219,0.027972027972028,0.0128528804223089,0.00425531914893617,0.0166340508806262,0.0162294544764664,7,0,0,0,0
"202","2020-08-18",1,46,82,6780,0,40,8,2792,7,2463,1,114,9,554,0,30,18,787,7,355,15,1030,12,887,0,18,6,422,6,697,115,6317,13,1725,0,18,0,0,23,930,228,8493,1,118,0,44,0,0,0,61,10,2244,4,297,51,1490,11,1334,0,20,120,5890,8,1682,3,205,66,3798,6,318,45,3080,55079,876,0.0217391304347826,0.012094395280236,0,0.00286532951289398,0.00284206252537556,0.0087719298245614,0.0162454873646209,0,0.0228716645489199,0.0197183098591549,0.0145631067961165,0.0135287485907554,0,0.014218009478673,0.00860832137733142,0.018204844071553,0.00753623188405797,0,0,0.0247311827956989,0.0268456375838926,0.00847457627118644,0,0,0,0.00445632798573975,0.0134680134680135,0.0342281879194631,0.00824587706146927,0,0.0203735144312394,0.00475624256837099,0.0146341463414634,0.0173775671406003,0.0188679245283019,0.0146103896103896,0.0159044281849707,4,0,0,0,0
"203","2020-08-19",1,84,88,9652,0,134,6,2534,8,3191,0,89,8,808,0,43,12,1374,5,339,20,1092,7,896,0,61,13,434,12,725,139,7665,6,1758,3,44,0,0,13,990,422,11119,1,78,0,39,0,71,0,65,9,2239,9,367,35,1704,11,1347,1,20,121,5709,8,1763,3,236,70,4218,6,468,55,3175,64531,1092,0.0119047619047619,0.00911728139245752,0,0.00236779794790845,0.00250705108116578,0,0.0099009900990099,0,0.00873362445414847,0.0147492625368732,0.0183150183150183,0.0078125,0,0.0299539170506912,0.016551724137931,0.0181343770384866,0.00341296928327645,0.0681818181818182,0,0.0131313131313131,0.0379530533321342,0.0128205128205128,0,0,0,0.00401965163019205,0.0245231607629428,0.0205399061032864,0.00816629547141797,0.05,0.0211946050096339,0.00453771979580261,0.0127118644067797,0.0165955429113324,0.0128205128205128,0.0173228346456693,0.0169220994560754,27,0,0,0,0
"204","2020-08-20",0,75,86,9742,0,75,10,2116,11,2939,1,91,3,652,0,44,9,1398,8,342,17,1140,10,994,0,176,11,708,15,1613,126,8642,7,2333,1,38,0,0,18,976,346,13165,0,111,0,49,0,13,0,38,10,2589,6,354,23,1684,12,1312,1,25,116,5795,10,1724,0,190,53,5076,14,264,53,3169,69652,977,0,0.00882775610757545,0,0.00472589792060491,0.00374276964954066,0.010989010989011,0.00460122699386503,0,0.00643776824034335,0.0233918128654971,0.0149122807017544,0.0100603621730382,0,0.0155367231638418,0.00929944203347799,0.0145799583429762,0.00300042863266181,0.0263157894736842,0,0.0184426229508197,0.0262818078237752,0,0,0,0,0.00386249517188104,0.0169491525423729,0.0136579572446556,0.00914634146341463,0.04,0.0200172562553926,0.00580046403712297,0,0.010441292356186,0.053030303030303,0.016724518775639,0.0140268764716017,2,0,0,0,0
"205","2020-08-21",1,76,95,9393,0,116,8,1735,5,2504,0,119,7,1016,0,35,22,1215,2,424,16,1165,11,996,4,127,6,683,9,663,102,7385,9,1968,0,29,0,0,12,1142,326,14647,0,49,0,155,0,22,0,25,8,2898,8,542,36,1740,11,1330,0,58,116,5986,8,1967,4,256,95,4824,9,411,53,3197,68898,983,0.0131578947368421,0.0101139146172682,0,0.00461095100864553,0.00199680511182109,0,0.00688976377952756,0,0.0181069958847737,0.00471698113207547,0.0137339055793991,0.0110441767068273,0.031496062992126,0.00878477306002928,0.0135746606334842,0.0138117806364252,0.00457317073170732,0,0,0.010507880910683,0.0222571174984638,0,0,0,0,0.00276052449965493,0.014760147601476,0.0206896551724138,0.00827067669172932,0,0.0193785499498831,0.00406710726995425,0.015625,0.0196932006633499,0.0218978102189781,0.0165780419142947,0.0142674678510262,7,0,0,0,0
"206","2020-08-22",1,67,91,9544,0,60,6,1856,6,2472,2,116,12,1009,0,52,13,1250,9,385,14,1204,7,1203,2,190,15,654,11,1443,93,7571,12,1983,1,56,0,0,14,1147,339,14161,2,124,0,57,0,8,0,36,10,2698,6,302,34,1503,12,1335,0,46,101,5995,7,2474,1,280,64,4905,5,447,55,3245,69878,945,0.0149253731343284,0.00953478625314334,0,0.00323275862068966,0.00242718446601942,0.0172413793103448,0.0118929633300297,0,0.0104,0.0233766233766234,0.0116279069767442,0.0058187863674148,0.0105263157894737,0.0229357798165138,0.00762300762300762,0.0122837141725003,0.00605143721633888,0.0178571428571429,0,0.012205754141238,0.0239389873596497,0.0161290322580645,0,0,0,0.00370644922164566,0.0198675496688742,0.0226214238190286,0.00898876404494382,0,0.0168473728106756,0.00282942603071948,0.00357142857142857,0.0130479102956167,0.0111856823266219,0.0169491525423729,0.0135235696499614,5,0,0,0,0
