WattHour
110
120
120
120
120
120
110
110
110
110
110
110
110
110
120
120
110
120
110
110
100
100
100
90
80
80
80
70
80
70
70
70
80
70
70
70
70
70
70
70
70
70
70
70
70
70
80
80
70
80
80
100
80
90
100
110
100
90
90
80
90
90
100
110
100
80
80
100
100
100
110
100
100
120
100
110
120
120
110
110
100
120
120
130
110
140
120
120
130
120
130
120
110
120
120
140
130
130
140
130
130
120
120
110
110
110
110
110
110
110
120
130
110
110
110
100
110
110
110
110
110
110
100
110
100
170
170
170
110
100
100
100
130
130
120
100
120
120
90
90
80
80
80
80
80
80
70
80
80
80
70
80
70
80
80
80
90
80
80
80
80
80
70
70
70
70
160
160
70
60
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
60
80
60
60
60
60
60
60
60
60
70
60
60
80
60
70
70
60
60
70
70
100
100
100
110
110
110
110
110
110
110
110
100
100
110
100
100
100
110
100
110
100
120
110
100
110
120
110
90
100
90
90
100
100
90
90
100
90
90
100
90
90
100
100
100
100
90
110
100
120
100
100
100
100
90
100
120
100
100
110
110
120
200
200
190
170
120
130
110
120
120
120
130
120
120
120
120
120
110
120
110
130
130
120
120
100
100
90
90
110
100
90
80
80
80
70
70
70
70
60
70
60
60
60
60
60
60
60
60
60
70
60
60
50
50
50
50
50
60
60
60
60
60
60
60
60
60
60
70
60
60
70
50
60
80
60
70
80
80
70
70
70
70
70
80
80
80
80
70
80
80
80
90
80
90
80
80
80
90
80
90
120
90
90
130
90
90
150
90
90
100
100
110
120
100
100
100
100
90
80
90
80
80
80
80
70
80
80
80
90
90
90
90
90
90
90
90
100
100
100
100
110
100
100
100
100
90
100
130
140
90
90
100
100
100
100
150
150
150
150
140
140
120
130
100
90
100
100
90
90
80
100
80
90
80
80
80
70
70
80
70
70
70
70
70
70
170
170
170
170
70
120
110
100
100
80
80
70
70
60
70
70
70
60
60
80
70
60
60
60
60
60
60
60
60
70
70
60
70
80
80
90
90
110
100
100
90
100
110
100
110
100
90
100
100
120
110
130
120
100
90
100
120
120
130
130
130
130
130
130
130
110
110
100
110
110
110
120
110
110
100
100
100
100
100
90
90
110
100
90
80
80
80
80
90
80
80
90
80
90
90
80
90
80
90
90
100
100
110
120
130
140
160
160
160
200
230
240
230
210
200
200
150
140
130
120
120
110
140
110
110
100
110
100
110
100
100
100
100
90
100
100
100
110
110
110
100
120
120
120
110
110
110
110
110
90
80
80
80
80
80
80
100
90
90
80
80
80
80
80
80
90
90
90
90
90
90
90
90
90
80
90
90
90
90
100
110
110
90
110
110
120
170
160
160
160
170
160
120
130
150
130
130
140
140
130
150
140
130
140
140
140
150
160
170
180
160
160
150
180
180
190
180
160
160
160
160
150
140
150
170
170
160
160
200
250
240
230
160
190
190
180
190
190
170
170
160
160
150
140
140
130
140
180
140
170
160
140
120
130
160
130
140
130
120
150
130
120
120
110
110
110
110
110
110
110
100
100
100
100
80
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
100
70
70
70
80
80
80
80
70
70
80
70
70
70
90
80
80
80
70
70
70
70
60
70
70
70
70
70
70
70
70
90
70
70
70
70
80
90
70
70
80
90
90
100
90
90
100
100
90
90
90
90
80
100
110
110
120
110
150
160
170
170
260
240
310
300
270
240
200
210
240
240
300
270
350
360
360
380
350
360
340
330
290
210
210
220
210
200
190
270
200
170
180
160
250
200
190
160
200
170
170
160
250
150
150
150
150
150
150
140
140
220
150
140
140
120
130
110
120
120
120
100
110
100
110
120
130
110
120
120
120
110
110
100
90
100
90
90
80
90
90
90
80
80
100
80
80
80
70
80
80
90
80
80
80
80
80
70
70
70
70
60
60
60
60
60
80
80
90
80
60
60
70
80
90
90
100
100
100
100
100
100
110
110
120
160
170
110
170
150
160
150
140
140
140
140
140
120
130
140
150
130
130
120
140
120
120
160
160
150
170
150
160
120
120
120
120
130
130
120
120
160
130
120
130
130
120
130
130
140
130
130
140
170
170
170
170
190
160
160
160
180
160
160
160
180
170
150
170
180
190
180
180
190
170
170
230
180
160
200
170
150
150
140
140
120
120
130
130
120
110
110
100
110
100
110
100
90
100
90
80
80
80
80
80
80
70
70
70
70
80
60
50
50
50
50
60
60
70
60
60
70
50
50
50
50
50
60
60
60
60
50
60
50
60
60
60
60
60
60
60
60
60
60
60
80
70
80
80
100
100
90
80
100
110
110
120
110
100
100
100
100
100
100
100
100
110
110
110
100
120
100
90
100
70
90
70
70
70
80
90
80
80
100
260
180
170
160
170
180
170
180
170
160
160
160
130
110
120
110
110
110
110
120
110
180
180
190
110
110
110
110
120
110
160
100
100
100
100
150
100
170
160
150
120
120
120
120
140
130
130
140
120
130
120
120
130
130
130
120
60
70
70
70
70
70
70
70
60
60
70
60
70
60
80
70
80
80
80
80
80
70
70
70
70
60
60
60
60
90
60
60
60
60
60
60
60
60
60
90
60
60
60
60
80
60
60
60
60
70
70
70
70
90
80
90
80
80
120
130
140
120
110
180
100
100
90
90
100
100
90
90
200
90
90
80
90
80
80
80
80
80
100
100
110
100
100
100
100
110
100
90
100
100
110
120
120
110
110
110
100
110
100
100
100
100
100
100
120
120
150
140
140
170
160
160
160
160
160
150
170
180
230
210
170
160
220
280
240
210
190
160
250
120
110
190
110
110
110
110
100
90
90
90
100
90
90
100
90
90
80
90
90
80
80
70
70
70
70
70
70
70
60
60
60
60
60
60
60
60
50
60
60
60
70
60
60
60
60
60
60
110
60
60
80
60
60
60
60
70
60
80
80
70
80
80
80
80
90
110
100
90
90
90
100
170
80
170
180
80
90
90
80
80
150
130
90
110
130
150
150
150
190
120
130
180
110
110
120
210
120
100
230
130
120
220
130
140
140
240
170
170
170
180
180
170
180
170
170
170
170
170
170
180
180
180
170
170
180
170
170
170
160
170
170
170
180
170
150
140
140
140
140
140
140
130
130
130
130
130
120
120
130
120
120
160
120
140
140
140
130
140
120
120
130
130
120
120
130
120
110
120
110
130
120
120
110
110
120
110
100
110
100
90
100
90
100
90
100
100
100
100
100
100
100
100
90
90
80
80
80
80
90
90
90
80
90
100
90
80
180
100
100
120
120
220
120
120
130
140
160
160
160
260
150
220
210
240
150
160
190
200
200
210
270
200
200
270
200
220
300
220
220
230
220
230
220
220
230
240
240
230
220
230
220
220
210
210
210
210
230
190
170
180
180
180
180
180
200
180
180
170
190
190
200
180
180
370
200
240
240
240
250
240
240
230
230
230
180
160
250
250
240
180
200
180
180
180
170
180
180
180
180
160
150
140
140
130
140
130
130
140
170
160
140
140
120
100
110
110
100
100
100
100
100
100
150
140
100
140
150
150
160
180
180
160
160
160
170
170
160
150
160
140
130
140
150
240
120
120
130
120
120
140
160
140
160
130
130
170
170
190
180
180
180
170
180
160
160
170
180
160
160
160
170
160
180
170
180
180
190
190
190
190
190
190
200
200
200
200
200
200
200
210
200
200
210
200
200
200
210
310
220
220
220
220
220
220
220
220
290
220
220
220
220
220
220
230
220
260
240
230
250
240
240
250
270
280
270
250
250
240
240
240
250
250
240
240
240
230
240
240
240
250
240
240
200
190
200
220
180
180
170
170
180
190
190
190
170
170
170
170
180
170
180
170
170
180
180
180
180
170
170
190
210
210
210
220
210
210
210
210
200
220
220
210
210
210
210
210
210
220
220
220
220
220
240
240
230
240
250
340
380
360
370
360
370
350
340
340
340
370
380
360
360
350
350
340
350
340
280
260
250
250
260
250
260
250
300
340
310
330
310
330
320
360
350
350
350
350
350
340
360
360
380
360
360
360
360
370
360
360
360
360
360
360
380
360
360
370
370
310
370
360
380
380
390
370
390
390
310
390
390
410
390
380
380
400
290
310
310
290
310
340
260
310
310
310
330
290
310
300
290
290
280
270
260
270
270
240
220
220
210
210
220
210
210
210
210
230
210
200
200
200
210
210
230
200
200
230
210
200
210
200
200
210
260
260
290
260
260
250
260
260
320
260
260
250
200
270
270
270
410
400
360
290
360
370
360
360
410
380
380
390
380
380
390
380
390
380
380
390
400
410
410
420
410
420
430
420
420
460
420
430
420
440
470
460
460
470
440
450
490
450
450
440
440
440
480
480
440
440
470
480
420
430
420
430
420
430
420
430
470
420
420
420
450
420
420
470
420
430
430
430
430
340
380
430
410
350
430
440
440
470
380
370
360
420
370
370
370
360
360
360
420
380
420
370
430
360
360
370
360
360
370
360
360
360
360
420
370
360
380
390
370
380
380
370
420
350
370
360
370
380
370
350
420
350
360
300
310
320
340
320
280
310
310
280
280
280
280
290
320
270
270
300
390
400
440
320
400
430
400
460
400
440
450
450
310
470
440
440
480
440
400
400
400
390
410
310
340
320
420
430
450
320
320
330
300
460
400
400
400
400
410
400
470
400
410
470
410
390
400
440
330
320
320
320
320
320
310
320
340
330
320
400
320
330
320
390
320
290
340
300
300
300
370
370
390
370
370
430
360
280
280
280
290
280
270
280
290
300
300
300
300
270
300
270
310
260
270
270
260
270
310
320
270
320
260
260
330
260
270
260
300
270
280
280
270
270
300
320
280
280
280
280
280
320
280
280
310
280
310
330
280
330
270
290
300
260
270
260
270
260
290
300
260
310
310
280
280
290
290
300
290
310
330
350
290
310
380
420
380
430
390
400
400
450
420
390
400
380
370
420
370
380
370
380
380
370
380
370
380
380
420
360
370
420
360
370
380
380
380
410
390
380
380
390
410
380
380
380
400
410
390
390
370
380
390
400
460
390
400
440
400
430
420
390
400
390
420
380
430
390
320
320
330
320
320
340
260
350
330
340
340
380
330
350
340
390
350
340
340
340
340
330
330
300
300
330
340
300
350
310
300
320
320
320
320
320
310
310
310
330
320
310
350
320
350
350
310
320
310
300
310
310
310
300
300
360
310
310
300
270
330
390
350
340
340
390
340
330
330
330
340
330
330
380
330
390
370
370
370
420
380
360
360
360
380
380
380
380
270
380
400
410
410
410
400
460
420
460
410
410
420
460
420
420
420
410
420
420
430
430
460
400
410
400
410
430
400
400
400
450
390
390
390
460
430
420
420
460
420
400
400
400
400
340
330
330
340
390
340
270
330
340
330
380
340
380
350
390
360
370
320
340
340
360
390
350
350
370
340
360
340
360
360
350
340
350
350
350
340
340
340
370
340
340
340
340
390
340
340
340
340
340
350
340
330
330
260
250
260
250
260
260
260
270
260
260
270
240
250
240
250
240
240
270
250
270
260
250
250
270
240
250
280
260
290
270
250
290
290
280
290
410
380
290
380
370
400
400
400
400
400
400
330
430
410
400
420
410
420
470
420
410
310
410
410
400
440
440
440
460
410
420
460
410
420
420
410
410
420
400
410
380
390
390
420
430
380
380
410
410
450
420
420
430
480
420
420
430
420
420
400
410
410
450
440
420
410
400
410
450
430
350
350
390
320
250
250
250
340
350
350
340
370
340
330
340
380
360
340
370
340
330
340
340
340
350
340
390
350
350
360
340
340
340
370
330
340
340
360
350
360
360
390
340
360
340
340
330
340
360
330
330
260
280
250
260
260
260
260
260
260
270
270
270
270
250
270
270
310
300
250
