WattHour
260
280
270
300
310
310
310
310
330
330
320
320
310
340
310
330
320
320
320
320
420
420
410
430
460
420
420
430
470
400
390
390
380
380
390
390
460
380
390
290
390
380
390
390
440
410
380
420
350
370
370
360
420
420
350
350
360
360
370
370
360
360
360
360
270
360
370
380
380
390
390
440
300
310
320
320
280
310
290
280
290
280
220
220
230
220
200
230
230
220
220
220
200
220
220
200
200
190
210
210
220
220
230
230
220
220
220
230
240
240
230
240
230
240
230
230
240
230
230
230
240
240
240
260
270
270
270
260
260
260
260
260
260
260
260
260
260
260
260
260
260
240
240
240
240
250
260
250
270
260
250
260
270
240
230
260
260
250
240
220
240
220
220
220
220
210
210
210
220
220
210
210
230
220
220
300
220
220
210
230
250
280
280
230
240
260
260
260
260
270
260
260
260
260
270
270
260
260
260
240
260
260
280
270
280
270
280
260
280
280
290
280
280
280
310
290
300
280
260
370
240
240
230
240
240
240
250
250
270
250
250
240
250
250
250
250
250
250
250
260
250
230
210
210
210
190
200
190
190
190
190
190
190
190
190
190
190
190
190
190
190
190
190
180
180
180
180
180
190
180
180
190
200
190
190
200
200
200
200
200
200
200
200
200
200
220
220
200
230
250
260
260
330
280
280
270
280
280
270
260
270
290
250
300
270
270
290
270
280
270
280
280
270
270
260
270
270
270
270
280
270
270
280
270
270
270
260
270
270
260
270
270
270
290
310
390
300
300
300
400
290
280
260
270
270
270
270
270
260
270
290
280
270
270
300
300
280
270
260
260
240
240
230
230
210
230
230
240
250
230
260
240
270
270
250
300
300
280
280
270
270
270
260
280
280
270
270
270
270
270
260
260
260
260
260
260
270
270
280
270
280
270
260
260
270
280
280
260
260
210
200
200
200
210
240
240
240
230
240
240
240
240
240
240
260
220
240
270
260
250
210
200
210
200
210
210
210
210
210
210
210
260
260
290
280
280
280
290
290
270
300
250
250
240
240
250
250
250
250
250
250
320
240
240
250
230
230
220
350
260
270
270
270
270
280
280
340
300
300
300
280
290
280
300
290
290
290
280
280
280
280
290
290
280
280
280
290
300
250
260
250
260
300
260
250
260
250
240
240
250
250
240
250
240
260
240
240
230
220
200
240
180
290
200
210
190
190
190
180
180
190
180
190
180
190
180
190
190
180
180
180
190
190
190
160
170
180
170
170
170
180
190
190
190
160
160
170
170
170
140
140
130
140
130
130
130
140
140
140
150
160
170
170
180
190
190
190
180
180
190
200
190
190
200
200
200
200
200
210
220
210
210
220
220
220
230
230
240
240
240
230
230
230
240
220
220
220
230
230
220
230
220
230
230
220
220
220
230
230
220
220
230
240
240
230
230
220
220
210
220
220
230
230
240
230
250
250
270
290
260
280
240
230
260
240
260
300
270
290
260
280
300
280
270
230
250
260
230
240
220
150
160
180
230
200
210
160
150
150
150
160
160
160
190
180
170
170
170
170
160
160
160
200
160
160
160
160
160
150
150
150
140
150
150
160
150
150
150
170
160
180
160
170
160
160
160
170
170
160
170
160
170
180
220
220
220
220
220
170
230
240
240
250
240
220
220
200
220
220
220
240
240
230
230
210
240
240
240
240
250
280
270
270
260
260
250
240
230
240
260
260
270
270
260
260
240
250
260
270
260
250
270
280
270
280
270
250
260
240
240
240
250
260
230
230
210
240
240
240
260
220
200
210
200
220
220
210
210
210
220
220
210
140
150
140
140
150
180
150
140
140
140
150
140
150
150
150
140
160
160
160
160
160
160
160
180
170
170
180
180
170
160
170
160
180
170
170
160
170
170
170
160
170
180
200
200
200
180
180
200
200
190
180
160
160
160
150
160
160
160
150
160
150
150
160
160
160
160
160
160
180
180
200
200
200
210
200
200
200
190
180
170
170
180
180
170
170
170
180
190
180
170
180
170
170
170
180
190
190
190
190
200
200
210
220
210
220
210
210
230
220
250
240
240
240
250
250
280
280
280
290
260
280
270
270
270
290
280
270
270
300
290
300
280
270
280
300
290
300
290
300
280
300
310
310
310
250
300
300
260
220
210
210
240
200
210
210
210
190
190
190
180
180
180
180
160
170
170
170
160
160
170
160
160
160
170
160
160
170
160
160
160
180
180
180
180
180
180
180
160
150
150
140
150
150
150
160
160
150
160
180
170
160
190
150
170
160
160
180
200
190
200
190
180
190
150
150
150
190
190
190
210
210
210
210
220
220
230
220
210
200
210
220
210
220
230
250
230
270
250
230
240
220
220
270
180
160
170
190
200
180
190
190
190
170
180
180
180
180
180
180
180
200
210
200
200
200
220
230
220
220
220
190
200
200
190
180
260
180
190
190
200
200
200
220
220
210
210
210
200
180
180
190
190
180
180
180
210
180
170
150
150
220
130
140
130
120
120
130
130
130
130
130
130
130
130
130
130
130
140
140
140
140
160
150
150
150
240
250
240
240
260
260
270
260
260
260
260
270
240
220
230
240
240
240
260
240
260
250
270
260
260
260
260
320
310
340
300
300
300
310
210
250
190
180
180
180
180
190
200
190
220
210
240
410
410
410
410
410
460
460
410
420
410
440
410
460
410
440
410
420
410
300
460
410
410
410
460
310
430
420
420
420
420
420
420
330
470
410
400
400
340
400
420
390
440
390
380
390
320
390
390
390
310
390
390
310
310
310
310
310
310
310
310
320
350
390
300
300
290
310
400
400
400
450
400
420
450
430
430
400
410
430
400
400
410
450
410
450
380
380
380
370
400
370
370
380
400
400
450
400
400
400
400
400
450
400
390
430
390
380
380
380
380
380
380
380
400
380
430
380
380
380
380
380
370
430
380
380
420
400
380
380
430
390
290
390
390
390
390
440
390
390
410
390
390
390
390
390
390
390
440
390
390
390
390
410
430
380
380
370
380
380
430
430
380
390
380
380
430
380
380
400
380
380
380
380
420
400
380
380
420
380
370
380
380
380
380
380
380
380
420
380
380
400
380
390
320
320
320
270
320
350
340
360
340
340
340
340
340
360
240
310
300
240
320
290
320
290
290
290
300
300
310
340
310
310
340
320
330
320
320
320
320
330
350
320
320
320
350
320
320
350
320
340
310
320
320
320
320
320
320
340
320
320
320
320
260
260
260
260
270
320
330
250
320
320
320
350
260
320
340
310
320
320
320
330
330
260
320
330
310
310
310
320
320
310
250
300
290
310
310
310
310
300
320
300
250
310
310
310
300
290
310
310
330
270
340
330
290
320
390
390
390
390
390
440
320
310
420
440
370
320
310
330
430
360
330
390
390
320
310
310
310
310
310
310
330
360
350
350
360
360
340
380
330
340
320
380
370
300
290
280
280
290
260
230
230
230
240
240
240
230
220
210
220
210
250
240
240
240
250
250
240
240
260
250
240
240
260
240
240
240
240
240
240
240
240
250
250
240
250
250
250
250
250
250
260
260
250
260
250
260
260
260
250
250
260
260
270
260
250
250
250
250
260
240
220
210
200
230
210
210
210
220
210
200
200
200
220
210
200
190
190
150
160
160
170
180
180
240
220
230
230
250
240
240
240
260
280
270
280
280
280
280
290
280
270
310
310
310
320
310
310
320
320
330
320
330
330
330
330
340
340
350
330
350
330
340
350
340
360
420
320
350
340
360
370
370
310
320
320
290
280
280
280
280
270
260
270
260
300
240
250
300
340
340
360
350
350
330
360
350
330
310
300
310
300
300
300
310
300
300
310
300
300
300
300
300
290
290
280
280
280
280
280
280
290
300
330
340
340
350
320
310
310
310
320
320
320
320
260
320
310
190
180
