,RanARI treatment (% of children under 5 taken to a health provider),RanAccess to electricity (% of population),RanAdjusted net national income (annual % growth),RanAdjusted net national income per capita (annual % growth),RanAdolescents out of school (% of lower secondary school age),RanAdults (ages 15+) and children (ages 0-14) newly infected with HIV,RanAdults (ages 15+) newly infected with HIV,"RanAir transport, passengers carried",RanBirths attended by skilled health staff (% of total),"RanBorrowers from commercial banks (per 1,000 adults)","RanCause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","RanCause of death, by injury (% of total)","RanCause of death, by non-communicable diseases (% of total)","RanCentral government debt, total (% of GDP)",RanChildren (0-14) living with HIV,RanChildren (ages 0-14) newly infected with HIV,RanChildren with fever receiving antimalarial drugs (% of children under age 5 with fever),"RanCommunity health workers (per 1,000 people)",RanCurrent health expenditure (% of GDP),RanCurrent health expenditure per capita (current US$),"RanCurrent health expenditure per capita, PPP (current international $)","RanDeath rate, crude (per 1,000 people)",RanDiabetes prevalence (% of population ages 20 to 79),RanDiarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),RanDomestic general government health expenditure (% of GDP),RanDomestic general government health expenditure (% of current health expenditure),RanDomestic general government health expenditure (% of general government expenditure),RanDomestic general government health expenditure per capita (current US$),"RanDomestic general government health expenditure per capita, PPP (current international $)",RanDomestic private health expenditure (% of current health expenditure),RanDomestic private health expenditure per capita (current US$),"RanDomestic private health expenditure per capita, PPP (current international $)","RanDroughts, floods, extreme temperatures (% of population, average 1990-2009)",RanElectric power consumption (kWh per capita),"RanEmployment to population ratio, 15+, total (%) (national estimate)",RanExpense (% of GDP),RanExternal health expenditure (% of current health expenditure),RanExternal health expenditure per capita (current US$),"RanExternal health expenditure per capita, PPP (current international $)",RanGDP (constant 2010 US$),RanGDP (current US$),RanGDP growth (annual %),RanGDP per capita (constant 2010 US$),RanGDP per capita (constant LCU),RanGDP per capita (current LCU),RanGDP per capita (current US$),RanGDP per capita growth (annual %),"RanGDP per capita, PPP (constant 2017 international $)","RanGDP per capita, PPP (current international $)",RanGDP per person employed (constant 2017 PPP $),RanGDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),"RanGDP, PPP (constant 2017 international $)",RanGeneral government final consumption expenditure (annual % growth),"RanHospital beds (per 1,000 people)",RanHouseholds and NPISHs final consumption expenditure (% of GDP),RanHuman capital index (HCI) (scale 0-1),"RanIncidence of HIV (per 1,000 uninfected population ages 15-49)","RanIncidence of malaria (per 1,000 population at risk)","RanIncidence of tuberculosis (per 100,000 people)",RanIndividuals using the Internet (% of population),"RanInflation, GDP deflator (annual %)","RanInflation, consumer prices (annual %)","RanIntentional homicides (per 100,000 people)","RanInternally displaced persons, new displacement associated with conflict and violence (number of cases)","RanInternally displaced persons, new displacement associated with disasters (number of cases)","RanInternally displaced persons, total displaced by conflict and violence (number of people)",RanInternational migrant stock (% of population),"RanInternational tourism, expenditures (% of total imports)","RanInternational tourism, expenditures (current US$)","RanInternational tourism, expenditures for passenger transport items (current US$)","RanInternational tourism, expenditures for travel items (current US$)","RanInternational tourism, number of arrivals","RanInternational tourism, number of departures","RanInternational tourism, receipts (% of total exports)","RanInternational tourism, receipts (current US$)","RanInternational tourism, receipts for passenger transport items (current US$)","RanInternational tourism, receipts for travel items (current US$)",RanLivestock production index (2004-2006 = 100),"RanMortality caused by road traffic injury (per 100,000 people)","RanMortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","RanMortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)","RanMortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)","RanMortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","RanMortality rate, infant (per 1,000 live births)",RanNet official aid received (constant 2015 US$),RanNet official aid received (current US$),"RanNet official flows from UN agencies, WHO (current US$)","RanNumber of surgical procedures (per 100,000 population)",RanNumber of under-five deaths,"RanNurses and midwives (per 1,000 people)",RanOut-of-pocket expenditure (% of current health expenditure),RanPeople using at least basic drinking water services (% of population),RanPeople using at least basic sanitation services (% of population),RanPeople using safely managed drinking water services (% of population),RanPeople using safely managed sanitation services (% of population),RanPeople with basic handwashing facilities including soap and water (% of population),"RanPhysicians (per 1,000 people)",RanPopulation ages 0-14 (% of total population),RanPopulation ages 15-64 (% of total population),RanPopulation ages 65 and above (% of total population),RanPopulation density (people per sq. km of land area),RanPopulation growth (annual %),RanPopulation living in slums (% of urban population),RanPoverty gap at $1.90 a day (2011 PPP) (%),RanPoverty gap at $3.20 a day (2011 PPP) (%),RanPregnant women receiving prenatal care (%),"RanPrevalence of HIV, female (% ages 15-24)","RanPrevalence of HIV, male (% ages 15-24)","RanPrevalence of HIV, total (% of population ages 15-49)",RanPrevalence of anemia among children (% of children under 5),RanPrevalence of moderate or severe food insecurity in the population (%),RanPrevalence of undernourishment (% of population),"RanProbability of dying at age 5-14 years (per 1,000 children age 5)",RanProportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),RanProportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),RanProportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),RanProportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),RanPublic private partnerships investment in water and sanitation (current US$),RanRefugee population by country or territory of asylum,RanRefugee population by country or territory of origin,RanResearch and development expenditure (% of GDP),RanRisk of catastrophic expenditure for surgical care (% of people at risk),RanRisk of impoverishing expenditure for surgical care (% of people at risk),RanRural population (% of total population),RanShort-term debt (% of total external debt),"RanSmoking prevalence, total (ages 15+)","RanSpecialist surgical workforce (per 100,000 population)","RanSuicide mortality rate (per 100,000 population)",RanTime required to build a warehouse (days),"RanTotal alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",RanTotal debt service (% of GNI),RanTrade (% of GDP),RanTravel services (% of commercial service exports),RanUHC service coverage index,RanUnmet need for contraception (% of married women ages 15-49),RanUrban population (% of total population),Country Name,Year,Label
0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1.0
1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1.0
2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,2,1.0
3,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,3,1.0
4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,4,0.0
5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,5,1.0
6,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,6,0.0
7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,7,0.0
8,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,8,0.0
9,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,9,0.0
