,index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.07692307692307693,0.08108108108108109,0.08333333333333333,0.07407407407407407,0.06666666666666667,0.0945945945945946,0.10344827586206896,0.12222222222222222,0.1079136690647482,0.0845771144278607,0.07391304347826087,0.07196969696969698,0.0695364238410596,0.0681198910081744,0.06356968215158924,0.06387665198237885,0.060665362035225046,0.059931506849315065,0.061452513966480445,0.06847697756788666,0.0872210953346856,0.089666951323655,0.10391686650679456,0.11515151515151516,0.12157413914265636,0.13147138964577657,0.13040712468193386,0.14105642256902762,0.14537194775695628,0.1506849315068493,0.15308254963427378,0.1578416540595058,0.157487922705314,0.15555555555555556,0.15343915343915343,0.15053763440860216,0.14483030781373324,0.14263978699125143,0.141280353200883,0.13945215225898258,0.13814432989690723,0.13535084802128367,0.13271506236008954,0.1286855036855037,0.12566528681253697,0.12283195905601364,0.11975883803781857,0.11538461538461539,0.11233150274588118,0.1090515166104959,0.10686845168800932,0.10348681269557443,0.10004302925989673,0.09714758164530798,0.09525715429257554,0.0932072558857584,0.09089215868876886,0.08888089240734078,0.08771623274506378,0.08606348667458835,0.08488544585462338,0.08347992963377579
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.058823529411764705,0.05263157894736842,0.05263157894736842,0.06451612903225806,0.058823529411764705,0.044444444444444446,0.03571428571428571,0.029411764705882353,0.02531645569620253,0.030927835051546393,0.0234375,0.02531645569620253,0.015037593984962405,0.013289036544850499,0.015503875968992248,0.020671834625323,0.017928286852589643,0.022071307300509338,0.02608695652173913,0.025503355704697986,0.02804878048780488,0.025616698292220113,0.026565464895635674,0.03177405119152692,0.0308300395256917,0.029634734665747762,0.030323914541695383,0.03088803088803089,0.0343980343980344,0.036734693877551024,0.04011142061281337,0.04151898734177215,0.0420253164556962,0.04201680672268908,0.043931159420289856,0.04479578392621871,0.04543593941874744,0.044729677168416956,0.046084675908579995,0.046773023930384336,0.04649524480450863,0.046242774566473986,0.04849884526558892,0.04834605597964377,0.048034934497816595,0.048794011644025505,0.04894179894179894,0.04933196300102775,0.04921309018236323,0.0501574993942331,0.049941656942823806,0.04923215898825655,0.04964695498676081,0.05063020722067934,0.05143215555090947,0.053202373644362595,0.05258964143426295,0.05241935483870968,0.05250418916402905,0.05221885581892711,0.05193905817174515,0.050546900894928734,0.05001592863969417,0.04860582050891361,0.04782671899985463
2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0125,0.011904761904761904,0.011494252873563218,0.01098901098901099,0.021505376344086023,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020202020202020204,0.02,0.019417475728155338,0.019417475728155338,0.019417475728155338,0.0196078431372549,0.019417475728155338,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.028846153846153848,0.028846153846153848,0.028846153846153848,0.028846153846153848,0.02857142857142857,0.02830188679245283,0.02830188679245283,0.02830188679245283,0.02830188679245283,0.02830188679245283,0.02830188679245283,0.02830188679245283,0.02830188679245283,0.02830188679245283,0.028037383177570093,0.028037383177570093,0.028037383177570093,0.028037383177570093,0.028037383177570093,0.028037383177570093,0.028037383177570093,0.028037383177570093,0.028037383177570093,0.028037383177570093
3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.038461538461538464,0.03571428571428571,0.05263157894736842,0.041666666666666664,0.03636363636363636,0.03076923076923077,0.03076923076923077,0.021739130434782608,0.017857142857142856,0.014925373134328358,0.011695906432748537,0.01904761904761905,0.018726591760299626,0.016286644951140065,0.0169971671388102,0.013761467889908258,0.008968609865470852,0.008968609865470852,0.008557457212713936,0.006802721088435374,0.005742411812961444,0.00498220640569395,0.004947433518862091,0.00446677833612507,0.003937007874015748,0.003937007874015748,0.004124656278643446,0.004351610095735422,0.0050230221850146506,0.0048134777376654635,0.006201550387596899,0.006825938566552901,0.00781831720029784,0.007681053401609363,0.007573025604038947,0.007795889440113395,0.008050402520126006,0.00840042002100105,0.008732099196646874,0.008710801393728223,0.008662508662508662,0.00862961684501208,0.00888585099111415,0.008855585831062671,0.00879269529928982,0.008774890313871077,0.008757157292017514,0.008751262201279031,0.010416666666666666,0.011066398390342052,0.011022044088176353,0.011325782811459028,0.011318242343541944,0.01293103448275862,0.013262599469496022,0.013553719008264463,0.01353135313531353,0.013838550247116969,0.013847675568743818,0.014168039538714991,0.014464168310322156,0.01445466491458607,0.01444043321299639,0.014421501147164863,0.014412053717654767,0.014412053717654767,0.014412053717654767,0.014710689767898006,0.014691478942213516
4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028397565922921,0.0018018018018018018,0.0016,0.003048780487804878,0.002902757619738752,0.0026917900403768506,0.002560819462227913,0.004790419161676647,0.004581901489117984,0.0044444444444444444,0.004410143329658214,0.004343105320304018,0.004282655246252677,0.0042417815482502655,0.004197271773347324,0.004145077720207254,0.00513347022587269,0.00508646998982706,0.005065856129685917,0.00501002004008016,0.005005005005005005,0.004995004995004995,0.004965243296921549,0.005911330049261084,0.005888125613346418,0.005888125613346418,0.005859375,0.005859375,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005825242718446602,0.005808325266214908,0.005802707930367505,0.005808325266214908,0.005808325266214908,0.005802707930367505,0.005797101449275362,0.005780346820809248,0.005752636625119847,0.005752636625119847,0.005741626794258373,0.005741626794258373,0.005741626794258373,0.005741626794258373,0.005741626794258373,0.005708848715509039,0.005703422053231939,0.005708848715509039
6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024330900243309003,0.004819277108433735,0.007142857142857143,0.007009345794392523,0.006993006993006993,0.009324009324009324,0.009324009324009324,0.009237875288683603,0.009237875288683603,0.009237875288683603,0.009195402298850575,0.009195402298850575,0.009195402298850575,0.009195402298850575,0.009153318077803204,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893
7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.028985507246376812,0.027777777777777776,0.02702702702702703,0.025,0.024390243902439025,0.023255813953488372,0.02247191011235955,0.030612244897959183,0.02702702702702703,0.03278688524590164,0.03007518796992481,0.03759398496240601,0.034722222222222224,0.03636363636363636,0.03636363636363636,0.03550295857988166,0.03888888888888889,0.03723404255319149,0.035897435897435895,0.035,0.03482587064676617,0.03414634146341464,0.03864734299516908,0.043478260869565216,0.04830917874396135,0.05188679245283019,0.0514018691588785,0.05045871559633028,0.0547945205479452,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.057777777777777775,0.05752212389380531,0.05726872246696035,0.05726872246696035,0.05726872246696035,0.05726872246696035,0.05726872246696035,0.05726872246696035,0.05726872246696035
8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057692307692307696,0.005226480836236934,0.004379562043795621,0.005201560468140442,0.0048721071863581,0.004362050163576881,0.004132231404958678,0.004826254826254826,0.0064516129032258064,0.007174887892376682,0.007048458149779736,0.008635578583765112,0.009235936188077247,0.009900990099009901,0.009771986970684038,0.010475423045930701,0.011067193675889328,0.011041009463722398,0.01092896174863388,0.010844306738962044,0.01077752117013087,0.01077752117013087,0.010752688172043012,0.01061410159211524,0.010542168674698794,0.010534236267870579,0.010479041916167664,0.010479041916167664,0.011967090501121914,0.011913626209977662,0.01188707280832095,0.012601927353595256,0.012601927353595256,0.013293943870014771,0.01322556943423953,0.013196480938416423,0.01312910284463895,0.01300578034682081,0.012802275960170697,0.012649332396345749,0.0125,0.012379642365887207,0.012269938650306749,0.01226158038147139,0.0121049092131809,0.012032085561497326,0.011912640635340834,0.011889035667107,0.011834319526627219
9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.07142857142857142,0.058823529411764705,0.058823529411764705,0.03571428571428571,0.03225806451612903,0.02857142857142857,0.019230769230769232,0.015625,0.011111111111111112,0.008333333333333333,0.007142857142857143,0.005714285714285714,0.005714285714285714,0.008658008658008658,0.008658008658008658,0.007194244604316547,0.006430868167202572,0.005633802816901409,0.005494505494505495,0.00510204081632653,0.005,0.005,0.0045871559633027525,0.006622516556291391,0.008695652173913044,0.008695652173913044,0.012474012474012475,0.012121212121212121,0.011857707509881422,0.011673151750972763,0.011673151750972763,0.01160541586073501,0.011385199240986717,0.011385199240986717,0.011278195488721804,0.012939001848428836,0.012867647058823529,0.012844036697247707,0.012844036697247707,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.014598540145985401,0.014571948998178506,0.014571948998178506,0.014571948998178506,0.014545454545454545,0.014519056261343012,0.014519056261343012,0.014519056261343012,0.014519056261343012,0.016333938294010888,0.016333938294010888,0.016333938294010888,0.016333938294010888,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.0162748643761302,0.0162748643761302,0.016304347826086956
