id,A,B,C,D,E,F,G,H,I,J,K
18280,150,140,140,120,110,80,80,100,80,80,60
18281,160,150,150,120,110,80,80,100,80,80,60
18282,160,150,140,120,110,80,80,100,80,80,60
18283,150,130,140,120,100,80,90,60,90,90,60
18284,130,110,110,110,100,80,80,60,90,90,60
18285,110,100,100,110,100,80,80,60,90,90,60
18286,110,100,100,110,100,80,80,60,90,90,60
18287,110,100,100,110,90,80,80,60,90,90,60
18288,90,90,100,110,90,80,80,60,90,90,60
18289,70,90,90,100,90,80,80,60,90,90,90
18290,70,90,90,90,90,80,80,60,90,90,90
18291,70,90,90,90,90,80,80,60,90,90,90
18292,70,90,90,90,90,80,80,100,90,90,90
18293,70,90,90,90,100,80,80,60,90,90,90
18294,70,90,90,90,100,80,80,60,90,90,90
18295,90,80,80,80,90,80,80,100,90,90,90
18296,100,80,80,80,90,80,80,100,80,80,90
18297,90,80,80,80,90,80,80,100,80,80,90
18298,80,70,80,80,90,80,80,100,80,80,90
18299,80,70,80,80,80,80,80,100,90,90,90
18300,90,80,80,90,80,80,80,100,80,80,90
18301,80,80,80,90,80,80,80,100,120,120,90
18302,80,80,80,90,90,80,80,100,80,80,90
18303,90,80,80,90,90,80,80,100,80,80,70
18304,100,80,80,90,90,80,80,100,130,130,70
18305,90,80,80,90,90,80,80,100,130,130,70
18306,90,70,80,80,90,80,80,100,110,110,90
18307,90,70,80,80,90,80,80,100,100,100,90
18308,90,70,70,70,80,80,80,90,130,130,90
18309,90,70,70,70,90,70,70,100,120,120,80
18310,70,60,60,60,70,80,70,100,100,100,90
18311,70,60,60,60,70,80,70,100,110,110,80
18312,70,60,60,60,70,80,70,100,110,110,80
18313,60,60,60,60,70,80,70,100,110,110,80
18314,80,60,60,70,70,80,70,100,110,110,80
18315,60,60,60,60,70,80,70,100,110,110,80
18316,60,60,60,60,70,80,70,100,60,60,80
18317,60,70,60,60,80,80,70,100,60,60,70
18318,70,70,60,60,80,80,70,100,60,60,70
18319,80,70,70,70,80,80,70,70,60,60,70
18320,70,70,60,70,90,80,70,60,60,60,70
18321,70,80,70,70,90,80,70,60,60,60,70
18322,70,80,70,70,90,80,70,60,60,60,50
18323,70,80,70,70,90,80,70,30,50,50,70
18324,80,80,70,70,90,80,70,30,50,50,70
18325,70,80,70,70,90,80,70,50,50,50,50
18326,70,80,70,70,100,80,70,50,50,50,50
18327,60,80,70,70,100,80,70,50,50,50,50
18328,60,90,70,70,100,80,70,50,50,50,50
18329,50,90,70,70,100,80,70,50,50,50,50
18330,50,90,70,70,100,80,70,60,60,60,50
18331,60,60,50,50,60,40,30,40,60,60,50
18332,60,60,50,50,60,40,30,50,70,70,50
18333,60,70,60,50,70,40,30,50,50,50,50
18334,60,60,50,50,60,30,30,60,50,50,50
18335,60,60,50,50,60,30,30,50,50,50,50
18336,60,60,50,40,60,30,30,60,50,50,50
18337,60,60,50,50,60,30,40,50,50,50,50
18338,60,60,50,40,60,30,40,50,50,50,50
18339,60,60,50,40,60,30,40,60,50,50,50
18340,60,60,50,40,60,30,40,50,50,50,50
18341,60,60,50,40,60,30,40,60,50,50,50
18342,60,60,50,50,60,40,30,50,50,50,50
18343,70,60,50,50,60,40,40,50,50,50,50
18344,70,60,50,50,60,40,40,50,50,50,50
18345,70,60,50,50,60,40,40,50,50,50,50
18346,70,60,50,50,60,40,40,60,50,50,50
18347,70,60,60,50,60,40,40,60,50,50,50
18348,70,60,60,50,60,40,40,60,50,50,50
18349,70,60,60,50,60,40,40,60,50,50,50
18350,70,60,60,50,60,40,40,60,50,50,50
18351,60,60,60,70,60,40,40,50,50,50,50
18352,70,60,60,50,60,40,40,50,50,50,50
18353,70,60,60,50,60,40,40,50,50,50,50
18354,70,60,60,50,60,40,40,50,50,50,50
18355,70,60,60,60,60,40,40,50,50,50,50
18356,70,60,60,50,60,40,40,50,50,50,50
18357,70,60,60,50,60,40,40,50,50,50,50
18358,70,60,60,50,60,40,40,50,50,50,50
18359,70,60,60,50,60,40,40,50,50,50,50
18360,70,60,60,50,60,40,40,60,50,50,50
18361,70,60,60,50,60,40,50,60,50,50,50
18362,70,60,50,50,60,40,50,60,50,50,50
18363,70,60,50,50,60,40,50,60,50,50,50
18364,60,60,50,50,60,40,50,60,50,50,50
18365,60,70,50,50,70,40,50,60,50,50,50
18366,60,70,50,50,70,40,50,60,50,50,50
18367,60,70,60,50,70,40,50,60,50,50,70
18368,60,80,60,50,70,40,50,60,50,50,50
18369,60,70,60,50,70,40,50,60,50,50,50
18370,60,80,60,50,80,40,50,60,50,50,50
18371,60,80,60,50,80,40,50,60,50,50,50
18372,60,70,60,50,80,40,50,60,50,50,50
18373,60,70,60,50,80,40,60,60,50,50,50
18374,60,70,60,50,80,50,60,60,50,50,50
18375,60,70,60,50,80,50,60,50,50,50,50
18376,60,70,60,50,80,60,60,70,70,70,50
18377,60,70,60,50,80,60,60,60,60,60,50
18378,60,70,60,60,90,60,60,60,60,60,70
18379,60,70,60,60,80,60,60,60,70,70,70
18380,60,70,60,60,80,60,60,60,70,70,70
18381,60,60,60,60,80,60,60,70,70,70,70
18382,60,60,60,60,80,70,60,70,70,70,70
18383,60,60,60,70,80,70,60,60,70,70,70
18384,60,70,60,70,80,70,60,70,70,70,70
18385,60,70,70,80,90,70,70,60,70,70,70
18386,60,80,80,80,90,70,70,50,70,70,70
18387,60,80,80,80,90,80,70,100,70,70,70
18388,60,90,80,80,90,70,70,100,70,70,70
18389,60,80,80,80,90,70,70,60,70,70,70
18390,60,80,70,70,90,70,70,100,70,70,70
18391,50,80,70,70,90,70,70,70,60,60,80
18392,50,80,70,60,90,60,70,70,60,60,130
18393,60,80,70,60,90,60,70,70,60,60,130
18394,60,80,70,60,80,70,70,70,60,60,130
18395,50,80,70,70,90,70,70,70,60,60,130
18396,50,90,80,70,90,80,70,70,80,80,80
18397,60,90,80,80,90,80,80,70,80,80,130
18398,50,90,80,80,90,80,80,70,80,80,130
18399,60,90,90,90,90,80,80,80,80,80,130
18400,60,90,90,100,80,80,80,90,80,80,130
18401,80,100,120,120,80,80,80,60,80,80,130
18402,70,100,130,120,80,80,80,80,80,80,130
18403,70,90,120,120,80,80,80,80,80,80,130
18404,80,100,130,120,80,80,80,80,80,80,80
18405,100,120,140,120,90,80,80,60,80,80,80
18406,110,110,140,120,90,80,80,90,80,80,80
18407,120,120,140,120,90,80,80,30,80,80,80
18408,120,120,130,110,100,80,80,60,80,80,80
18409,130,130,130,110,100,80,80,80,80,80,80
18410,130,130,130,110,100,80,80,60,80,80,80
18411,120,110,130,110,100,80,80,60,80,80,80
18412,120,120,130,110,100,80,80,60,80,80,80
18413,130,130,140,120,100,80,80,80,80,80,80
18414,130,140,150,120,100,80,80,100,80,80,80
18415,130,140,150,120,110,80,80,70,80,80,80
18416,130,150,140,120,110,90,80,80,80,80,80
18417,130,150,140,120,120,90,80,80,80,80,90
18418,140,150,140,120,120,80,80,80,80,80,90
18419,140,160,140,120,120,80,80,100,80,80,90
18420,130,150,130,120,120,80,80,80,80,80,90
18421,120,130,120,110,110,80,80,80,80,80,90
18422,110,110,110,110,100,80,80,80,80,80,90
18423,110,110,110,110,100,80,80,80,80,80,90
18424,110,100,100,100,100,80,80,90,80,80,90
18425,100,90,100,100,100,80,80,80,80,80,90
18426,90,80,90,90,90,80,80,80,80,80,90
18427,90,80,90,90,100,80,80,80,80,80,90
18428,90,80,90,90,100,80,80,100,90,90,90
18429,90,80,90,90,100,80,80,100,90,90,90
18430,90,80,90,90,100,80,80,80,90,90,90
18431,90,70,80,90,90,80,80,90,90,90,90
18432,110,80,80,90,100,70,80,80,90,90,90
18433,110,80,80,80,100,70,80,80,90,90,90
18434,100,80,80,80,90,70,80,100,90,90,90
18435,100,70,70,70,80,70,80,80,90,90,90
18436,90,70,70,70,80,70,80,100,90,90,90
18437,90,70,70,70,70,70,80,100,90,90,90
18438,90,70,70,70,70,70,80,100,90,90,90
18439,90,70,70,70,70,80,80,100,150,150,90
18440,90,70,70,70,80,70,80,100,100,100,100
18441,100,70,70,70,90,70,80,100,100,100,100
18442,110,70,70,80,90,80,80,100,110,110,120
18443,100,70,70,80,90,80,80,100,100,100,120
18444,100,70,70,80,90,80,80,100,120,120,120
18445,100,70,70,80,90,80,80,90,120,120,120
18446,100,70,70,70,90,80,80,90,120,120,120
18447,100,70,70,70,90,80,80,50,120,120,120
18448,100,70,70,80,90,80,80,90,120,120,120
18449,100,70,70,70,80,70,80,90,120,120,120
18450,100,70,70,70,80,70,80,90,120,120,120
18451,90,70,70,70,80,80,80,90,60,60,120
18452,70,70,70,70,80,80,80,70,120,120,130
18453,70,70,70,70,70,80,80,100,120,120,120
18454,70,70,70,70,70,80,80,100,90,90,130
18455,70,60,70,70,70,80,80,100,90,90,130
18456,80,70,70,70,70,80,80,100,90,90,120
18457,90,70,70,70,80,80,80,90,90,90,120
18458,80,70,70,70,80,80,80,90,90,90,130
18459,80,70,70,70,80,80,80,90,80,80,130
18460,80,70,70,70,80,80,80,60,80,80,80
18461,80,70,70,70,80,80,80,70,80,80,80
18462,70,70,70,70,90,80,80,60,50,50,130
18463,70,70,70,70,90,80,70,60,60,60,60
18464,70,80,70,70,90,80,70,70,60,60,70
18465,70,80,70,70,100,80,70,60,60,60,70
18466,70,80,70,70,100,80,70,60,60,60,70
18467,70,80,70,70,110,70,70,60,60,60,60
18468,70,80,70,70,110,80,70,50,60,60,60
18469,70,80,70,60,100,70,70,60,60,60,60
18470,70,80,70,70,110,70,70,60,60,60,60
18471,70,80,70,60,100,70,70,50,60,60,60
18472,70,80,70,60,100,70,70,50,60,60,60
18473,70,80,70,60,100,70,70,60,60,60,60
18474,60,80,70,70,100,70,70,60,60,60,60
18475,60,70,60,50,70,40,30,50,60,60,50
18476,60,70,50,50,70,40,30,50,60,60,50
18477,60,70,50,50,70,40,30,50,60,60,50
18478,60,70,50,50,70,40,30,60,60,60,50
18479,60,70,50,50,70,40,30,60,60,60,50
18480,60,70,50,50,70,40,30,50,50,50,50
18481,60,70,50,50,70,40,30,50,50,50,50
18482,60,70,50,50,70,40,30,60,60,60,50
18483,60,70,50,50,70,40,30,50,60,60,50
18484,60,60,50,50,70,40,30,60,50,50,50
18485,60,60,50,50,70,40,30,50,50,50,60
18486,60,60,50,50,60,40,30,50,60,60,60
18487,60,60,50,50,70,40,40,50,50,50,50
18488,60,60,50,50,70,40,40,50,50,50,50
18489,60,60,50,50,70,40,40,50,50,50,50
18490,60,60,50,50,60,40,40,60,50,50,50
18491,60,60,50,50,60,40,40,50,50,50,60
18492,60,60,50,50,60,40,40,50,50,50,60
18493,60,60,50,50,70,40,40,50,60,60,60
18494,60,60,50,50,60,40,40,50,60,60,60
18495,60,60,50,50,60,40,40,60,60,60,60
18496,60,60,50,50,60,40,40,50,60,60,60
18497,60,60,50,50,60,40,40,50,60,60,60
18498,60,60,50,50,60,40,40,50,60,60,60
18499,60,60,50,50,70,40,40,50,60,60,60
18500,60,60,50,50,60,40,40,60,60,60,60
18501,60,60,50,50,60,40,40,60,60,60,60
18502,60,60,50,50,70,40,40,60,60,60,50
18503,60,60,50,50,70,40,40,60,60,60,50
18504,60,60,50,50,70,40,40,60,60,60,60
18505,60,60,50,50,70,40,50,60,60,60,60
18506,60,60,50,50,70,40,50,60,60,60,60
18507,60,80,60,50,80,40,50,50,60,60,50
18508,60,90,60,50,90,40,50,50,60,60,60
18509,60,90,60,60,90,40,50,60,60,60,60
18510,60,90,60,60,90,40,50,60,60,60,50
18511,60,100,60,60,90,40,50,60,60,60,60
18512,60,90,60,60,90,40,50,50,60,60,60
18513,60,90,60,60,90,40,50,50,60,60,60
18514,60,80,60,50,90,40,50,50,60,60,60
18515,60,80,60,50,90,40,50,50,50,50,60
18516,60,80,60,50,90,40,50,50,50,50,60
18517,60,70,60,50,80,40,60,60,60,60,60
18518,60,70,60,50,80,40,60,60,60,60,60
18519,60,60,50,50,80,50,60,60,50,50,60
18520,60,60,50,60,70,60,60,50,60,60,60
18521,60,60,50,60,70,60,60,50,60,60,60
18522,60,60,60,70,80,60,60,80,70,70,70
18523,70,60,60,80,80,60,60,70,70,70,70
18524,70,60,60,90,80,60,60,80,70,70,70
18525,70,60,60,90,80,60,60,80,70,70,70
18526,70,60,60,90,80,60,60,70,70,70,70
18527,70,60,60,80,80,60,60,100,80,80,70
18528,70,60,60,90,80,60,60,80,80,80,70
18529,70,60,60,90,80,70,70,80,80,80,80
18530,70,60,60,90,80,70,70,90,80,80,80
18531,70,60,60,90,80,70,70,80,80,80,80
18532,70,60,60,90,80,70,70,70,80,80,80
18533,70,60,70,90,80,70,70,70,80,80,70
18534,70,60,70,90,90,70,70,70,50,50,70
18535,80,70,80,90,90,70,70,70,50,50,70
18536,110,80,90,90,100,70,70,70,50,50,60
18537,140,110,90,100,110,70,70,70,50,50,60
18538,150,120,100,110,110,70,70,70,50,50,60
18539,130,100,90,100,110,70,80,50,50,50,60
18540,140,100,100,100,100,70,80,70,50,50,60
18541,130,110,100,100,100,70,80,70,50,50,60
18542,110,90,90,100,100,70,80,70,50,50,60
18543,120,90,90,100,100,70,80,80,50,50,60
18544,120,90,90,100,100,70,80,80,50,50,60
18545,100,70,80,100,90,70,80,80,50,50,60
18546,90,70,80,90,90,70,80,80,60,60,60
18547,120,90,90,100,100,70,80,100,60,60,60
18548,140,100,100,100,100,80,80,70,50,50,60
18549,130,100,100,100,100,70,80,60,60,60,60
18550,100,70,80,90,90,70,80,50,60,60,60
18551,80,70,80,80,90,70,80,60,50,50,60
18552,70,70,80,80,90,60,80,80,50,50,60
18553,70,70,70,70,90,60,80,60,60,60,60
18554,70,70,70,70,90,60,80,60,60,60,60
18555,60,80,70,70,90,60,80,50,60,60,60
18556,70,70,70,70,90,60,80,60,60,60,60
18557,70,80,70,70,90,60,80,60,60,60,60
18558,80,70,70,70,90,70,80,60,50,50,60
18559,90,70,80,70,90,70,80,60,60,60,60
18560,100,70,80,80,100,70,80,60,60,60,60
18561,120,80,80,80,100,70,80,60,50,50,60
18562,120,70,80,80,100,70,80,60,50,50,60
18563,110,70,80,80,100,70,80,60,50,50,60
18564,120,70,80,80,100,70,80,60,50,50,60
18565,110,80,80,80,100,70,70,60,50,50,60
18566,120,90,80,80,100,70,80,60,50,50,60
18567,100,90,80,80,100,70,80,60,50,50,60
18568,100,90,80,80,100,70,80,60,60,60,60
18569,110,90,80,80,100,70,80,60,60,60,60
18570,110,90,80,90,100,70,80,60,60,60,60
18571,110,90,80,90,100,80,80,60,90,90,60
18572,100,90,80,80,100,80,80,60,60,60,60
18573,100,90,80,80,100,80,80,60,60,60,60
18574,100,90,80,80,100,80,80,60,60,60,60
18575,100,90,80,80,100,80,80,60,60,60,60
18576,100,80,80,90,110,80,80,60,60,60,70
18577,100,80,80,80,100,80,80,60,60,60,60
18578,100,80,80,80,100,80,80,90,90,90,60
18579,100,90,80,80,100,80,80,100,130,130,60
18580,100,90,80,80,110,80,80,60,60,60,60
18581,100,90,80,80,110,80,80,60,120,120,60
18582,80,80,80,80,100,80,80,60,90,90,70
18583,110,80,80,80,90,80,80,100,120,120,70
18584,120,80,90,80,100,80,70,100,120,120,70
18585,100,70,70,80,90,80,70,100,120,120,60
18586,100,70,70,70,80,80,70,100,120,120,60
18587,80,70,70,70,80,80,70,100,130,130,60
18588,70,80,70,70,100,80,70,100,130,130,60
18589,70,80,70,70,100,90,70,100,130,130,60
18590,80,80,70,70,100,80,70,100,130,130,90
18591,80,80,70,60,100,80,70,100,100,100,90
18592,70,80,60,60,90,80,70,100,100,100,90
18593,70,80,60,60,90,80,70,100,100,100,130
18594,60,80,60,60,90,80,70,100,130,130,90
18595,60,70,60,60,90,80,70,80,130,130,90
18596,70,70,60,60,80,90,70,100,110,110,80
18597,60,70,60,60,80,90,70,100,110,110,80
18598,60,70,60,60,80,80,70,100,110,110,80
18599,60,70,60,60,70,80,70,100,110,110,80
18600,60,70,60,60,70,80,70,90,110,110,90
18601,60,70,60,60,70,80,60,90,90,90,80
18602,60,70,60,60,70,80,70,100,110,110,70
18603,60,70,60,60,70,80,70,100,110,110,70
18604,60,70,60,50,70,80,70,100,110,110,70
18605,60,70,60,60,70,80,70,100,110,110,70
18606,60,70,60,60,80,80,70,100,110,110,70
18607,60,80,60,60,80,80,70,60,50,50,50
18608,60,80,60,60,90,80,70,60,60,60,50
18609,60,80,60,60,90,80,70,60,60,60,50
18610,60,80,60,60,90,80,70,60,50,50,50
18611,60,80,60,60,90,80,70,60,50,50,50
18612,60,80,60,60,90,80,70,60,50,50,50
18613,60,80,60,60,90,70,70,50,50,50,50
18614,70,80,60,60,90,70,70,60,50,50,50
18615,70,80,60,60,100,70,70,50,50,50,50
18616,60,80,70,60,100,70,70,50,50,50,50
18617,60,80,70,60,100,70,70,50,50,50,50
18618,60,80,70,60,100,70,70,60,50,50,50
18619,60,60,50,50,60,40,30,60,50,50,50
18620,60,60,50,50,60,40,30,60,50,50,50
18621,60,60,50,50,60,40,30,60,50,50,50
18622,60,60,50,40,60,40,30,60,50,50,50
18623,60,60,50,40,60,40,30,60,50,50,50
18624,60,60,50,40,60,40,30,60,60,60,50
18625,60,60,50,40,60,40,40,60,60,60,50
18626,60,60,50,50,60,40,40,60,60,60,50
18627,60,60,50,50,60,40,40,50,60,60,50
18628,70,60,50,50,60,40,40,50,60,60,50
18629,70,60,60,50,60,40,40,50,60,60,50
18630,70,60,60,50,60,40,40,50,60,60,50
18631,70,60,60,60,60,40,40,50,50,50,50
18632,70,60,60,60,60,40,40,50,50,50,50
18633,70,60,60,60,60,40,40,50,50,50,50
18634,70,60,60,60,60,40,40,50,50,50,50
18635,70,60,60,60,60,40,40,50,50,50,50
18636,70,60,60,60,60,40,40,60,50,50,50
18637,70,60,60,60,60,40,40,50,50,50,50
18638,70,60,60,60,60,40,40,50,50,50,50
18639,70,60,60,60,60,40,40,50,50,50,50
18640,70,70,60,70,70,50,40,50,50,50,50
18641,70,70,60,70,70,50,40,50,50,50,50
18642,70,70,60,70,70,50,40,50,50,50,60
18643,70,70,60,80,60,50,50,50,50,50,60
18644,70,70,60,80,60,50,50,50,50,50,60
18645,70,70,60,80,60,50,50,50,50,50,60
18646,70,70,60,70,70,50,50,50,50,50,60
18647,70,70,60,70,60,50,50,50,50,50,60
18648,70,70,60,70,70,50,50,50,50,50,60
18649,70,70,60,70,60,50,50,50,50,50,60
18650,70,70,60,80,60,50,50,50,50,50,60
18651,70,60,60,60,60,50,50,50,50,50,60
18652,60,60,50,60,60,50,50,50,50,50,60
18653,60,60,50,70,60,50,50,50,50,50,60
18654,60,60,50,50,60,50,50,50,50,50,60
18655,60,60,50,50,60,50,50,50,50,50,70
18656,60,60,50,50,60,50,50,50,50,50,70
18657,60,60,50,50,60,50,50,50,50,50,70
18658,60,60,60,70,70,50,50,50,50,50,70
18659,70,80,90,100,100,50,50,50,50,50,70
18660,60,70,70,80,80,50,50,50,50,50,70
18661,60,70,70,80,90,60,60,50,50,50,70
18662,60,70,70,90,90,60,60,50,60,60,70
18663,60,70,80,90,90,60,60,50,60,60,70
18664,80,80,90,110,100,60,60,50,60,60,70
18665,60,60,50,60,70,60,60,60,60,60,70
18666,60,60,60,70,70,60,60,60,60,60,70
18667,60,60,60,80,70,70,60,100,60,60,70
18668,70,90,90,110,100,70,60,60,60,60,70
18669,80,90,90,110,100,70,60,60,60,60,70
18670,80,90,90,110,100,70,60,60,60,60,70
18671,120,100,90,110,110,70,60,60,60,60,70
18672,70,90,90,100,100,70,60,60,60,60,70
18673,70,90,90,100,100,70,70,50,60,60,70
18674,70,90,90,100,100,70,70,50,60,60,70
18675,70,90,90,100,100,70,70,50,60,60,70
18676,60,90,90,100,100,70,70,60,60,60,70
18677,100,90,90,110,110,70,70,60,60,60,70
18678,60,90,90,100,100,70,70,60,60,60,70
18679,70,90,90,100,100,70,70,60,60,60,70
18680,70,90,90,100,100,70,70,60,60,60,70
18681,70,90,90,100,100,70,70,60,60,60,70
18682,110,90,90,110,110,70,70,60,60,60,70
18683,70,90,90,100,100,70,70,60,60,60,70
18684,60,80,90,90,100,70,70,60,60,60,70
18685,60,80,90,90,100,70,70,60,60,60,70
18686,110,90,90,100,110,70,70,60,60,60,90
18687,60,80,90,90,100,70,70,60,60,60,90
18688,60,80,90,90,100,70,70,60,60,60,70
18689,100,90,90,100,110,70,70,60,60,60,70
18690,70,90,90,90,100,70,70,60,60,60,70
18691,80,90,90,100,100,80,80,60,60,60,70
18692,80,90,90,100,100,80,80,60,60,60,70
18693,70,90,90,100,100,80,80,100,60,60,70
18694,100,90,90,100,110,80,80,60,60,60,120
18695,60,70,70,90,80,80,80,100,60,60,90
18696,60,70,70,100,70,80,80,100,60,60,90
18697,60,80,90,110,70,80,80,60,60,60,90
18698,60,80,80,100,70,80,80,60,60,60,90
18699,60,80,80,100,70,80,80,60,60,60,90
18700,60,80,80,100,80,80,80,60,60,60,90
18701,60,80,70,90,80,80,80,60,60,60,90
18702,60,70,60,80,70,80,80,60,60,60,90
18703,60,70,60,80,80,80,80,60,60,60,90
18704,60,80,70,80,80,80,80,60,60,60,90
18705,60,80,70,70,80,80,80,60,60,60,90
18706,60,70,70,80,70,80,80,60,60,60,90
18707,70,70,70,90,70,80,80,60,60,60,90
18708,70,80,80,100,70,80,80,60,60,60,90
18709,70,90,110,110,80,90,80,60,60,60,90
18710,70,90,100,100,70,90,80,60,60,60,90
18711,70,90,100,100,80,90,80,60,60,60,90
18712,60,90,90,90,80,90,80,60,60,60,90
18713,60,80,80,90,70,80,80,60,60,60,90
18714,60,90,90,90,70,80,80,60,60,60,90
18715,60,90,80,90,70,80,80,60,90,90,90
18716,60,90,90,100,80,80,80,60,90,90,90
18717,70,90,110,100,80,80,80,60,90,90,90
18718,60,90,100,100,80,80,80,60,90,90,90
18719,60,90,90,90,70,80,80,60,90,90,90
18720,60,90,100,100,70,80,80,90,90,90,90
18721,60,90,100,100,70,80,80,90,110,110,90
18722,60,90,90,90,70,80,80,90,110,110,90
18723,60,90,80,80,80,80,80,90,110,110,90
18724,60,90,80,80,80,80,80,90,110,110,90
18725,80,80,70,70,80,80,80,90,90,90,90
18726,70,70,70,70,70,80,80,100,90,90,90
18727,80,70,70,70,70,80,70,90,120,120,120
18728,70,60,60,60,70,80,70,90,120,120,90
18729,70,70,70,60,70,80,70,90,120,120,90
18730,70,70,70,70,70,80,70,90,120,120,90
18731,70,70,70,70,70,80,70,90,120,120,90
18732,70,70,70,70,70,80,70,90,110,110,90
18733,70,70,70,70,70,80,70,90,110,110,120
18734,80,80,70,70,80,80,80,100,110,110,120
18735,70,80,70,80,80,80,80,100,110,110,110
18736,80,80,70,70,80,80,80,100,110,110,90
18737,80,80,70,60,80,80,70,100,110,110,90
18738,70,80,70,60,80,70,70,100,110,110,90
18739,70,70,60,60,80,80,70,100,110,110,90
18740,60,80,60,60,80,80,70,80,110,110,90
18741,60,80,60,60,80,80,70,100,110,110,120
18742,60,80,60,60,80,90,70,100,110,110,110
18743,60,80,60,60,80,90,70,100,110,110,120
18744,60,80,60,60,80,90,70,100,110,110,120
18745,60,80,60,60,80,90,60,100,90,90,90
18746,60,80,60,60,80,90,70,100,90,90,90
18747,60,80,60,60,90,90,70,100,110,110,90
18748,60,80,60,60,80,90,70,100,110,110,90
18749,60,80,60,60,80,90,70,100,100,100,90
18750,70,80,60,60,80,90,70,100,100,100,90
18751,60,80,60,60,90,80,70,30,60,60,60
18752,60,80,70,60,100,80,70,70,60,60,60
18753,50,70,60,60,90,80,70,30,60,60,60
18754,50,70,60,60,90,80,70,60,60,60,60
18755,60,70,70,60,80,80,70,70,60,60,60
18756,60,70,70,60,80,80,70,70,60,60,60
18757,60,70,70,60,80,70,70,60,60,60,50
18758,60,70,70,60,80,70,70,60,60,60,50
18759,60,70,60,60,80,70,70,60,60,60,50
18760,60,70,60,50,80,70,70,60,60,60,50
18761,60,70,60,50,80,70,70,60,60,60,50
18762,60,70,60,50,80,70,70,60,60,60,60
18763,60,50,50,40,50,40,30,60,60,60,50
18764,60,50,50,40,50,40,30,60,60,60,50
18765,60,50,50,40,50,40,30,60,60,60,50
18766,60,50,50,40,50,40,30,60,60,60,50
18767,60,50,50,40,50,40,30,60,60,60,50
18768,60,60,50,40,50,40,30,60,60,60,50
18769,60,60,50,40,50,40,30,60,60,60,50
18770,60,60,50,40,50,40,30,60,60,60,60
18771,60,60,50,40,50,40,30,50,60,60,60
18772,60,60,50,40,50,40,30,60,60,60,60
18773,60,60,50,40,50,40,30,60,60,60,60
18774,60,60,50,40,50,40,30,60,60,60,60
18775,60,60,50,40,50,40,40,60,60,60,60
18776,60,60,50,40,50,40,40,60,60,60,60
18777,60,60,50,40,50,40,40,60,60,60,60
18778,60,60,50,40,50,40,40,60,60,60,60
18779,60,60,50,40,50,40,40,60,60,60,60
18780,60,60,50,40,50,40,40,60,60,60,60
18781,60,60,50,40,50,40,40,60,60,60,60
18782,60,60,50,40,50,40,40,60,60,60,60
18783,60,60,50,40,50,40,40,60,60,60,60
18784,60,60,50,40,50,40,40,60,60,60,60
18785,60,60,50,40,50,40,40,60,60,60,60
18786,60,60,50,40,60,40,40,60,60,60,60
18787,60,60,50,40,50,40,40,60,60,60,60
18788,60,60,50,40,50,40,40,60,60,60,60
18789,60,60,50,40,50,40,40,60,60,60,60
18790,60,60,50,40,50,40,40,60,60,60,60
18791,60,60,50,40,50,40,40,50,60,60,50
18792,60,60,50,40,50,40,40,60,60,60,50
18793,60,60,50,40,50,40,50,60,60,60,50
18794,60,60,50,40,60,40,50,60,60,60,50
18795,60,60,50,40,60,50,50,60,60,60,50
18796,60,60,50,40,60,50,50,60,60,60,50
18797,60,60,50,40,60,50,50,60,60,60,50
18798,70,60,50,50,60,50,50,60,50,50,50
18799,70,60,60,50,60,50,50,50,50,50,60
18800,70,60,60,50,60,50,50,60,50,50,60
18801,60,60,60,50,60,50,50,60,50,50,70
18802,60,60,60,50,60,50,50,60,50,50,70
18803,70,60,60,50,60,50,50,60,50,50,60
18804,70,60,60,50,60,60,50,50,50,50,70
18805,70,60,60,50,60,60,50,60,50,50,60
18806,60,60,50,50,60,60,50,60,50,50,60
18807,60,60,50,50,60,60,50,60,50,50,60
18808,60,60,50,50,60,60,50,60,60,60,60
18809,60,60,50,50,60,60,50,60,60,60,60
18810,60,60,50,50,70,60,50,60,60,60,60
18811,60,70,60,60,80,70,60,60,60,60,70
18812,60,70,70,80,80,70,60,60,60,60,60
18813,60,60,60,70,70,70,60,60,60,60,60
18814,60,60,60,80,60,70,60,60,60,60,60
18815,70,60,60,90,70,70,60,70,60,60,60
18816,60,70,70,90,70,70,60,100,60,60,60
18817,80,100,110,100,80,80,60,60,60,60,60
18818,90,110,130,110,80,80,60,50,60,60,60
18819,110,140,150,110,90,80,60,50,60,60,60
18820,110,140,140,110,90,80,60,50,60,60,60
18821,110,150,160,110,110,80,60,60,60,60,60
18822,140,190,200,130,150,80,60,50,60,60,60
18823,160,220,230,160,180,80,70,60,60,60,60
18824,190,240,240,180,200,80,70,60,60,60,60
18825,210,230,230,180,210,80,70,60,60,60,60
18826,220,210,210,180,200,80,70,60,60,60,60
18827,210,200,200,170,200,80,70,60,60,60,60
18828,210,180,190,170,180,80,70,60,60,60,60
18829,190,170,180,150,170,80,70,50,80,80,60
18830,170,140,160,140,140,80,70,60,80,80,60
18831,170,140,160,150,140,80,70,60,80,80,60
18832,160,140,160,150,140,80,70,60,60,60,60
18833,160,140,160,150,140,80,70,60,60,60,60
18834,160,140,160,150,130,80,70,50,60,60,60
18835,160,140,160,150,130,90,70,50,80,80,60
18836,150,140,160,140,130,90,70,50,80,80,60
18837,150,140,160,140,130,90,70,60,80,80,60
18838,150,140,160,140,120,90,70,60,80,80,60
