id,A,B,C,D,E,F,G,H,I,J,K
16101,130,70,70,60,80,70,80,70,50,50,50
16102,130,70,70,60,80,70,80,50,50,50,50
16103,120,70,70,60,80,70,80,50,50,50,50
16104,140,70,70,60,80,70,80,50,50,50,50
16105,130,70,70,60,80,80,80,70,60,60,50
16106,140,70,70,60,80,80,80,70,60,60,50
16107,150,70,70,70,80,80,80,70,60,60,50
16108,140,80,80,70,90,70,80,70,60,60,50
16109,140,70,70,70,90,70,80,70,60,60,50
16110,140,80,80,70,90,70,80,70,60,60,50
16111,130,80,80,80,90,80,80,70,60,60,50
16112,130,80,80,80,90,80,80,70,60,60,50
16113,140,80,80,80,100,80,80,70,60,60,50
16114,130,80,80,80,100,80,80,70,60,60,50
16115,130,80,80,80,100,80,80,70,60,60,50
16116,130,80,80,80,90,80,80,70,60,60,50
16117,130,80,80,80,90,80,80,70,60,60,50
16118,130,80,80,80,90,80,80,70,60,60,50
16119,130,80,80,80,90,80,80,70,60,60,50
16120,130,80,80,80,100,80,80,70,60,60,50
16121,130,90,80,80,100,80,80,70,60,60,50
16122,130,80,80,80,90,80,80,70,60,60,50
16123,120,80,80,80,100,80,80,70,60,60,50
16124,130,90,80,80,100,80,80,70,60,60,50
16125,130,90,80,80,100,80,80,60,60,60,50
16126,140,90,80,80,100,80,80,80,60,60,50
16127,140,80,80,80,90,80,80,60,60,60,50
16128,140,90,80,80,100,80,80,50,60,60,50
16129,120,80,80,80,100,80,80,70,80,80,50
16130,110,90,90,80,100,80,80,100,130,130,50
16131,120,90,90,80,100,80,80,80,130,130,50
16132,110,80,90,80,100,70,80,100,130,130,50
16133,110,80,80,80,90,70,80,100,80,80,50
16134,110,80,80,80,90,70,80,100,80,80,50
16135,110,80,80,80,90,70,80,100,120,120,50
16136,110,80,80,80,90,70,80,100,120,120,50
16137,110,80,80,80,90,70,80,90,120,120,50
16138,110,80,80,80,90,70,80,100,120,120,50
16139,110,80,80,80,100,70,80,100,120,120,120
16140,110,80,80,80,90,70,80,100,120,120,50
16141,110,80,80,80,90,70,80,100,120,120,50
16142,100,80,80,80,90,70,80,100,120,120,120
16143,100,80,80,80,90,70,80,100,120,120,120
16144,110,80,80,80,100,70,80,100,130,130,120
16145,100,70,80,80,90,70,70,100,130,130,120
16146,120,70,80,80,100,80,70,100,100,100,120
16147,110,70,80,80,100,80,70,60,100,100,120
16148,110,70,80,80,100,80,70,100,100,100,120
16149,90,70,70,70,80,80,70,100,60,60,120
16150,90,70,70,70,80,80,70,100,60,60,120
16151,90,70,70,70,80,80,70,60,60,60,120
16152,100,70,70,80,90,80,70,60,60,60,120
16153,110,70,80,80,100,80,70,70,60,60,80
16154,100,70,70,80,100,80,70,60,60,60,80
16155,100,70,70,80,90,80,70,60,60,60,80
16156,110,70,80,80,100,80,70,60,60,60,80
16157,100,70,70,80,90,80,70,70,60,60,80
16158,100,70,70,80,90,80,70,100,60,60,80
16159,100,70,70,80,90,80,70,60,60,60,70
16160,100,70,70,80,90,80,70,30,60,60,70
16161,100,70,70,80,90,80,70,70,60,60,60
16162,100,70,70,80,90,80,70,60,60,60,60
16163,90,70,70,70,90,80,70,60,60,60,60
16164,90,70,70,70,90,80,70,50,60,60,60
16165,60,60,60,60,70,80,70,50,60,60,50
16166,70,60,60,60,70,80,70,50,60,60,50
16167,70,60,60,60,70,80,70,50,60,60,50
16168,70,60,60,60,70,70,70,70,60,60,50
16169,70,60,60,60,70,80,70,60,60,60,50
16170,70,60,60,60,70,80,70,50,60,60,50
16171,50,70,70,60,80,40,30,50,50,50,50
16172,50,70,70,60,80,40,30,50,50,50,50
16173,60,70,70,60,80,40,30,50,50,50,50
16174,50,70,70,60,80,40,30,50,60,60,50
16175,50,70,70,60,80,40,30,50,60,60,50
16176,60,70,70,60,80,40,30,50,50,50,50
16177,60,70,70,60,80,40,40,50,60,60,50
16178,60,70,70,60,80,40,40,50,50,50,50
16179,60,70,70,60,80,40,40,50,50,50,50
16180,50,70,70,60,80,40,40,60,60,60,50
16181,60,70,60,60,80,50,40,60,60,60,60
16182,50,70,60,60,80,50,40,50,60,60,60
16183,50,70,60,60,80,50,40,50,60,60,60
16184,50,70,60,60,70,50,40,50,60,60,60
16185,50,70,60,60,70,50,40,50,60,60,50
16186,50,70,60,60,70,40,40,50,50,50,50
16187,50,70,60,60,70,40,40,50,50,50,50
16188,50,70,60,60,70,40,40,50,60,60,50
16189,50,70,60,60,70,40,40,60,60,60,50
16190,50,70,60,50,70,40,40,50,60,60,50
16191,50,70,60,50,70,40,40,50,60,60,50
16192,60,60,60,50,70,40,40,50,60,60,50
16193,60,60,60,50,70,40,40,50,60,60,50
16194,60,60,60,50,60,40,40,50,60,60,50
16195,60,60,60,50,60,40,50,50,50,50,50
16196,60,60,60,50,60,40,50,50,50,50,50
16197,60,60,60,50,60,40,50,50,60,60,50
16198,60,60,60,50,60,40,50,50,50,50,50
16199,50,70,60,50,70,40,50,50,50,50,50
16200,50,60,60,50,60,40,50,50,50,50,50
16201,50,70,60,50,60,40,50,50,60,60,50
16202,50,70,60,50,60,40,50,50,60,60,50
16203,50,70,60,50,70,40,50,50,60,60,50
16204,50,70,60,60,80,40,50,60,60,60,50
16205,50,70,60,50,70,40,50,50,60,60,50
16206,50,70,60,50,70,40,50,50,60,60,50
16207,50,70,60,50,70,40,50,50,60,60,50
16208,50,70,60,50,70,40,50,60,70,70,60
16209,60,70,60,60,90,40,50,60,60,60,60
16210,50,70,60,50,70,40,50,60,60,60,60
16211,50,70,60,60,70,40,50,60,60,60,60
16212,50,70,60,50,70,50,50,60,60,60,60
16213,60,70,70,60,80,50,60,60,60,60,60
16214,60,70,70,60,80,50,60,60,60,60,60
16215,60,70,70,50,70,50,60,100,60,60,60
16216,60,70,70,60,70,50,60,100,60,60,60
16217,60,70,70,60,70,50,60,60,60,60,60
16218,60,80,70,60,80,50,60,60,60,60,60
16219,60,80,70,60,80,50,60,100,70,70,50
16220,60,80,70,60,80,60,60,60,70,70,50
16221,60,70,60,70,70,60,60,50,70,70,50
16222,70,80,70,70,80,60,60,100,50,50,50
16223,70,80,70,70,80,60,60,70,50,50,50
16224,70,90,70,70,80,60,60,60,70,70,50
16225,70,80,80,80,80,60,70,70,70,70,50
16226,70,80,80,80,80,60,70,70,70,70,60
16227,70,80,80,80,80,60,70,70,70,70,60
16228,80,80,80,80,90,60,70,60,70,70,60
16229,60,80,70,70,80,60,70,70,70,70,60
16230,60,80,70,70,80,60,70,100,70,70,60
16231,60,70,70,70,80,60,80,100,70,70,60
16232,70,80,70,70,80,60,80,100,70,70,60
16233,80,80,80,80,80,60,80,50,60,60,60
16234,80,80,80,80,80,60,80,70,100,100,60
16235,80,80,80,80,80,60,80,60,50,50,60
16236,80,80,70,80,80,60,80,50,50,50,60
16237,90,80,80,80,90,60,80,50,50,50,60
16238,80,80,70,80,80,60,80,60,50,50,60
16239,80,80,70,80,80,60,80,50,50,50,60
16240,80,80,70,80,80,60,80,50,50,50,60
16241,80,80,70,70,80,60,80,50,50,50,60
16242,80,80,70,70,80,60,80,50,50,50,60
16243,80,80,70,80,80,60,80,50,50,50,60
16244,80,80,70,70,80,60,80,50,50,50,60
16245,80,80,70,70,80,60,80,50,50,50,60
16246,80,80,70,70,80,60,80,50,50,50,60
16247,80,80,70,70,80,60,80,50,50,50,60
16248,80,80,70,70,80,60,80,50,50,50,60
16249,70,80,70,70,80,60,80,50,50,50,60
16250,80,80,70,70,80,60,80,60,50,50,60
16251,80,80,70,70,80,70,80,60,50,50,60
16252,80,80,70,70,80,70,80,60,50,50,70
16253,70,80,70,70,80,70,80,60,50,50,70
16254,60,80,70,70,80,70,80,60,50,50,70
16255,70,70,60,70,80,70,80,40,110,110,70
16256,60,80,60,70,80,70,80,60,110,110,70
16257,60,70,60,60,80,70,80,100,110,110,70
16258,70,70,60,60,80,70,80,100,110,110,70
16259,70,70,60,60,80,70,80,100,110,110,70
16260,80,70,60,60,80,70,80,70,110,110,70
16261,80,70,60,60,70,80,80,80,60,60,70
16262,80,70,60,60,70,80,80,100,60,60,70
16263,80,70,60,60,80,80,80,100,60,60,70
16264,80,70,60,60,70,80,80,80,110,110,60
16265,90,70,60,60,70,80,80,100,110,110,70
16266,90,70,60,60,80,80,80,100,60,60,70
16267,100,70,60,60,70,80,80,70,80,80,70
16268,110,70,60,60,70,80,80,70,80,80,70
16269,100,70,60,60,70,80,80,70,80,80,70
16270,100,70,60,60,70,90,80,100,70,70,110
16271,100,70,60,70,70,90,80,100,110,110,110
16272,80,70,60,70,80,90,80,100,90,90,110
16273,100,80,70,70,80,90,80,100,110,110,80
16274,120,60,70,70,80,90,80,100,110,110,80
16275,120,70,70,70,90,90,80,100,110,110,80
16276,90,80,70,70,80,90,80,100,110,110,110
16277,150,90,90,80,100,90,80,100,110,110,110
16278,140,90,80,80,100,90,80,100,80,80,110
16279,100,70,70,70,80,100,70,100,110,110,110
16280,120,80,80,70,90,100,70,100,110,110,110
16281,120,80,70,70,80,100,80,100,110,110,110
16282,130,80,70,70,90,100,80,100,110,110,110
16283,120,70,70,70,80,100,80,100,110,110,110
16284,110,70,70,70,80,100,80,100,110,110,110
16285,110,70,70,70,80,90,80,100,110,110,110
16286,100,70,70,70,80,90,80,100,110,110,110
16287,100,70,70,70,80,100,80,100,110,110,110
16288,90,70,70,70,90,100,80,100,110,110,110
16289,100,80,70,70,90,100,80,100,110,110,110
16290,100,70,70,70,80,90,70,100,110,110,110
16291,100,70,70,70,90,90,70,100,110,110,100
16292,110,70,70,80,90,80,70,100,110,110,110
16293,90,70,60,60,80,80,70,100,110,110,110
16294,90,70,60,60,80,80,70,100,120,120,110
16295,80,70,60,60,70,80,70,100,120,120,110
16296,80,70,60,60,70,80,70,100,120,120,110
16297,90,70,70,70,90,80,70,100,50,50,60
16298,80,70,60,60,70,80,70,100,50,50,50
16299,70,60,60,60,70,80,70,100,50,50,50
16300,80,70,60,60,70,80,70,100,50,50,50
16301,70,60,60,60,70,80,70,100,50,50,60
16302,70,70,60,60,80,80,70,100,50,50,60
16303,70,70,60,60,80,80,70,30,50,50,60
16304,60,70,60,60,80,80,70,40,50,50,60
16305,70,70,60,60,80,80,70,50,50,50,50
16306,70,70,60,60,80,80,70,50,50,50,50
16307,70,70,60,60,80,80,70,50,50,50,50
16308,70,70,60,60,80,80,70,50,50,50,50
16309,70,70,60,60,80,80,70,50,50,50,50
16310,70,70,60,60,80,70,70,50,50,50,50
16311,60,70,60,60,90,70,70,50,50,50,50
16312,60,70,60,60,90,70,70,50,50,50,50
16313,50,70,70,60,90,70,70,50,50,50,50
16314,50,70,60,60,90,70,70,50,50,50,50
16315,60,50,50,40,50,30,30,50,50,50,50
16316,60,50,50,40,50,30,30,50,50,50,50
16317,60,50,50,40,50,30,30,50,50,50,50
16318,60,50,50,40,50,30,30,50,50,50,50
16319,60,50,50,40,50,30,30,50,50,50,50
16320,60,50,50,40,50,30,30,50,50,50,50
16321,60,50,50,40,50,30,30,50,50,50,50
16322,70,50,50,40,60,30,30,50,50,50,50
16323,70,50,50,40,60,30,30,50,50,50,50
16324,70,50,50,40,60,30,30,50,50,50,50
16325,70,60,50,40,60,30,30,50,50,50,50
16326,70,50,50,40,60,30,30,50,50,50,50
16327,70,60,50,40,60,30,40,50,50,50,50
16328,70,60,50,40,60,30,40,50,50,50,50
16329,70,60,50,40,60,30,40,50,50,50,50
16330,70,60,50,40,60,30,40,50,50,50,50
16331,70,60,50,40,60,30,40,50,50,50,50
16332,70,60,50,40,60,30,40,50,50,50,50
16333,70,60,50,40,60,40,40,50,50,50,50
16334,70,60,50,40,60,40,40,50,50,50,50
16335,70,60,50,40,60,40,40,50,50,50,50
16336,70,60,50,40,60,40,40,60,60,60,50
16337,70,60,50,40,60,40,40,50,60,60,50
16338,70,60,50,40,60,40,40,50,60,60,50
16339,70,60,50,40,60,40,40,50,50,50,50
16340,70,60,50,40,60,40,40,50,50,50,50
16341,70,60,50,40,60,40,40,50,50,50,50
16342,70,60,50,40,60,40,40,50,50,50,50
16343,70,60,50,40,70,40,40,50,50,50,50
16344,70,60,50,40,70,40,40,50,50,50,50
16345,70,60,60,40,70,40,50,50,60,60,50
16346,70,60,60,60,60,40,50,50,50,50,50
16347,60,50,50,40,60,40,50,50,50,50,50
16348,60,50,50,40,50,40,50,50,50,50,50
16349,60,50,50,50,60,40,50,50,50,50,50
16350,60,50,50,40,50,40,50,50,50,50,50
16351,60,50,50,40,50,40,50,50,50,50,50
16352,60,50,50,40,50,40,50,50,50,50,50
16353,60,50,50,40,60,40,50,50,50,50,50
16354,60,50,50,40,60,40,50,50,50,50,50
16355,60,60,50,50,60,40,50,50,50,50,50
16356,60,60,50,50,60,40,50,50,50,50,50
16357,70,60,50,50,60,40,60,60,70,70,50
16358,60,60,50,50,60,40,60,50,50,50,50
16359,60,60,50,50,60,40,60,60,70,70,50
16360,60,60,50,50,60,40,60,50,50,50,50
16361,70,60,50,50,60,50,60,70,60,60,50
16362,70,60,50,50,60,60,60,60,60,60,50
16363,70,60,60,70,70,60,60,50,50,50,60
16364,70,60,60,60,70,60,60,50,50,50,50
16365,70,60,60,70,70,60,60,50,50,50,50
16366,70,60,70,70,80,60,60,50,50,50,50
16367,80,80,70,70,90,60,70,50,50,50,50
16368,70,80,70,70,90,60,70,50,50,50,50
16369,60,80,60,60,80,60,70,50,50,50,50
16370,80,70,70,70,80,60,70,50,50,50,60
16371,70,70,70,60,80,60,70,50,50,50,50
16372,90,80,70,70,90,60,70,50,50,50,60
16373,100,80,80,80,90,60,70,50,50,50,60
16374,100,90,80,80,90,60,70,50,50,50,60
16375,130,90,90,90,100,60,80,50,50,50,60
16376,130,90,90,90,100,60,80,40,50,50,60
16377,130,90,90,90,100,60,80,50,50,50,50
16378,130,90,90,80,100,60,80,50,50,50,50
16379,120,80,80,80,90,60,80,50,50,50,60
16380,100,70,70,70,90,60,80,50,50,50,60
16381,100,70,70,70,90,70,80,50,50,50,60
16382,90,70,60,70,90,70,80,60,50,50,60
16383,100,80,70,70,100,70,80,60,50,50,60
16384,80,80,70,70,110,70,80,60,50,50,60
16385,90,80,70,70,110,70,80,50,50,50,60
16386,90,80,70,70,110,70,80,50,50,50,60
16387,90,80,60,70,100,70,80,50,50,50,60
16388,90,80,60,60,100,70,80,50,50,50,60
16389,90,80,60,60,100,70,80,50,50,50,60
16390,100,70,60,70,90,70,80,50,50,50,60
16391,100,70,60,60,90,70,80,50,50,50,60
16392,100,70,60,60,90,70,80,70,50,50,60
16393,100,70,60,60,90,80,80,70,60,60,50
16394,110,70,60,70,80,80,80,60,60,60,60
16395,100,70,60,60,80,80,80,60,60,60,50
16396,100,60,60,60,80,80,80,60,60,60,60
16397,130,70,60,70,80,80,80,80,60,60,70
16398,100,60,60,60,70,80,80,90,60,60,50
16399,110,60,60,60,70,90,80,20,60,60,50
16400,140,70,70,70,80,90,80,90,60,60,70
16401,110,60,60,60,70,90,80,60,60,60,50
16402,120,70,60,60,80,90,80,60,60,60,60
16403,130,70,70,70,80,90,80,80,60,60,60
16404,140,70,70,70,90,80,80,80,60,60,70
16405,140,70,70,70,80,90,80,80,80,80,60
16406,140,70,70,70,80,90,80,80,80,80,60
16407,140,70,70,70,80,90,80,80,80,80,60
16408,130,70,70,70,80,90,80,80,80,80,60
16409,120,70,70,70,80,90,80,80,80,80,70
16410,100,60,60,60,80,90,80,80,80,80,70
16411,100,70,60,60,80,100,80,60,80,80,70
16412,100,60,60,60,70,100,80,60,80,80,80
16413,90,60,60,60,70,100,80,80,80,80,70
16414,80,70,60,60,90,100,80,80,80,80,70
16415,60,80,70,60,100,100,80,80,80,80,70
16416,70,90,70,70,110,100,80,80,80,80,70
16417,90,90,70,70,110,100,80,80,80,80,80
16418,90,90,80,70,110,100,80,80,80,80,80
16419,80,80,80,80,100,100,80,80,80,80,110
16420,70,80,70,70,100,100,80,80,80,80,110
16421,70,90,70,70,100,100,80,80,80,80,110
16422,70,80,70,70,100,100,80,70,80,80,110
16423,70,80,70,70,90,100,70,100,110,110,110
16424,80,80,70,70,90,100,70,100,110,110,110
16425,90,70,70,70,90,100,80,80,110,110,110
16426,130,70,70,70,90,100,80,100,110,110,110
16427,130,70,70,70,90,100,80,100,120,120,110
16428,130,70,70,70,90,100,80,100,120,120,110
16429,120,70,70,70,90,100,70,100,120,120,120
16430,120,70,70,70,90,100,70,100,120,120,110
16431,110,70,70,80,90,90,80,100,120,120,110
16432,100,70,70,80,90,90,80,100,120,120,110
16433,100,70,70,80,90,90,80,100,120,120,110
16434,100,70,70,70,80,100,70,100,120,120,110
16435,100,70,70,70,80,90,70,100,110,110,110
16436,100,70,70,70,80,90,70,100,110,110,110
16437,100,70,60,60,80,90,70,100,80,80,110
16438,90,70,60,60,70,90,70,50,80,80,110
16439,90,60,60,60,70,80,70,100,80,80,110
16440,80,60,60,60,70,80,70,100,80,80,110
16441,80,60,60,60,70,80,70,100,80,80,70
16442,80,60,60,60,70,80,70,100,80,80,70
16443,70,60,60,60,70,80,70,100,80,80,70
16444,70,60,60,60,80,80,70,100,80,80,70
16445,70,70,60,60,80,80,70,100,80,80,70
16446,70,70,60,60,80,80,70,100,80,80,70
16447,70,70,60,60,80,80,70,60,60,60,70
16448,70,70,60,60,80,80,70,50,50,50,70
16449,70,70,60,60,90,80,70,50,50,50,70
16450,80,70,70,70,80,80,70,50,50,50,70
16451,70,70,60,60,90,80,70,50,50,50,70
16452,70,80,70,60,90,80,70,40,50,50,70
16453,70,80,70,60,90,70,70,40,50,50,60
16454,70,80,70,60,100,70,70,60,50,50,60
16455,60,80,70,60,100,70,70,50,50,50,60
16456,60,80,70,60,100,70,70,60,50,50,60
16457,50,80,70,70,100,70,70,50,50,50,60
16458,50,90,70,70,100,70,70,50,50,50,60
16459,60,50,50,50,60,30,30,50,60,60,60
16460,60,50,50,50,60,30,30,50,60,60,60
16461,60,50,50,50,60,30,30,50,60,60,60
16462,60,50,50,40,60,30,30,60,60,60,60
16463,60,50,50,40,50,30,30,50,60,60,60
16464,60,50,50,40,60,30,30,60,60,60,60
16465,60,50,50,40,50,30,40,50,60,60,60
16466,60,50,50,40,50,30,40,60,60,60,60
16467,60,50,50,40,60,30,40,60,60,60,60
16468,60,60,50,40,60,30,40,50,50,50,60
16469,70,60,50,40,60,40,40,60,60,60,60
16470,70,60,50,50,60,40,40,50,60,60,60
16471,70,60,50,50,60,40,40,50,50,50,60
16472,70,60,50,50,60,40,40,50,60,60,60
16473,70,60,60,50,60,40,40,50,60,60,60
16474,70,60,50,50,60,40,40,60,60,60,60
16475,70,60,50,40,60,40,40,50,50,50,60
16476,70,60,50,40,60,40,40,60,50,50,60
16477,70,60,50,40,60,40,40,50,50,50,60
16478,70,60,50,50,60,40,40,40,60,60,60
16479,70,60,60,50,70,40,40,40,60,60,60
16480,70,60,60,50,70,40,40,50,60,60,60
16481,70,60,60,50,70,40,40,50,60,60,60
16482,70,60,60,50,70,40,40,50,60,60,60
16483,70,60,60,50,60,40,50,50,60,60,60
16484,70,60,60,50,70,40,50,50,60,60,60
16485,70,60,60,50,70,40,50,60,60,60,60
16486,70,60,60,50,70,40,50,40,60,60,60
16487,70,60,60,50,70,40,50,50,60,60,60
16488,70,70,60,50,70,40,50,40,60,60,60
16489,70,70,60,60,70,40,50,40,60,60,60
16490,70,70,60,60,70,40,50,40,60,60,60
16491,70,70,60,60,70,40,50,50,50,50,60
16492,70,70,60,60,70,40,50,50,50,50,60
16493,70,70,60,60,70,40,50,50,50,50,60
16494,70,70,60,60,70,40,50,50,50,50,60
16495,70,70,60,60,70,40,50,50,50,50,80
16496,70,70,60,60,70,40,50,50,50,50,80
16497,70,70,60,60,70,40,60,50,50,50,80
16498,70,70,60,60,70,40,60,50,50,50,80
16499,70,70,60,60,70,40,60,50,60,60,80
16500,70,70,60,60,70,40,60,60,60,60,80
16501,70,60,60,50,60,40,60,60,60,60,80
16502,60,60,50,50,60,40,60,60,60,60,80
16503,60,60,50,60,60,40,60,60,60,60,80
16504,60,60,50,60,60,40,60,60,60,60,80
16505,70,70,60,80,60,50,60,60,60,60,80
16506,70,60,60,70,60,50,60,30,30,30,60
16507,70,70,60,80,60,60,70,50,60,60,60
16508,70,70,60,90,70,60,70,30,30,30,50
16509,100,80,100,120,80,60,70,50,30,30,60
16510,140,80,100,120,100,60,70,60,50,50,60
16511,90,70,60,100,80,60,70,100,50,50,60
16512,120,70,80,100,100,60,70,60,50,50,60
16513,110,70,90,100,100,60,80,50,50,50,60
16514,100,60,80,100,100,60,80,100,50,50,60
16515,110,70,90,100,100,60,80,50,50,50,60
16516,110,70,90,100,100,60,80,100,50,50,60
16517,90,70,90,90,100,60,80,50,50,50,60
16518,150,90,90,100,120,60,80,50,50,50,60
16519,140,90,90,90,120,70,80,100,50,50,60
16520,110,90,80,90,120,70,80,100,50,50,100
16521,110,90,80,90,120,70,80,100,50,50,100
16522,130,80,80,90,120,70,80,100,50,50,100
16523,160,90,80,90,120,70,80,100,50,50,100
16524,170,90,80,90,120,70,80,100,50,50,100
16525,190,90,90,100,120,70,80,100,50,50,100
16526,200,80,90,110,110,70,80,70,50,50,50
16527,210,70,90,120,110,70,80,70,50,50,60
16528,210,70,90,120,110,70,80,70,50,50,60
16529,200,100,90,110,130,70,80,70,60,60,70
16530,170,80,90,90,110,70,80,70,60,60,60
16531,80,90,80,80,120,80,80,50,50,50,60
16532,80,100,80,80,140,80,80,60,60,60,70
16533,60,90,70,70,130,80,80,50,60,60,60
16534,60,90,70,70,130,80,80,80,60,60,60
16535,70,90,70,80,130,80,80,80,60,60,70
16536,80,80,70,70,120,80,80,60,60,60,60
16537,80,80,70,70,110,90,80,60,60,60,60
16538,70,80,70,70,110,90,80,60,60,60,60
16539,60,90,70,70,120,90,80,60,60,60,60
16540,60,90,70,70,120,90,80,60,60,60,60
16541,50,80,70,70,120,90,80,60,60,60,60
16542,50,80,70,70,110,90,80,60,60,60,60
16543,50,80,60,60,110,90,80,60,60,60,60
16544,50,80,60,60,110,100,80,100,60,60,60
16545,50,80,60,60,100,90,80,70,60,60,60
16546,50,80,60,60,100,90,80,80,60,60,60
16547,40,80,70,60,110,90,80,100,60,60,60
16548,40,80,70,60,100,90,80,70,60,60,60
16549,40,80,70,60,100,90,70,90,80,80,60
16550,40,80,70,60,110,90,70,70,80,80,60
16551,40,80,70,60,110,90,70,80,80,80,60
16552,40,80,70,60,110,90,70,80,80,80,60
16553,50,80,70,60,110,90,80,80,80,80,60
16554,50,80,70,70,100,90,80,90,80,80,60
16555,50,80,70,70,110,100,80,80,80,80,60
16556,50,80,70,70,110,90,80,80,80,80,110
16557,50,80,70,70,110,100,80,80,80,80,60
16558,50,80,70,70,100,100,80,80,80,80,60
16559,50,80,70,70,100,100,80,90,90,90,60
16560,50,80,70,70,100,100,80,60,90,90,60
16561,50,80,70,60,100,100,80,100,90,90,110
16562,50,80,70,60,100,100,80,90,90,90,110
16563,60,80,70,70,100,100,80,90,90,90,110
16564,60,80,70,70,100,100,80,90,90,90,110
16565,60,80,70,70,100,100,80,90,90,90,110
16566,90,80,80,80,100,100,80,100,90,90,110
16567,100,90,90,80,100,100,80,100,110,110,110
16568,110,100,90,90,110,100,80,100,110,110,110
16569,100,90,90,90,100,100,80,100,110,110,110
16570,120,80,80,80,100,90,80,100,110,110,110
16571,150,70,70,70,80,100,70,100,110,110,110
16572,150,70,70,70,80,100,70,100,120,120,110
16573,120,70,70,70,90,100,70,100,120,120,110
16574,130,70,60,70,80,90,70,100,120,120,110
16575,100,70,70,70,90,90,70,100,120,120,110
16576,110,70,70,70,80,90,70,100,120,120,110
16577,90,70,70,70,90,90,70,100,120,120,110
16578,90,80,70,70,90,80,70,100,120,120,110
16579,80,80,70,70,90,90,70,100,130,130,60
16580,80,80,70,60,90,90,70,100,120,120,110
16581,80,80,70,60,90,90,70,90,120,120,110
16582,80,80,60,60,90,90,70,90,120,120,110
16583,80,80,60,60,90,90,70,90,120,120,110
16584,80,80,60,60,90,80,70,90,120,120,110
16585,70,80,60,60,80,80,70,100,80,80,100
16586,80,70,60,60,80,80,70,90,80,80,100
16587,70,70,60,60,80,80,70,90,80,80,100
16588,60,80,60,60,80,80,70,70,80,80,60
16589,80,80,60,60,90,80,70,90,90,90,50
16590,80,80,60,60,90,80,70,100,90,90,60
16591,70,80,60,60,90,80,70,60,60,60,60
16592,70,80,60,60,90,80,70,60,60,60,60
16593,70,80,60,60,90,80,70,60,60,60,70
16594,60,80,60,60,80,80,70,60,60,60,60
16595,60,80,60,60,80,80,70,60,60,60,60
16596,60,80,60,60,80,80,70,60,60,60,60
16597,50,80,60,60,80,70,70,60,60,60,60
16598,60,80,60,60,80,70,70,60,60,60,60
16599,60,90,60,60,80,70,70,60,60,60,60
16600,50,90,60,60,80,70,70,60,60,60,60
16601,50,90,60,60,80,70,70,60,60,60,60
16602,50,90,60,60,80,70,70,60,60,60,60
16603,60,60,50,50,60,30,30,50,50,50,70
16604,60,60,50,50,60,30,30,50,50,50,70
16605,60,60,50,50,60,30,30,50,50,50,70
16606,60,60,50,40,60,30,30,50,50,50,70
16607,60,60,50,40,60,30,30,50,50,50,70
16608,60,60,50,40,50,30,30,50,50,50,70
16609,60,60,50,40,50,40,40,50,50,50,70
16610,60,50,50,40,50,40,40,50,50,50,70
16611,60,50,50,40,50,40,40,50,50,50,70
16612,60,60,50,40,60,40,40,50,50,50,70
16613,60,60,50,40,60,40,40,50,50,50,70
16614,60,60,50,40,60,40,40,50,50,50,60
16615,60,60,50,40,60,40,40,50,50,50,70
16616,60,60,50,40,60,40,40,40,50,50,70
16617,60,60,50,40,60,40,40,50,70,70,70
16618,60,60,50,40,60,40,40,50,70,70,70
16619,70,60,50,40,60,40,40,50,70,70,70
16620,70,60,50,40,60,40,40,50,70,70,70
16621,70,60,50,40,60,40,40,50,70,70,70
16622,70,60,50,40,60,40,40,50,70,70,70
16623,70,60,50,40,60,40,40,50,50,50,70
16624,70,60,50,40,60,40,40,50,60,60,70
16625,70,60,50,40,60,40,40,60,50,50,70
16626,70,60,50,40,60,40,40,50,50,50,70
16627,70,60,50,40,60,40,50,50,60,60,70
16628,70,60,50,40,60,40,50,50,60,60,70
16629,70,60,50,40,60,40,50,50,60,60,70
16630,70,60,50,40,60,40,50,50,60,60,70
16631,70,60,60,50,60,40,50,50,60,60,70
16632,70,60,60,50,70,40,50,50,60,60,70
16633,70,60,60,50,70,40,50,40,60,60,70
16634,70,60,60,50,60,40,50,50,60,60,70
16635,70,60,60,50,70,40,50,50,60,60,70
16636,70,60,60,50,70,40,50,50,60,60,70
16637,70,60,60,50,70,40,50,50,60,60,70
16638,70,70,60,50,70,40,50,40,60,60,60
16639,70,70,60,60,70,40,50,40,60,60,70
16640,70,70,60,60,70,40,50,40,60,60,70
16641,70,60,60,60,70,40,50,50,60,60,70
16642,70,60,60,70,60,40,60,50,60,60,60
16643,60,60,60,50,60,40,60,50,60,60,60
16644,60,60,50,50,60,40,60,50,60,60,60
16645,60,60,50,50,60,40,60,50,60,60,60
16646,60,60,50,50,60,40,60,50,50,50,60
16647,60,60,50,50,60,40,60,60,60,60,60
16648,60,60,50,50,60,50,60,60,50,50,60
16649,60,60,50,50,60,60,60,60,50,50,60
16650,60,60,50,50,60,60,60,50,50,50,50
16651,60,60,50,50,60,60,60,50,50,50,60
16652,60,60,60,60,70,60,60,70,50,50,60
16653,60,60,60,50,70,60,60,70,50,50,60
16654,60,60,60,60,70,60,60,70,50,50,60
16655,60,60,60,60,70,60,60,70,50,50,60
16656,60,60,60,60,80,60,60,70,50,50,60
16657,70,60,60,70,80,60,70,70,50,50,60
16658,70,60,70,70,80,60,70,60,50,50,60
16659,70,70,70,70,90,70,70,80,50,50,60
