,"RanExternal health expenditure per capita, PPP (current international $)",RanGDP (current US$),RanGDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),"RanInternational tourism, number of departures","RanInternational tourism, receipts (% of total exports)","RanMortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",RanOut-of-pocket expenditure (% of current health expenditure),"RanPhysicians (per 1,000 people)",RanPoverty gap at $3.20 a day (2011 PPP) (%),Label,Country Name,Year
1159,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,24,2019
1160,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,31,2000
1161,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,31,2001
1162,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,31,2002
1163,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,31,2003
1164,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,31,2004
1165,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,31,2005
1166,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,31,2006
1167,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,31,2007
1168,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,31,2008
1169,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,31,2009
1170,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,31,2010
1171,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,31,2011
1172,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,31,2012
1173,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,31,2013
1174,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,31,2014
1175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,31,2015
1176,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,31,2016
1177,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,31,2017
1178,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,31,2018
1179,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,31,2019
1180,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,35,2000
1181,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,35,2001
1182,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,35,2002
1183,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,35,2003
1184,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,35,2004
1185,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,35,2005
1186,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,35,2006
1187,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,35,2007
1188,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,35,2008
1189,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,35,2009
1190,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,35,2010
1191,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,35,2011
1192,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,35,2012
1193,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,35,2013
1194,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,35,2014
1195,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,35,2015
1196,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,35,2016
1197,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,35,2017
1198,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,35,2018
1199,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,35,2019
1200,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2000
1201,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2001
1202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,40,2002
1203,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,40,2003
1204,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2004
1205,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2005
1206,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2006
1207,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2007
1208,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,40,2008
1209,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2009
1210,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,40,2010
1211,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,40,2011
1212,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2012
1213,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2013
1214,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,40,2014
1215,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2015
1216,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2016
1217,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2017
1218,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,40,2018
1219,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,40,2019
1220,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,48,2000
1221,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,48,2001
1222,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,48,2002
1223,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,48,2003
1224,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,48,2004
1225,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,48,2005
1226,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,48,2006
1227,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,48,2007
1228,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,48,2008
1229,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,48,2009
1230,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,48,2010
1231,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,48,2011
1232,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,48,2012
1233,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,48,2013
1234,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,48,2014
1235,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,48,2015
1236,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,48,2016
1237,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,48,2017
1238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,48,2018
1239,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,48,2019
1240,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,53,2000
1241,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,53,2001
1242,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,53,2002
1243,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,53,2003
1244,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,53,2004
1245,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,53,2005
1246,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,53,2006
1247,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,53,2007
1248,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,53,2008
1249,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,53,2009
1250,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,53,2010
1251,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,53,2011
1252,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,53,2012
1253,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,53,2013
1254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,53,2014
1255,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,53,2015
1256,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,53,2016
1257,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,53,2017
1258,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,53,2018
1259,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,53,2019
1260,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2000
1261,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,62,2001
1262,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2002
1263,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,62,2003
1264,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,62,2004
1265,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,62,2005
1266,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,62,2006
1267,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2007
1268,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2008
1269,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2009
1270,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2010
1271,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,62,2011
1272,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2012
1273,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2013
1274,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2014
1275,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2015
1276,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,62,2016
1277,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62,2017
1278,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,62,2018
1279,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,62,2019
1280,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,67,2000
1281,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,67,2001
1282,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,67,2002
1283,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,67,2003
1284,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,67,2004
1285,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,67,2005
1286,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,67,2006
1287,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,67,2007
1288,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,67,2008
1289,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,67,2009
1290,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,67,2010
1291,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,67,2011
1292,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,67,2012
1293,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,67,2013
1294,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,67,2014
1295,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,67,2015
1296,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,67,2016
1297,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,67,2017
1298,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,67,2018
1299,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,67,2019
1300,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,71,2000
1301,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,71,2001
1302,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,71,2002
1303,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,71,2003
1304,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,71,2004
1305,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,71,2005
1306,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,71,2006
1307,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,71,2007
1308,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,71,2008
1309,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,71,2009
1310,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,71,2010
1311,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,71,2011
1312,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,71,2012
1313,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,71,2013
1314,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,71,2014
1315,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,71,2015
1316,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,71,2016
1317,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,71,2017
1318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,71,2018
1319,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,71,2019
1320,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,78,2000
1321,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,78,2001
1322,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,78,2002
1323,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,78,2003
1324,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,78,2004
1325,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,78,2005
1326,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,78,2006
1327,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,78,2007
1328,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,78,2008
1329,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,78,2009
1330,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,78,2010
1331,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,78,2011
1332,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,78,2012
1333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,78,2013
1334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,78,2014
1335,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,78,2015
1336,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,78,2016
1337,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,78,2017
1338,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,78,2018
1339,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,78,2019
1340,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,84,2000
1341,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,84,2001
1342,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,84,2002
1343,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,84,2003
1344,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,84,2004
1345,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,84,2005
1346,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,84,2006
1347,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,84,2007
1348,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,84,2008
1349,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,84,2009
1350,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,84,2010
1351,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,84,2011
1352,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,84,2012
1353,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,84,2013
1354,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,84,2014
1355,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,84,2015
1356,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,84,2016
1357,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,84,2017
1358,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,84,2018
1359,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,84,2019
1360,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4,2000
1361,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4,2001
1362,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,4,2002
1363,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4,2003
1364,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4,2004
1365,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4,2005
1366,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4,2006
1367,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4,2007
1368,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4,2008
1369,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4,2009
1370,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4,2010
1371,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4,2011
1372,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4,2012
1373,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4,2013
1374,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4,2014
1375,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,4,2015
1376,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4,2016
1377,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4,2017
1378,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,4,2018
1379,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4,2019
1380,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,9,2000
1381,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,9,2001
1382,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,9,2002
1383,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,9,2003
1384,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,9,2004
1385,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,9,2005
1386,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9,2006
1387,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9,2007
1388,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9,2008
1389,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,9,2009
1390,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,9,2010
1391,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9,2011
1392,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9,2012
1393,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,9,2013
1394,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,9,2014
1395,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,9,2015
1396,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,9,2016
1397,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,9,2017
1398,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9,2018
1399,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9,2019
1400,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,19,2000
1401,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,19,2001
1402,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,19,2002
1403,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,19,2003
1404,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,19,2004
1405,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,19,2005
1406,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,19,2006
1407,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,19,2007
1408,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,19,2008
1409,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,19,2009
1410,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,19,2010
1411,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,19,2011
1412,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,19,2012
1413,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,19,2013
1414,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,19,2014
1415,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,19,2015
1416,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,19,2016
1417,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,19,2017
1418,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,19,2018
1419,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,19,2019
1420,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,36,2000
1421,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,36,2001
1422,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,36,2002
1423,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,36,2003
1424,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,36,2004
1425,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,36,2005
1426,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,36,2006
1427,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,36,2007
1428,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,36,2008
1429,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,36,2009
1430,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,36,2010
1431,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,36,2011
1432,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,36,2012
1433,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,36,2013
1434,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,36,2014
1435,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,36,2015
1436,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,36,2016
1437,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,36,2017
1438,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,36,2018
1439,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,36,2019
1440,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,49,2000
1441,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,49,2001
1442,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,49,2002
1443,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,49,2003
1444,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,49,2004
