,Entity,Code,Date,Number of tests per confirmed case
2002,Latvia,LVA,"Mar 23, 2020",55.813
2003,Latvia,LVA,"Mar 24, 2020",48.028
2004,Latvia,LVA,"Mar 25, 2020",49.726000000000006
2005,Latvia,LVA,"Mar 26, 2020",48.023
2006,Latvia,LVA,"Mar 27, 2020",47.958999999999996
2007,Latvia,LVA,"Mar 28, 2020",45.528999999999996
2008,Latvia,LVA,"Mar 29, 2020",45.262
2009,Latvia,LVA,"Mar 30, 2020",38.051
2010,Latvia,LVA,"Mar 31, 2020",39.38
2011,Latvia,LVA,"Apr 1, 2020",39.724000000000004
2012,Latvia,LVA,"Apr 2, 2020",37.744
2013,Latvia,LVA,"Apr 3, 2020",39.734
2014,Latvia,LVA,"Apr 4, 2020",39.31
2015,Latvia,LVA,"Apr 5, 2020",40.629
2016,Latvia,LVA,"Apr 6, 2020",40.25
2017,Latvia,LVA,"Apr 7, 2020",41.651
2018,Latvia,LVA,"Apr 8, 2020",43.861000000000004
2019,Latvia,LVA,"Apr 9, 2020",44.121
2020,Latvia,LVA,"Apr 10, 2020",45.256
2021,Latvia,LVA,"Apr 11, 2020",45.418
2022,Latvia,LVA,"Apr 12, 2020",44.784
2023,Latvia,LVA,"Apr 13, 2020",44.203
2024,Latvia,LVA,"Apr 14, 2020",44.302
2025,Latvia,LVA,"Apr 15, 2020",45.504
2026,Latvia,LVA,"Apr 16, 2020",47.0
2027,Latvia,LVA,"Apr 17, 2020",48.647
2028,Latvia,LVA,"Apr 18, 2020",50.875
2029,Latvia,LVA,"Apr 19, 2020",50.395
2030,Latvia,LVA,"Apr 20, 2020",50.437
2031,Latvia,LVA,"Apr 21, 2020",51.383
2032,Latvia,LVA,"Apr 22, 2020",52.588
2033,Latvia,LVA,"Apr 23, 2020",53.93
2034,Latvia,LVA,"Apr 24, 2020",55.373000000000005
2035,Latvia,LVA,"Apr 25, 2020",58.346000000000004
2036,Latvia,LVA,"Apr 26, 2020",59.225
2037,Latvia,LVA,"Apr 27, 2020",60.568000000000005
2038,Latvia,LVA,"Apr 28, 2020",63.033
2039,Latvia,LVA,"Apr 29, 2020",65.563
2040,Latvia,LVA,"Apr 30, 2020",68.181
2041,Latvia,LVA,"May 1, 2020",71.235
2042,Latvia,LVA,"May 2, 2020",72.531
2043,Latvia,LVA,"May 3, 2020",73.76
2044,Latvia,LVA,"May 4, 2020",74.476
2045,Latvia,LVA,"May 5, 2020",73.828
2046,Latvia,LVA,"May 6, 2020",76.593
2047,Latvia,LVA,"May 7, 2020",78.96600000000001
2048,Latvia,LVA,"May 8, 2020",80.32600000000001
2049,Latvia,LVA,"May 9, 2020",81.434
2050,Latvia,LVA,"May 10, 2020",82.35700000000001
2051,Latvia,LVA,"May 11, 2020",82.15899999999999
2052,Latvia,LVA,"May 12, 2020",83.559
2053,Lithuania,LTU,"Feb 28, 2020",76.0
2054,Lithuania,LTU,"Mar 16, 2020",44.571000000000005
2055,Lithuania,LTU,"Mar 17, 2020",43.647
2056,Lithuania,LTU,"Mar 18, 2020",37.4
2057,Lithuania,LTU,"Mar 22, 2020",19.867
2058,Lithuania,LTU,"Mar 25, 2020",16.608
2059,Lithuania,LTU,"Mar 27, 2020",18.378
2060,Lithuania,LTU,"Mar 28, 2020",19.274
2061,Lithuania,LTU,"Mar 29, 2020",21.381
2062,Lithuania,LTU,"Mar 30, 2020",20.436
2063,Lithuania,LTU,"Apr 1, 2020",23.590999999999998
2064,Lithuania,LTU,"Apr 2, 2020",26.89
2065,Lithuania,LTU,"Apr 3, 2020",28.401
2066,Lithuania,LTU,"Apr 4, 2020",27.725
2067,Lithuania,LTU,"Apr 5, 2020",30.668000000000003
2068,Lithuania,LTU,"Apr 6, 2020",31.565
2069,Lithuania,LTU,"Apr 7, 2020",32.986
2070,Lithuania,LTU,"Apr 9, 2020",35.975
2071,Lithuania,LTU,"Apr 10, 2020",37.75
2072,Lithuania,LTU,"Apr 11, 2020",38.510999999999996
2073,Lithuania,LTU,"Apr 13, 2020",39.08
2074,Lithuania,LTU,"Apr 14, 2020",39.897
2075,Lithuania,LTU,"Apr 15, 2020",41.754
2076,Lithuania,LTU,"Apr 16, 2020",44.489
2077,Lithuania,LTU,"Apr 17, 2020",46.215
2078,Lithuania,LTU,"Apr 18, 2020",47.471000000000004
2079,Lithuania,LTU,"Apr 19, 2020",49.333999999999996
2080,Lithuania,LTU,"Apr 20, 2020",50.038999999999994
2081,Lithuania,LTU,"Apr 21, 2020",52.41
2082,Lithuania,LTU,"Apr 22, 2020",56.053000000000004
2083,Lithuania,LTU,"Apr 23, 2020",59.793
2084,Lithuania,LTU,"Apr 24, 2020",64.533
2085,Lithuania,LTU,"Apr 25, 2020",70.176
2086,Lithuania,LTU,"Apr 26, 2020",73.273
2087,Lithuania,LTU,"Apr 27, 2020",74.252
2088,Lithuania,LTU,"Apr 28, 2020",77.163
2089,Lithuania,LTU,"Apr 29, 2020",87.947
2090,Lithuania,LTU,"Apr 30, 2020",91.31299999999999
2091,Lithuania,LTU,"May 1, 2020",95.861
2092,Lithuania,LTU,"May 2, 2020",98.835
2093,Lithuania,LTU,"May 3, 2020",100.76700000000001
2094,Lithuania,LTU,"May 4, 2020",102.148
2095,Lithuania,LTU,"May 5, 2020",105.07799999999999
2096,Lithuania,LTU,"May 6, 2020",109.97399999999999
2097,Lithuania,LTU,"May 7, 2020",114.90799999999999
2098,Lithuania,LTU,"May 8, 2020",120.161
2099,Lithuania,LTU,"May 9, 2020",125.579
2100,Lithuania,LTU,"May 10, 2020",127.36399999999999
2101,Lithuania,LTU,"May 11, 2020",126.14299999999999
2102,Lithuania,LTU,"May 12, 2020",129.553
2103,Luxembourg,LUX,"Apr 1, 2020",8.581
2104,Luxembourg,LUX,"Apr 3, 2020",8.63
2105,Luxembourg,LUX,"Apr 4, 2020",8.726
2106,Luxembourg,LUX,"Apr 6, 2020",8.663
2107,Luxembourg,LUX,"Apr 9, 2020",9.071
2108,Luxembourg,LUX,"Apr 10, 2020",9.076
2109,Luxembourg,LUX,"Apr 11, 2020",8.987
2110,Luxembourg,LUX,"Apr 12, 2020",8.965
2111,Luxembourg,LUX,"Apr 14, 2020",8.968
2112,Luxembourg,LUX,"Apr 15, 2020",9.29
2113,Luxembourg,LUX,"Apr 16, 2020",9.386000000000001
2114,Luxembourg,LUX,"Apr 17, 2020",9.406
2115,Luxembourg,LUX,"Apr 18, 2020",9.555
2116,Luxembourg,LUX,"Apr 19, 2020",9.517999999999999
2117,Luxembourg,LUX,"Apr 20, 2020",9.521
2118,Luxembourg,LUX,"Apr 21, 2020",9.826
2119,Luxembourg,LUX,"Apr 22, 2020",9.974
2120,Luxembourg,LUX,"Apr 23, 2020",10.096
2121,Luxembourg,LUX,"Apr 24, 2020",10.309000000000001
2122,Luxembourg,LUX,"Apr 25, 2020",10.423
2123,Luxembourg,LUX,"Apr 26, 2020",10.51
2124,Luxembourg,LUX,"Apr 27, 2020",10.503
2125,Luxembourg,LUX,"Apr 28, 2020",10.657
2126,Luxembourg,LUX,"Apr 29, 2020",11.162
2127,Luxembourg,LUX,"Apr 30, 2020",11.314
2128,Luxembourg,LUX,"May 1, 2020",11.864
2129,Luxembourg,LUX,"May 2, 2020",12.482999999999999
2130,Luxembourg,LUX,"May 3, 2020",12.623
2131,Luxembourg,LUX,"May 4, 2020",12.640999999999998
2132,Luxembourg,LUX,"May 5, 2020",12.879000000000001
2133,Luxembourg,LUX,"May 6, 2020",13.16
2134,Luxembourg,LUX,"May 7, 2020",13.472999999999999
2135,Luxembourg,LUX,"May 8, 2020",13.800999999999998
2136,Luxembourg,LUX,"May 9, 2020",14.069
2137,Luxembourg,LUX,"May 10, 2020",14.251
2138,Luxembourg,LUX,"May 11, 2020",14.26
2139,Luxembourg,LUX,"May 12, 2020",14.505
2140,Malaysia,MYS,"Feb 14, 2020",34.368
2141,Malaysia,MYS,"Feb 16, 2020",29.818
2142,Malaysia,MYS,"Feb 17, 2020",34.409
2143,Malaysia,MYS,"Feb 18, 2020",36.227
2144,Malaysia,MYS,"Feb 20, 2020",40.0
2145,Malaysia,MYS,"Feb 21, 2020",44.0
2146,Malaysia,MYS,"Feb 23, 2020",46.727
2147,Malaysia,MYS,"Feb 24, 2020",47.909
2148,Malaysia,MYS,"Feb 25, 2020",48.5
2149,Malaysia,MYS,"Feb 26, 2020",49.591
2150,Malaysia,MYS,"Feb 27, 2020",70.227
2151,Malaysia,MYS,"Feb 28, 2020",67.304
2152,Malaysia,MYS,"Mar 2, 2020",59.966
2153,Malaysia,MYS,"Mar 4, 2020",55.083
2154,Malaysia,MYS,"Mar 9, 2020",27.131
2155,Malaysia,MYS,"Mar 11, 2020",27.698
2156,Malaysia,MYS,"Mar 12, 2020",24.772
2157,Malaysia,MYS,"Mar 14, 2020",24.868000000000002
2158,Malaysia,MYS,"Mar 17, 2020",12.373
2159,Malaysia,MYS,"Mar 19, 2020",11.232000000000001
2160,Malaysia,MYS,"Mar 20, 2020",11.27
2161,Malaysia,MYS,"Mar 22, 2020",9.531
2162,Malaysia,MYS,"Mar 23, 2020",10.038
2163,Malaysia,MYS,"Mar 24, 2020",8.955
2164,Malaysia,MYS,"Mar 25, 2020",9.741
2165,Malaysia,MYS,"Mar 26, 2020",9.456
2166,Malaysia,MYS,"Mar 27, 2020",11.9
2167,Malaysia,MYS,"Mar 28, 2020",13.633
2168,Malaysia,MYS,"Mar 30, 2020",12.634
2169,Malaysia,MYS,"Mar 31, 2020",12.286
2170,Malaysia,MYS,"Apr 1, 2020",12.944
2171,Malaysia,MYS,"Apr 2, 2020",12.93
2172,Malaysia,MYS,"Apr 3, 2020",12.663
2173,Malaysia,MYS,"Apr 4, 2020",12.277999999999999
2174,Malaysia,MYS,"Apr 5, 2020",12.5
2175,Malaysia,MYS,"Apr 6, 2020",12.959000000000001
2176,Malaysia,MYS,"Apr 7, 2020",13.837
2177,Malaysia,MYS,"Apr 8, 2020",14.696
2178,Malaysia,MYS,"Apr 9, 2020",15.384
2179,Malaysia,MYS,"Apr 10, 2020",16.072
2180,Malaysia,MYS,"Apr 11, 2020",16.543
2181,Malaysia,MYS,"Apr 12, 2020",17.105999999999998
2182,Malaysia,MYS,"Apr 13, 2020",17.452
2183,Malaysia,MYS,"Apr 14, 2020",17.602
2184,Malaysia,MYS,"Apr 15, 2020",17.482
2185,Malaysia,MYS,"Apr 17, 2020",18.66
2186,Malaysia,MYS,"Apr 18, 2020",19.195
2187,Malaysia,MYS,"Apr 19, 2020",19.584
2188,Malaysia,MYS,"Apr 20, 2020",20.081
2189,Malaysia,MYS,"Apr 22, 2020",20.750999999999998
2190,Malaysia,MYS,"Apr 23, 2020",21.223000000000003
2191,Malaysia,MYS,"Apr 24, 2020",21.724
2192,Malaysia,MYS,"Apr 25, 2020",22.311
2193,Malaysia,MYS,"Apr 26, 2020",22.9
2194,Malaysia,MYS,"Apr 27, 2020",24.031
2195,Malaysia,MYS,"Apr 28, 2020",25.223000000000003
2196,Malaysia,MYS,"Apr 29, 2020",26.355
2197,Malaysia,MYS,"May 1, 2020",28.121
2198,Malaysia,MYS,"May 2, 2020",30.343000000000004
2199,Malaysia,MYS,"May 3, 2020",31.709
2200,Malaysia,MYS,"May 4, 2020",32.645
2201,Malaysia,MYS,"May 5, 2020",33.562
2202,Malaysia,MYS,"May 6, 2020",34.803000000000004
2203,Malaysia,MYS,"May 7, 2020",35.939
2204,Malaysia,MYS,"May 8, 2020",37.054
2205,Malaysia,MYS,"May 10, 2020",38.995
2206,Malaysia,MYS,"May 11, 2020",39.971
2207,Mexico,MEX,"Feb 29, 2020",944.5
2208,Mexico,MEX,"Mar 1, 2020",479.0
2209,Mexico,MEX,"Mar 2, 2020",399.8
2210,Mexico,MEX,"Mar 9, 2020",342.714
2211,Mexico,MEX,"Mar 12, 2020",258.63599999999997
2212,Mexico,MEX,"Mar 13, 2020",195.438
2213,Mexico,MEX,"Mar 14, 2020",126.538
2214,Mexico,MEX,"Mar 15, 2020",84.439
2215,Mexico,MEX,"Mar 16, 2020",70.321
2216,Mexico,MEX,"Mar 17, 2020",51.0
2217,Mexico,MEX,"Mar 18, 2020",50.355
2218,Mexico,MEX,"Mar 19, 2020",44.68600000000001
2219,Mexico,MEX,"Mar 20, 2020",35.652
2220,Mexico,MEX,"Mar 21, 2020",30.759
2221,Mexico,MEX,"Mar 22, 2020",26.127
2222,Mexico,MEX,"Mar 23, 2020",23.386
2223,Mexico,MEX,"Mar 24, 2020",23.218000000000004
2224,Mexico,MEX,"Mar 25, 2020",24.105999999999998
2225,Mexico,MEX,"Mar 26, 2020",23.112
2226,Mexico,MEX,"Mar 27, 2020",21.255
2227,Mexico,MEX,"Mar 28, 2020",18.403
2228,Mexico,MEX,"Mar 29, 2020",16.435
2229,Mexico,MEX,"Mar 30, 2020",15.714
2230,Mexico,MEX,"Mar 31, 2020",15.624
2231,Mexico,MEX,"Apr 1, 2020",15.357999999999999
2232,Mexico,MEX,"Apr 2, 2020",14.761
2233,Mexico,MEX,"Apr 3, 2020",14.609000000000002
2234,Mexico,MEX,"Apr 4, 2020",13.693
2235,Mexico,MEX,"Apr 5, 2020",12.654000000000002
2236,Mexico,MEX,"Apr 6, 2020",12.077
2237,Mexico,MEX,"Apr 7, 2020",11.414000000000001
2238,Mexico,MEX,"Apr 8, 2020",10.767999999999999
2239,Mexico,MEX,"Apr 9, 2020",9.939
2240,Mexico,MEX,"Apr 10, 2020",9.74
2241,Mexico,MEX,"Apr 11, 2020",9.068999999999999
2242,Mexico,MEX,"Apr 12, 2020",8.542
2243,Mexico,MEX,"Apr 13, 2020",8.321
2244,Mexico,MEX,"Apr 14, 2020",8.298
2245,Mexico,MEX,"Apr 15, 2020",8.208
2246,Mexico,MEX,"Apr 16, 2020",8.024
2247,Mexico,MEX,"Apr 17, 2020",7.919
2248,Mexico,MEX,"Apr 18, 2020",7.481
2249,Mexico,MEX,"Apr 19, 2020",7.05
2250,Mexico,MEX,"Apr 20, 2020",6.816
2251,Mexico,MEX,"Apr 21, 2020",6.784
2252,Mexico,MEX,"Apr 22, 2020",6.586
2253,Mexico,MEX,"Apr 23, 2020",6.251
2254,Mexico,MEX,"Apr 24, 2020",5.992999999999999
2255,Mexico,MEX,"Apr 25, 2020",5.577999999999999
2256,Mexico,MEX,"Apr 26, 2020",5.315
2257,Mexico,MEX,"Apr 27, 2020",5.287999999999999
2258,Mexico,MEX,"Apr 28, 2020",5.2620000000000005
2259,Mexico,MEX,"Apr 29, 2020",5.141
2260,Mexico,MEX,"Apr 30, 2020",5.1
2261,Mexico,MEX,"May 1, 2020",4.8469999999999995
2262,Mexico,MEX,"May 2, 2020",4.592
2263,Mexico,MEX,"May 3, 2020",4.404
2264,Mexico,MEX,"May 4, 2020",4.34
2265,Mexico,MEX,"May 5, 2020",4.235
2266,Mexico,MEX,"May 6, 2020",4.184
2267,Mexico,MEX,"May 7, 2020",4.038
2268,Mexico,MEX,"May 8, 2020",3.826
2269,Mexico,MEX,"May 9, 2020",3.615
2270,Mexico,MEX,"May 10, 2020",3.411
2271,Mexico,MEX,"May 11, 2020",3.259
2321,Myanmar,MMR,"Apr 3, 2020",59.15
2322,Myanmar,MMR,"Apr 4, 2020",62.3
2323,Myanmar,MMR,"Apr 6, 2020",63.81
2324,Myanmar,MMR,"Apr 8, 2020",63.909
2325,Myanmar,MMR,"Apr 9, 2020",70.13600000000001
2326,Myanmar,MMR,"Apr 10, 2020",59.963
2327,Myanmar,MMR,"Apr 11, 2020",66.036
2328,Myanmar,MMR,"Apr 12, 2020",68.839
2329,Myanmar,MMR,"Apr 13, 2020",59.585
2330,Myanmar,MMR,"Apr 14, 2020",45.21
2331,Myanmar,MMR,"Apr 15, 2020",43.73
2332,Myanmar,MMR,"Apr 17, 2020",45.647
2333,Myanmar,MMR,"Apr 18, 2020",44.117
2334,Myanmar,MMR,"Apr 19, 2020",42.215
2335,Myanmar,MMR,"Apr 20, 2020",44.315
2336,Myanmar,MMR,"Apr 21, 2020",43.655
2337,Myanmar,MMR,"Apr 22, 2020",45.008
2338,Myanmar,MMR,"Apr 23, 2020",45.465
2339,Myanmar,MMR,"Apr 24, 2020",46.326
2340,Myanmar,MMR,"Apr 25, 2020",45.354
2341,Myanmar,MMR,"Apr 26, 2020",45.74
2342,Myanmar,MMR,"Apr 27, 2020",49.418
2343,Myanmar,MMR,"Apr 28, 2020",52.11
2344,Myanmar,MMR,"Apr 29, 2020",52.6
2345,Myanmar,MMR,"Apr 30, 2020",53.9
2346,Myanmar,MMR,"May 1, 2020",54.57
2347,Myanmar,MMR,"May 2, 2020",56.821000000000005
2348,Myanmar,MMR,"May 3, 2020",58.238
2349,Myanmar,MMR,"May 4, 2020",58.31
2350,Myanmar,MMR,"May 5, 2020",57.733000000000004
2351,Myanmar,MMR,"May 6, 2020",62.373000000000005
2352,Myanmar,MMR,"May 7, 2020",63.37
2353,Myanmar,MMR,"May 8, 2020",61.545
2354,Myanmar,MMR,"May 9, 2020",63.401
2355,Myanmar,MMR,"May 11, 2020",63.788999999999994
2356,Myanmar,MMR,"May 12, 2020",65.678
2357,Nepal,NPL,"Jan 28, 2020",3.0
2358,Nepal,NPL,"Jan 29, 2020",4.0
2359,Nepal,NPL,"Jan 30, 2020",5.0
2360,Nepal,NPL,"Feb 4, 2020",14.0
2361,Nepal,NPL,"Feb 6, 2020",18.0
2362,Nepal,NPL,"Feb 12, 2020",20.0
2363,Nepal,NPL,"Feb 13, 2020",24.0
2364,Nepal,NPL,"Feb 16, 2020",34.0
2365,Nepal,NPL,"Feb 18, 2020",35.0
2366,Nepal,NPL,"Feb 19, 2020",210.0
2367,Nepal,NPL,"Feb 20, 2020",212.0
2368,Nepal,NPL,"Feb 23, 2020",216.0
2369,Nepal,NPL,"Feb 24, 2020",217.0
2370,Nepal,NPL,"Feb 25, 2020",221.0
2371,Nepal,NPL,"Feb 26, 2020",222.0
2372,Nepal,NPL,"Feb 28, 2020",224.0
2373,Nepal,NPL,"Mar 1, 2020",243.0
2374,Nepal,NPL,"Mar 2, 2020",425.0
2375,Nepal,NPL,"Mar 15, 2020",467.0
2376,Nepal,NPL,"Mar 17, 2020",496.0
2377,Nepal,NPL,"Mar 18, 2020",512.0
2378,Nepal,NPL,"Mar 19, 2020",529.0
2379,Nepal,NPL,"Mar 20, 2020",546.0
2380,Nepal,NPL,"Mar 22, 2020",572.0
2381,Nepal,NPL,"Mar 23, 2020",609.0
2382,Nepal,NPL,"Mar 24, 2020",305.0
2383,Nepal,NPL,"Mar 25, 2020",229.0
2384,Nepal,NPL,"Mar 26, 2020",252.667
2385,Nepal,NPL,"Mar 27, 2020",267.33299999999997
2386,Nepal,NPL,"Mar 28, 2020",291.66700000000003
2387,Nepal,NPL,"Mar 29, 2020",183.4
2388,Nepal,NPL,"Mar 30, 2020",198.6
2389,Nepal,NPL,"Mar 31, 2020",212.0
2390,Nepal,NPL,"Apr 1, 2020",229.0
2391,Nepal,NPL,"Apr 2, 2020",237.0
2392,Nepal,NPL,"Apr 3, 2020",261.6
2393,Nepal,NPL,"Apr 4, 2020",253.5
2394,Nepal,NPL,"Apr 5, 2020",273.66700000000003
2395,Nepal,NPL,"Apr 6, 2020",210.0
2396,Nepal,NPL,"Apr 7, 2020",235.778
2397,Nepal,NPL,"Apr 8, 2020",262.889
2398,Nepal,NPL,"Apr 9, 2020",321.66700000000003
2399,Nepal,NPL,"Apr 10, 2020",345.667
2400,Nepal,NPL,"Apr 11, 2020",491.778
2401,Nepal,NPL,"Apr 12, 2020",576.0
2402,Nepal,NPL,"Apr 13, 2020",474.25
2403,Nepal,NPL,"Apr 14, 2020",449.92900000000003
2404,Nepal,NPL,"Apr 15, 2020",429.43800000000005
2405,Nepal,NPL,"Apr 16, 2020",452.5
2406,Nepal,NPL,"Apr 17, 2020",466.125
2407,Nepal,NPL,"Apr 18, 2020",267.1
2408,Nepal,NPL,"Apr 19, 2020",260.677
2409,Nepal,NPL,"Apr 20, 2020",271.41900000000004
2410,Nepal,NPL,"Apr 21, 2020",282.677
2411,Nepal,NPL,"Apr 22, 2020",214.61900000000003
2412,Nepal,NPL,"Apr 23, 2020",204.44400000000002
2413,Nepal,NPL,"Apr 24, 2020",195.875
2414,Nepal,NPL,"Apr 25, 2020",197.265
2415,Nepal,NPL,"Apr 26, 2020",202.673
2416,Nepal,NPL,"Apr 27, 2020",201.365
2417,Nepal,NPL,"Apr 28, 2020",207.827
2418,Nepal,NPL,"Apr 29, 2020",213.407
2419,Nepal,NPL,"Apr 30, 2020",210.71900000000002
2420,Nepal,NPL,"May 1, 2020",220.649
2421,Nepal,NPL,"May 2, 2020",222.0
2422,Nepal,NPL,"May 3, 2020",227.525
2423,Nepal,NPL,"May 4, 2020",181.86700000000002
2424,Nepal,NPL,"May 5, 2020",168.90200000000002
2425,Nepal,NPL,"May 6, 2020",171.90200000000002
2426,Nepal,NPL,"May 7, 2020",146.576
2427,Nepal,NPL,"May 8, 2020",153.386
2428,Nepal,NPL,"May 9, 2020",161.475
2429,Nepal,NPL,"May 10, 2020",155.028
2430,Nepal,NPL,"May 11, 2020",148.408
2431,Netherlands,NLD,"Mar 15, 2020",17.81
2432,Netherlands,NLD,"Mar 22, 2020",10.581
2433,Netherlands,NLD,"Mar 29, 2020",6.47
2434,Netherlands,NLD,"Apr 5, 2020",5.5489999999999995
2435,Netherlands,NLD,"Apr 12, 2020",5.375
2436,Netherlands,NLD,"Apr 19, 2020",5.4239999999999995
2437,Netherlands,NLD,"Apr 26, 2020",5.638999999999999
2438,Netherlands,NLD,"May 3, 2020",5.928
2439,Netherlands,NLD,"May 10, 2020",6.303999999999999
2440,Netherlands,NLD,"May 11, 2020",6.3420000000000005
2441,New Zealand,NZL,"Mar 14, 2020",97.333
2442,New Zealand,NZL,"Mar 15, 2020",90.75
2443,New Zealand,NZL,"Mar 18, 2020",145.95
2444,New Zealand,NZL,"Mar 19, 2020",150.357
2445,New Zealand,NZL,"Mar 20, 2020",147.795
2446,New Zealand,NZL,"Mar 21, 2020",130.94299999999998
2447,New Zealand,NZL,"Mar 22, 2020",124.182
2448,New Zealand,NZL,"Mar 23, 2020",90.647
2449,New Zealand,NZL,"Mar 24, 2020",75.986
2450,New Zealand,NZL,"Mar 25, 2020",70.804
2451,New Zealand,NZL,"Mar 26, 2020",59.156000000000006
2452,New Zealand,NZL,"Mar 27, 2020",51.97
2453,New Zealand,NZL,"Mar 28, 2020",46.575
2454,New Zealand,NZL,"Mar 29, 2020",42.632
2455,New Zealand,NZL,"Mar 30, 2020",39.283
2456,New Zealand,NZL,"Mar 31, 2020",36.75
2457,New Zealand,NZL,"Apr 1, 2020",40.709
2458,New Zealand,NZL,"Apr 2, 2020",41.196000000000005
2459,New Zealand,NZL,"Apr 3, 2020",43.285
2460,New Zealand,NZL,"Apr 4, 2020",44.306999999999995
2461,New Zealand,NZL,"Apr 5, 2020",46.122
2462,New Zealand,NZL,"Apr 6, 2020",47.339
2463,New Zealand,NZL,"Apr 7, 2020",50.027
2464,New Zealand,NZL,"Apr 8, 2020",52.802
2465,New Zealand,NZL,"Apr 9, 2020",56.13399999999999
2466,New Zealand,NZL,"Apr 10, 2020",57.878
2467,New Zealand,NZL,"Apr 11, 2020",59.099
2468,New Zealand,NZL,"Apr 12, 2020",59.891999999999996
2469,New Zealand,NZL,"Apr 13, 2020",60.525
2470,New Zealand,NZL,"Apr 14, 2020",62.033
2471,New Zealand,NZL,"Apr 15, 2020",65.083
2472,New Zealand,NZL,"Apr 16, 2020",68.63600000000001
2473,New Zealand,NZL,"Apr 17, 2020",72.816
2474,New Zealand,NZL,"Apr 18, 2020",76.07300000000001
2475,New Zealand,NZL,"Apr 19, 2020",78.602
2476,New Zealand,NZL,"Apr 20, 2020",81.003
2477,New Zealand,NZL,"Apr 21, 2020",85.634
2478,New Zealand,NZL,"Apr 22, 2020",91.07600000000001
2479,New Zealand,NZL,"Apr 23, 2020",97.336
2480,New Zealand,NZL,"Apr 24, 2020",103.245
2481,New Zealand,NZL,"Apr 25, 2020",108.309
2482,New Zealand,NZL,"Apr 26, 2020",110.544
2483,New Zealand,NZL,"Apr 27, 2020",112.35799999999999
2484,New Zealand,NZL,"Apr 28, 2020",114.50399999999999
2485,New Zealand,NZL,"Apr 29, 2020",119.512
2486,New Zealand,NZL,"Apr 30, 2020",123.913
2487,New Zealand,NZL,"May 1, 2020",128.612
2488,New Zealand,NZL,"May 2, 2020",132.472
2489,New Zealand,NZL,"May 3, 2020",134.415
2490,New Zealand,NZL,"May 4, 2020",137.14
2491,New Zealand,NZL,"May 5, 2020",141.33700000000002
2492,New Zealand,NZL,"May 6, 2020",147.648
2493,New Zealand,NZL,"May 7, 2020",154.377
2494,New Zealand,NZL,"May 8, 2020",160.42
2495,New Zealand,NZL,"May 9, 2020",166.66
2496,New Zealand,NZL,"May 10, 2020",169.747
2497,New Zealand,NZL,"May 11, 2020",171.826
2498,Nigeria,NGA,"Apr 8, 2020",19.685
2499,Nigeria,NGA,"Apr 16, 2020",16.337
2500,Nigeria,NGA,"Apr 17, 2020",16.183
2501,Nigeria,NGA,"Apr 23, 2020",11.525
2502,Nigeria,NGA,"Apr 25, 2020",9.971
2503,Nigeria,NGA,"Apr 28, 2020",8.978
2504,Nigeria,NGA,"Apr 29, 2020",8.373
2505,Nigeria,NGA,"May 1, 2020",8.157
2506,Nigeria,NGA,"May 3, 2020",6.946000000000001
2507,Nigeria,NGA,"May 4, 2020",7.246
2508,Nigeria,NGA,"May 5, 2020",6.9639999999999995
2509,Nigeria,NGA,"May 6, 2020",7.189
2510,Nigeria,NGA,"May 7, 2020",7.152
2511,Nigeria,NGA,"May 8, 2020",6.76
2512,Nigeria,NGA,"May 11, 2020",6.155
2513,Nigeria,NGA,"May 12, 2020",6.122999999999999
2514,Norway,NOR,"Mar 16, 2020",16.771
2515,Norway,NOR,"Mar 17, 2020",18.518
2516,Norway,NOR,"Mar 18, 2020",21.805999999999997
2517,Norway,NOR,"Mar 19, 2020",24.303
2518,Norway,NOR,"Mar 20, 2020",28.18
2519,Norway,NOR,"Mar 21, 2020",28.386999999999997
2520,Norway,NOR,"Mar 22, 2020",28.241
2521,Norway,NOR,"Mar 23, 2020",28.729
2522,Norway,NOR,"Mar 24, 2020",29.78
2523,Norway,NOR,"Mar 25, 2020",28.484
2524,Norway,NOR,"Mar 26, 2020",25.34
2525,Norway,NOR,"Mar 27, 2020",24.726
2526,Norway,NOR,"Mar 28, 2020",23.061999999999998
2527,Norway,NOR,"Mar 29, 2020",22.142
2528,Norway,NOR,"Mar 30, 2020",21.256
2529,Norway,NOR,"Mar 31, 2020",21.355
2530,Norway,NOR,"Apr 1, 2020",21.197
2531,Norway,NOR,"Apr 2, 2020",21.133000000000003
2532,Norway,NOR,"Apr 3, 2020",20.666
2533,Norway,NOR,"Apr 4, 2020",20.327
2534,Norway,NOR,"Apr 5, 2020",19.729
2535,Norway,NOR,"Apr 6, 2020",19.734
2536,Norway,NOR,"Apr 7, 2020",19.791
2537,Norway,NOR,"Apr 8, 2020",20.139
2538,Norway,NOR,"Apr 9, 2020",20.139
2539,Norway,NOR,"Apr 10, 2020",19.995
2540,Norway,NOR,"Apr 11, 2020",19.904
2541,Norway,NOR,"Apr 12, 2020",20.014
2542,Norway,NOR,"Apr 13, 2020",19.845
2543,Norway,NOR,"Apr 14, 2020",19.816
2544,Norway,NOR,"Apr 15, 2020",19.832
2545,Norway,NOR,"Apr 16, 2020",20.025
2546,Norway,NOR,"Apr 17, 2020",20.061
2547,Norway,NOR,"Apr 18, 2020",20.566999999999997
2548,Norway,NOR,"Apr 19, 2020",20.355999999999998
2549,Norway,NOR,"Apr 20, 2020",20.268
