,Entity,Code,Date,Number of tests per confirmed case
2550,Norway,NOR,"Apr 21, 2020",20.424
2551,Norway,NOR,"Apr 22, 2020",20.745
2552,Norway,NOR,"Apr 23, 2020",20.979
2553,Norway,NOR,"Apr 24, 2020",21.12
2554,Norway,NOR,"Apr 27, 2020",21.894000000000002
2555,Norway,NOR,"Apr 28, 2020",22.03
2556,Norway,NOR,"Apr 29, 2020",22.239
2557,Norway,NOR,"Apr 30, 2020",22.51
2558,Norway,NOR,"May 4, 2020",23.343000000000004
2559,Norway,NOR,"May 6, 2020",23.818
2560,Norway,NOR,"May 7, 2020",24.135
2561,Norway,NOR,"May 8, 2020",24.505
2562,Norway,NOR,"May 11, 2020",25.034000000000002
2563,Norway,NOR,"May 12, 2020",25.319000000000003
2564,Pakistan,PAK,"Mar 11, 2020",29.438000000000002
2565,Pakistan,PAK,"Mar 12, 2020",26.55
2566,Pakistan,PAK,"Mar 13, 2020",29.0
2567,Pakistan,PAK,"Mar 14, 2020",32.571
2568,Pakistan,PAK,"Mar 15, 2020",27.767
2569,Pakistan,PAK,"Mar 16, 2020",36.29
2570,Pakistan,PAK,"Mar 17, 2020",6.102
2571,Pakistan,PAK,"Mar 18, 2020",11.567
2572,Pakistan,PAK,"Mar 19, 2020",11.290999999999999
2573,Pakistan,PAK,"Mar 20, 2020",8.37
2574,Pakistan,PAK,"Mar 21, 2020",10.556
2575,Pakistan,PAK,"Mar 22, 2020",8.427
2576,Pakistan,PAK,"Mar 23, 2020",7.471
2577,Pakistan,PAK,"Mar 24, 2020",6.903
2578,Pakistan,PAK,"Mar 25, 2020",6.507999999999999
2579,Pakistan,PAK,"Mar 26, 2020",7.412000000000001
2580,Pakistan,PAK,"Mar 27, 2020",11.052999999999999
2581,Pakistan,PAK,"Mar 28, 2020",11.977
2582,Pakistan,PAK,"Mar 29, 2020",10.474
2583,Pakistan,PAK,"Mar 30, 2020",10.277000000000001
2584,Pakistan,PAK,"Mar 31, 2020",9.826
2585,Pakistan,PAK,"Apr 1, 2020",8.496
2586,Pakistan,PAK,"Apr 2, 2020",13.229000000000001
2587,Pakistan,PAK,"Apr 3, 2020",14.374
2588,Pakistan,PAK,"Apr 4, 2020",15.227
2589,Pakistan,PAK,"Apr 5, 2020",14.642999999999999
2590,Pakistan,PAK,"Apr 6, 2020",11.957
2591,Pakistan,PAK,"Apr 7, 2020",10.911
2592,Pakistan,PAK,"Apr 8, 2020",11.026
2593,Pakistan,PAK,"Apr 9, 2020",12.658
2594,Pakistan,PAK,"Apr 10, 2020",12.57
2595,Pakistan,PAK,"Apr 11, 2020",12.907
2596,Pakistan,PAK,"Apr 12, 2020",12.925
2597,Pakistan,PAK,"Apr 13, 2020",13.012
2598,Pakistan,PAK,"Apr 14, 2020",12.847999999999999
2599,Pakistan,PAK,"Apr 15, 2020",13.19
2600,Pakistan,PAK,"Apr 16, 2020",13.020999999999999
2601,Pakistan,PAK,"Apr 17, 2020",13.174000000000001
2602,Pakistan,PAK,"Apr 18, 2020",13.17
2603,Pakistan,PAK,"Apr 19, 2020",13.049000000000001
2604,Pakistan,PAK,"Apr 21, 2020",12.132
2605,Pakistan,PAK,"Apr 22, 2020",12.106
2606,Pakistan,PAK,"Apr 23, 2020",12.776
2607,Pakistan,PAK,"Apr 24, 2020",11.776
2608,Pakistan,PAK,"Apr 25, 2020",11.57
2609,Pakistan,PAK,"Apr 26, 2020",11.347000000000001
2610,Pakistan,PAK,"Apr 27, 2020",11.311
2611,Pakistan,PAK,"Apr 28, 2020",11.167
2612,Pakistan,PAK,"Apr 29, 2020",11.145999999999999
2613,Pakistan,PAK,"Apr 30, 2020",11.050999999999998
2614,Pakistan,PAK,"May 1, 2020",10.83
2615,Pakistan,PAK,"May 2, 2020",10.702
2616,Pakistan,PAK,"May 3, 2020",10.628
2617,Pakistan,PAK,"May 4, 2020",10.527999999999999
2618,Pakistan,PAK,"May 5, 2020",10.344000000000001
2619,Pakistan,PAK,"May 6, 2020",10.314
2620,Pakistan,PAK,"May 7, 2020",10.168
2621,Pakistan,PAK,"May 8, 2020",9.957
2622,Pakistan,PAK,"May 9, 2020",9.828
2623,Pakistan,PAK,"May 10, 2020",9.622
2624,Pakistan,PAK,"May 11, 2020",9.531
2625,Pakistan,PAK,"May 12, 2020",9.533999999999999
2626,Panama,PAN,"Mar 10, 2020",146.0
2627,Panama,PAN,"Mar 11, 2020",27.714000000000002
2628,Panama,PAN,"Mar 12, 2020",28.643
2629,Panama,PAN,"Mar 13, 2020",24.037
2630,Panama,PAN,"Mar 14, 2020",23.805999999999997
2631,Panama,PAN,"Mar 15, 2020",22.698
2632,Panama,PAN,"Mar 16, 2020",24.953000000000003
2633,Panama,PAN,"Mar 17, 2020",18.043
2634,Panama,PAN,"Mar 18, 2020",16.919
2635,Panama,PAN,"Mar 19, 2020",16.22
2636,Panama,PAN,"Mar 20, 2020",15.832
2637,Panama,PAN,"Mar 21, 2020",12.36
2638,Panama,PAN,"Mar 22, 2020",10.370999999999999
2639,Panama,PAN,"Mar 23, 2020",8.546
2640,Panama,PAN,"Mar 24, 2020",9.078
2641,Panama,PAN,"Mar 25, 2020",8.33
2642,Panama,PAN,"Mar 26, 2020",7.31
2643,Panama,PAN,"Mar 27, 2020",6.92
2644,Panama,PAN,"Mar 28, 2020",6.621
2645,Panama,PAN,"Mar 29, 2020",6.218
2646,Panama,PAN,"Mar 30, 2020",6.091
2647,Panama,PAN,"Mar 31, 2020",5.94
2648,Panama,PAN,"Apr 1, 2020",5.737
2649,Panama,PAN,"Apr 2, 2020",5.606
2650,Panama,PAN,"Apr 3, 2020",5.516
2651,Panama,PAN,"Apr 4, 2020",5.199
2652,Panama,PAN,"Apr 5, 2020",5.0760000000000005
2653,Panama,PAN,"Apr 6, 2020",4.857
2654,Panama,PAN,"Apr 7, 2020",4.82
2655,Panama,PAN,"Apr 8, 2020",4.988
2656,Panama,PAN,"Apr 9, 2020",4.757
2657,Panama,PAN,"Apr 10, 2020",4.959
2658,Panama,PAN,"Apr 11, 2020",4.905
2659,Panama,PAN,"Apr 12, 2020",4.684
2660,Panama,PAN,"Apr 13, 2020",4.579
2661,Panama,PAN,"Apr 14, 2020",4.624
2662,Panama,PAN,"Apr 15, 2020",4.716
2663,Panama,PAN,"Apr 16, 2020",4.7589999999999995
2664,Panama,PAN,"Apr 17, 2020",4.621
2665,Panama,PAN,"Apr 18, 2020",4.535
2666,Panama,PAN,"Apr 19, 2020",4.713
2667,Panama,PAN,"Apr 20, 2020",4.7
2668,Panama,PAN,"Apr 21, 2020",4.702
2669,Panama,PAN,"Apr 22, 2020",4.709
2670,Panama,PAN,"Apr 23, 2020",4.7139999999999995
2671,Panama,PAN,"Apr 24, 2020",4.705
2672,Panama,PAN,"Apr 25, 2020",4.758
2673,Panama,PAN,"Apr 26, 2020",4.811
2674,Panama,PAN,"Apr 27, 2020",4.816
2675,Panama,PAN,"Apr 28, 2020",4.782
2676,Panama,PAN,"Apr 29, 2020",4.812
2677,Panama,PAN,"Apr 30, 2020",4.821000000000001
2678,Panama,PAN,"May 1, 2020",4.883
2679,Panama,PAN,"May 2, 2020",4.963
2680,Panama,PAN,"May 3, 2020",4.86
2681,Panama,PAN,"May 4, 2020",4.94
2682,Panama,PAN,"May 5, 2020",4.939
2683,Panama,PAN,"May 6, 2020",5.053
2684,Panama,PAN,"May 7, 2020",5.0569999999999995
2685,Panama,PAN,"May 8, 2020",5.129
2686,Panama,PAN,"May 9, 2020",5.1610000000000005
2687,Panama,PAN,"May 10, 2020",5.151
2746,Peru,PER,"Mar 7, 2020",219.0
2747,Peru,PER,"Mar 9, 2020",45.428999999999995
2748,Peru,PER,"Mar 10, 2020",38.444
2749,Peru,PER,"Mar 11, 2020",59.636
2750,Peru,PER,"Mar 14, 2020",32.421
2751,Peru,PER,"Mar 15, 2020",42.372
2752,Peru,PER,"Mar 16, 2020",32.606
2753,Peru,PER,"Mar 17, 2020",32.523
2754,Peru,PER,"Mar 18, 2020",26.281999999999996
2755,Peru,PER,"Mar 19, 2020",26.49
2756,Peru,PER,"Mar 20, 2020",18.368
2757,Peru,PER,"Mar 21, 2020",19.715
2758,Peru,PER,"Mar 22, 2020",19.447
2759,Peru,PER,"Mar 23, 2020",19.32
2760,Peru,PER,"Mar 24, 2020",18.952
2761,Peru,PER,"Mar 25, 2020",19.327
2762,Peru,PER,"Mar 26, 2020",16.522000000000002
2763,Peru,PER,"Mar 27, 2020",17.352999999999998
2764,Peru,PER,"Mar 28, 2020",17.159000000000002
2765,Peru,PER,"Mar 29, 2020",18.881
2766,Peru,PER,"Mar 30, 2020",15.789000000000001
2767,Peru,PER,"Mar 31, 2020",15.224
2768,Peru,PER,"Apr 1, 2020",14.636
2769,Peru,PER,"Apr 2, 2020",12.485
2770,Peru,PER,"Apr 3, 2020",12.259
2771,Peru,PER,"Apr 4, 2020",11.186
2772,Peru,PER,"Apr 5, 2020",11.117
2773,Peru,PER,"Apr 6, 2020",8.95
2774,Peru,PER,"Apr 7, 2020",8.417
2775,Peru,PER,"Apr 8, 2020",13.405
2776,Peru,PER,"Apr 9, 2020",11.162
2777,Peru,PER,"Apr 10, 2020",10.784
2778,Peru,PER,"Apr 11, 2020",11.142999999999999
2779,Peru,PER,"Apr 12, 2020",11.172
2780,Peru,PER,"Apr 13, 2020",11.585999999999999
2781,Peru,PER,"Apr 14, 2020",13.594000000000001
2782,Peru,PER,"Apr 15, 2020",10.617
2783,Peru,PER,"Apr 16, 2020",10.585
2784,Peru,PER,"Apr 18, 2020",10.075
2785,Peru,PER,"Apr 19, 2020",9.968
2786,Peru,PER,"Apr 20, 2020",9.471
2787,Peru,PER,"Apr 21, 2020",9.539
2788,Peru,PER,"Apr 22, 2020",9.552999999999999
2789,Peru,PER,"Apr 23, 2020",9.623
2790,Peru,PER,"Apr 24, 2020",9.484
2791,Peru,PER,"Apr 25, 2020",10.079
2792,Peru,PER,"Apr 26, 2020",9.187999999999999
2793,Peru,PER,"Apr 28, 2020",8.347000000000001
2794,Peru,PER,"Apr 29, 2020",8.58
2795,Peru,PER,"Apr 30, 2020",9.379
2796,Peru,PER,"May 1, 2020",9.263
2797,Peru,PER,"May 3, 2020",8.818999999999999
2798,Peru,PER,"May 4, 2020",8.392999999999999
2799,Peru,PER,"May 5, 2020",8.583
2800,Peru,PER,"May 7, 2020",8.173
2801,Peru,PER,"May 8, 2020",8.085
2802,Peru,PER,"May 10, 2020",7.766
2803,Peru,PER,"May 11, 2020",7.62
2804,Peru,PER,"May 12, 2020",7.733
2805,Philippines,PHL,"Apr 11, 2020",8.288
2806,Philippines,PHL,"Apr 13, 2020",8.187999999999999
2807,Philippines,PHL,"Apr 14, 2020",8.09
2808,Philippines,PHL,"Apr 15, 2020",8.074
2809,Philippines,PHL,"Apr 17, 2020",8.758
2810,Philippines,PHL,"Apr 18, 2020",8.981
2811,Philippines,PHL,"Apr 21, 2020",9.436
2812,Philippines,PHL,"Apr 22, 2020",9.77
2813,Philippines,PHL,"Apr 23, 2020",10.231
2814,Philippines,PHL,"Apr 24, 2020",10.408
2815,Philippines,PHL,"Apr 25, 2020",10.554
2816,Philippines,PHL,"Apr 28, 2020",11.427
2817,Philippines,PHL,"Apr 29, 2020",11.735
2818,Philippines,PHL,"Apr 30, 2020",11.854000000000001
2819,Philippines,PHL,"May 1, 2020",12.19
2820,Philippines,PHL,"May 3, 2020",12.694
2821,Philippines,PHL,"May 4, 2020",12.958
2822,Philippines,PHL,"May 5, 2020",13.325
2823,Philippines,PHL,"May 6, 2020",13.578
2824,Philippines,PHL,"May 7, 2020",13.665
2825,Philippines,PHL,"May 10, 2020",14.877
2826,Poland,POL,"Mar 4, 2020",584.0
2827,Poland,POL,"Mar 8, 2020",192.333
2828,Poland,POL,"Mar 9, 2020",125.818
2829,Poland,POL,"Mar 10, 2020",95.882
2830,Poland,POL,"Mar 11, 2020",92.0
2831,Poland,POL,"Mar 12, 2020",72.065
2832,Poland,POL,"Mar 13, 2020",58.958999999999996
2833,Poland,POL,"Mar 14, 2020",64.91199999999999
2834,Poland,POL,"Mar 15, 2020",52.817
2835,Poland,POL,"Mar 17, 2020",44.626999999999995
2836,Poland,POL,"Mar 18, 2020",39.979
2837,Poland,POL,"Mar 19, 2020",39.01
2838,Poland,POL,"Mar 20, 2020",36.823
2839,Poland,POL,"Mar 21, 2020",35.492
2840,Poland,POL,"Mar 22, 2020",32.849000000000004
2841,Poland,POL,"Mar 23, 2020",31.746
2842,Poland,POL,"Mar 24, 2020",30.570999999999998
2843,Poland,POL,"Mar 25, 2020",29.128
2844,Poland,POL,"Mar 26, 2020",28.129
2845,Poland,POL,"Mar 27, 2020",27.901
2846,Poland,POL,"Mar 28, 2020",27.843000000000004
2847,Poland,POL,"Mar 29, 2020",26.119
2848,Poland,POL,"Mar 30, 2020",25.031
2849,Poland,POL,"Mar 31, 2020",25.021
2850,Poland,POL,"Apr 1, 2020",24.146
2851,Poland,POL,"Apr 2, 2020",23.954
2852,Poland,POL,"Apr 3, 2020",22.721999999999998
2853,Poland,POL,"Apr 4, 2020",21.549
2854,Poland,POL,"Apr 5, 2020",22.266
2855,Poland,POL,"Apr 6, 2020",20.835
2856,Poland,POL,"Apr 7, 2020",20.896
2857,Poland,POL,"Apr 8, 2020",20.479
2858,Poland,POL,"Apr 9, 2020",20.671999999999997
2859,Poland,POL,"Apr 10, 2020",21.219
2860,Poland,POL,"Apr 11, 2020",21.756999999999998
2861,Poland,POL,"Apr 12, 2020",21.713
2862,Poland,POL,"Apr 13, 2020",21.521
2863,Poland,POL,"Apr 14, 2020",21.39
2864,Poland,POL,"Apr 15, 2020",21.729
2865,Poland,POL,"Apr 16, 2020",22.299
2866,Poland,POL,"Apr 17, 2020",22.689
2867,Poland,POL,"Apr 18, 2020",23.029
2868,Poland,POL,"Apr 19, 2020",23.364
2869,Poland,POL,"Apr 20, 2020",23.068
2870,Poland,POL,"Apr 21, 2020",23.386999999999997
2871,Poland,POL,"Apr 22, 2020",24.229
2872,Poland,POL,"Apr 23, 2020",24.655
2873,Poland,POL,"Apr 24, 2020",25.230999999999998
2874,Poland,POL,"Apr 25, 2020",25.615
2875,Poland,POL,"Apr 26, 2020",25.781
2876,Poland,POL,"Apr 27, 2020",25.64
2877,Poland,POL,"Apr 28, 2020",26.109
2878,Poland,POL,"Apr 29, 2020",26.561
2879,Poland,POL,"Apr 30, 2020",26.743000000000002
2880,Poland,POL,"May 1, 2020",27.54
2881,Poland,POL,"May 2, 2020",27.929000000000002
2882,Poland,POL,"May 3, 2020",28.108
2883,Poland,POL,"May 4, 2020",28.029
2884,Poland,POL,"May 5, 2020",28.15
2885,Poland,POL,"May 6, 2020",28.443
2886,Poland,POL,"May 7, 2020",28.901
2887,Poland,POL,"May 8, 2020",29.475
2888,Poland,POL,"May 9, 2020",29.980999999999998
2889,Poland,POL,"May 10, 2020",30.471
2890,Poland,POL,"May 11, 2020",30.709
2891,Poland,POL,"May 12, 2020",31.101999999999997
2892,Portugal,PRT,"Mar 3, 2020",65.5
2893,Portugal,PRT,"Mar 4, 2020",42.75
2894,Portugal,PRT,"Mar 5, 2020",50.2
2895,Portugal,PRT,"Mar 6, 2020",36.889
2896,Portugal,PRT,"Mar 7, 2020",31.615
2897,Portugal,PRT,"Mar 8, 2020",23.570999999999998
2898,Portugal,PRT,"Mar 9, 2020",22.333000000000002
2899,Portugal,PRT,"Mar 10, 2020",25.026
2900,Portugal,PRT,"Mar 11, 2020",37.951
2901,Portugal,PRT,"Mar 12, 2020",42.271
2902,Portugal,PRT,"Mar 13, 2020",51.858999999999995
2903,Portugal,PRT,"Mar 14, 2020",47.303999999999995
2904,Portugal,PRT,"Mar 15, 2020",36.976
2905,Portugal,PRT,"Mar 16, 2020",32.351
2906,Portugal,PRT,"Mar 17, 2020",30.906
2907,Portugal,PRT,"Mar 18, 2020",28.320999999999998
2908,Portugal,PRT,"Mar 19, 2020",23.642
2909,Portugal,PRT,"Mar 20, 2020",23.430999999999997
2910,Portugal,PRT,"Mar 21, 2020",20.499000000000002
2911,Portugal,PRT,"Mar 22, 2020",17.983
2912,Portugal,PRT,"Mar 23, 2020",16.999000000000002
2913,Portugal,PRT,"Mar 24, 2020",15.638
2914,Portugal,PRT,"Mar 25, 2020",15.886
2915,Portugal,PRT,"Mar 26, 2020",14.762
2916,Portugal,PRT,"Mar 27, 2020",14.698
2917,Portugal,PRT,"Mar 28, 2020",13.82
2918,Portugal,PRT,"Mar 29, 2020",12.382
2919,Portugal,PRT,"Mar 30, 2020",12.071
2920,Portugal,PRT,"Mar 31, 2020",12.47
2921,Portugal,PRT,"Apr 1, 2020",11.895999999999999
2922,Portugal,PRT,"Apr 2, 2020",11.853
2923,Portugal,PRT,"Apr 3, 2020",11.87
2924,Portugal,PRT,"Apr 4, 2020",11.763
2925,Portugal,PRT,"Apr 5, 2020",11.687999999999999
2926,Portugal,PRT,"Apr 6, 2020",11.720999999999998
2927,Portugal,PRT,"Apr 7, 2020",12.169
2928,Portugal,PRT,"Apr 8, 2020",12.389000000000001
2929,Portugal,PRT,"Apr 9, 2020",12.66
2930,Portugal,PRT,"Apr 10, 2020",12.65
2931,Portugal,PRT,"Apr 11, 2020",11.999
2932,Portugal,PRT,"Apr 12, 2020",11.937999999999999
2933,Portugal,PRT,"Apr 13, 2020",12.044
2934,Portugal,PRT,"Apr 14, 2020",12.499
2935,Portugal,PRT,"Apr 15, 2020",12.912
2936,Portugal,PRT,"Apr 16, 2020",13.194
2937,Portugal,PRT,"Apr 17, 2020",13.45
2938,Portugal,PRT,"Apr 18, 2020",13.994000000000002
2939,Portugal,PRT,"Apr 19, 2020",14.005
2940,Portugal,PRT,"Apr 20, 2020",14.187999999999999
2941,Portugal,PRT,"Apr 21, 2020",14.452
2942,Portugal,PRT,"Apr 22, 2020",14.825
2943,Portugal,PRT,"Apr 23, 2020",15.105
2944,Portugal,PRT,"Apr 24, 2020",15.513
2945,Portugal,PRT,"Apr 25, 2020",15.478
2946,Portugal,PRT,"Apr 26, 2020",15.557
2947,Portugal,PRT,"Apr 27, 2020",15.96
2948,Portugal,PRT,"Apr 28, 2020",16.404
2949,Portugal,PRT,"Apr 29, 2020",16.89
2950,Portugal,PRT,"Apr 30, 2020",17.3
2951,Portugal,PRT,"May 1, 2020",17.598
2952,Portugal,PRT,"May 2, 2020",17.76
2953,Portugal,PRT,"May 3, 2020",18.207
2954,Portugal,PRT,"May 4, 2020",18.43
2955,Portugal,PRT,"May 5, 2020",19.057000000000002
2956,Portugal,PRT,"May 6, 2020",19.527
2957,Portugal,PRT,"May 7, 2020",19.774
2958,Portugal,PRT,"May 8, 2020",19.95
2959,Portugal,PRT,"May 9, 2020",20.038
2960,Portugal,PRT,"May 10, 2020",20.209
2961,Qatar,QAT,"Mar 14, 2020",21.212
2962,Qatar,QAT,"Mar 15, 2020",23.590999999999998
2963,Qatar,QAT,"Mar 18, 2020",20.075
2964,Qatar,QAT,"Mar 19, 2020",20.929000000000002
2965,Qatar,QAT,"Mar 21, 2020",22.038
2966,Qatar,QAT,"Mar 22, 2020",22.572
2967,Qatar,QAT,"Mar 23, 2020",23.342
2968,Qatar,QAT,"Mar 25, 2020",23.304000000000002
2969,Qatar,QAT,"Mar 26, 2020",25.476999999999997
2970,Qatar,QAT,"Mar 27, 2020",27.04
2971,Qatar,QAT,"Mar 28, 2020",29.505
2972,Qatar,QAT,"Mar 29, 2020",31.995
2973,Qatar,QAT,"Mar 30, 2020",31.636999999999997
2974,Qatar,QAT,"Mar 31, 2020",32.315
2975,Qatar,QAT,"Apr 1, 2020",31.785999999999998
2976,Qatar,QAT,"Apr 2, 2020",31.449
2977,Qatar,QAT,"Apr 3, 2020",29.959
2978,Qatar,QAT,"Apr 4, 2020",33.668
2979,Qatar,QAT,"Apr 5, 2020",26.986
2980,Qatar,QAT,"Apr 6, 2020",23.758000000000003
2981,Qatar,QAT,"Apr 7, 2020",22.826
2982,Qatar,QAT,"Apr 9, 2020",19.522000000000002
2983,Qatar,QAT,"Apr 10, 2020",19.082
2984,Qatar,QAT,"Apr 11, 2020",19.009
2985,Qatar,QAT,"Apr 12, 2020",17.999000000000002
2986,Qatar,QAT,"Apr 13, 2020",17.062
2987,Qatar,QAT,"Apr 14, 2020",16.287
2988,Qatar,QAT,"Apr 15, 2020",15.894
2989,Qatar,QAT,"Apr 16, 2020",15.193
2990,Qatar,QAT,"Apr 17, 2020",14.216
2991,Qatar,QAT,"Apr 18, 2020",12.897
2992,Qatar,QAT,"Apr 19, 2020",12.488
2993,Qatar,QAT,"Apr 20, 2020",11.860999999999999
2994,Qatar,QAT,"Apr 21, 2020",11.093
2995,Qatar,QAT,"Apr 22, 2020",10.717
2996,Qatar,QAT,"Apr 23, 2020",10.287
2997,Qatar,QAT,"Apr 24, 2020",9.774
2998,Qatar,QAT,"Apr 25, 2020",9.35
2999,Qatar,QAT,"Apr 26, 2020",8.793
3000,Qatar,QAT,"Apr 27, 2020",8.332
3001,Qatar,QAT,"Apr 28, 2020",7.88
3002,Qatar,QAT,"Apr 29, 2020",7.667999999999999
3003,Qatar,QAT,"Apr 30, 2020",7.521
3004,Qatar,QAT,"May 1, 2020",7.287999999999999
3005,Qatar,QAT,"May 2, 2020",7.2170000000000005
3006,Qatar,QAT,"May 3, 2020",7.022
3007,Qatar,QAT,"May 4, 2020",6.867000000000001
3008,Qatar,QAT,"May 5, 2020",6.779
3009,Qatar,QAT,"May 6, 2020",6.59
3010,Qatar,QAT,"May 7, 2020",6.482
3011,Qatar,QAT,"May 8, 2020",6.377000000000001
3012,Qatar,QAT,"May 9, 2020",6.166
3013,Qatar,QAT,"May 10, 2020",5.99
3014,Qatar,QAT,"May 11, 2020",5.819
3015,Qatar,QAT,"May 12, 2020",5.727
3078,Russia,RUS,"Mar 5, 2020",11603.5
3079,Russia,RUS,"Mar 6, 2020",12841.5
3080,Russia,RUS,"Mar 7, 2020",5568.8
3081,Russia,RUS,"Mar 8, 2020",5996.0
3082,Russia,RUS,"Mar 9, 2020",6319.1
3083,Russia,RUS,"Mar 11, 2020",7060.1
3084,Russia,RUS,"Mar 12, 2020",3078.52
3085,Russia,RUS,"Mar 14, 2020",2107.822
3086,Russia,RUS,"Mar 15, 2020",1777.6779999999999
3087,Russia,RUS,"Mar 16, 2020",1745.0629999999999
3088,Russia,RUS,"Mar 17, 2020",1247.968
3089,Russia,RUS,"Mar 18, 2020",1077.667
3090,Russia,RUS,"Mar 19, 2020",905.449
3091,Russia,RUS,"Mar 20, 2020",721.201
3092,Russia,RUS,"Mar 21, 2020",616.664
3093,Russia,RUS,"Mar 22, 2020",534.408
3094,Russia,RUS,"Mar 23, 2020",378.475
3095,Russia,RUS,"Mar 24, 2020",424.47
3096,Russia,RUS,"Mar 25, 2020",389.543
3097,Russia,RUS,"Mar 26, 2020",299.774
3098,Russia,RUS,"Mar 27, 2020",266.082
3099,Russia,RUS,"Mar 28, 2020",234.92
3100,Russia,RUS,"Mar 29, 2020",208.77200000000002
3101,Russia,RUS,"Mar 30, 2020",223.93900000000002
3102,Russia,RUS,"Apr 1, 2020",173.94099999999997
3103,Russia,RUS,"Apr 2, 2020",193.014
3104,Russia,RUS,"Apr 3, 2020",162.092
3105,Russia,RUS,"Apr 4, 2020",154.159
3106,Russia,RUS,"Apr 5, 2020",147.327
3107,Russia,RUS,"Apr 6, 2020",140.731
3108,Russia,RUS,"Apr 7, 2020",125.417
3109,Russia,RUS,"Apr 8, 2020",121.411
3110,Russia,RUS,"Apr 9, 2020",115.85799999999999
3111,Russia,RUS,"Apr 10, 2020",107.868
3112,Russia,RUS,"Apr 11, 2020",99.391
3113,Russia,RUS,"Apr 12, 2020",94.13600000000001
3114,Russia,RUS,"Apr 13, 2020",86.23899999999999
3115,Russia,RUS,"Apr 14, 2020",77.805
3116,Russia,RUS,"Apr 15, 2020",71.936
3117,Russia,RUS,"Apr 16, 2020",65.88
3118,Russia,RUS,"Apr 17, 2020",61.494
3119,Russia,RUS,"Apr 18, 2020",57.232
3120,Russia,RUS,"Apr 19, 2020",52.994
3121,Russia,RUS,"Apr 20, 2020",47.915
3122,Russia,RUS,"Apr 21, 2020",45.47
3123,Russia,RUS,"Apr 22, 2020",42.692
3124,Russia,RUS,"Apr 23, 2020",41.408
3125,Russia,RUS,"Apr 24, 2020",40.654
3126,Russia,RUS,"Apr 25, 2020",39.659
3127,Russia,RUS,"Apr 26, 2020",38.580999999999996
3128,Russia,RUS,"Apr 27, 2020",37.3
3129,Russia,RUS,"Apr 28, 2020",36.023
3130,Russia,RUS,"Apr 29, 2020",35.312
3131,Russia,RUS,"Apr 30, 2020",35.195
3132,Russia,RUS,"May 1, 2020",34.966
3133,Russia,RUS,"May 2, 2020",34.479
3134,Russia,RUS,"May 3, 2020",33.05
3135,Russia,RUS,"May 4, 2020",31.95
3136,Russia,RUS,"May 5, 2020",30.704
3137,Russia,RUS,"May 6, 2020",29.824
3138,Russia,RUS,"May 7, 2020",28.947
3139,Russia,RUS,"May 8, 2020",28.151999999999997
3140,Russia,RUS,"May 9, 2020",27.796999999999997
3141,Russia,RUS,"May 10, 2020",27.424
3142,Russia,RUS,"May 11, 2020",26.881999999999998
3143,Russia,RUS,"May 12, 2020",26.228
3180,Saudi Arabia,SAU,"May 6, 2020",12.880999999999998
3181,Saudi Arabia,SAU,"May 7, 2020",12.702
3182,Saudi Arabia,SAU,"May 8, 2020",12.414000000000001
3183,Saudi Arabia,SAU,"May 9, 2020",12.235
3184,Saudi Arabia,SAU,"May 10, 2020",12.107999999999999
3185,Saudi Arabia,SAU,"May 11, 2020",11.969000000000001
3186,Saudi Arabia,SAU,"May 12, 2020",11.761
3187,Senegal,SEN,"Mar 3, 2020",3.0
3188,Senegal,SEN,"Mar 6, 2020",4.0
3189,Senegal,SEN,"Mar 13, 2020",8.667
3190,Senegal,SEN,"Mar 14, 2020",2.895
3191,Senegal,SEN,"Mar 15, 2020",2.714
3192,Senegal,SEN,"Mar 16, 2020",2.5380000000000003
3193,Senegal,SEN,"Mar 17, 2020",4.074
3194,Senegal,SEN,"Mar 18, 2020",4.419
3195,Senegal,SEN,"Mar 19, 2020",4.417
3196,Senegal,SEN,"Mar 20, 2020",5.972
3197,Senegal,SEN,"Mar 21, 2020",5.234
3198,Senegal,SEN,"Mar 22, 2020",5.9110000000000005
3199,Senegal,SEN,"Mar 23, 2020",5.836
3200,Senegal,SEN,"Mar 24, 2020",5.696000000000001
3201,Senegal,SEN,"Mar 25, 2020",6.8839999999999995
3202,Senegal,SEN,"Mar 26, 2020",7.292999999999999
3203,Senegal,SEN,"Mar 27, 2020",8.248
3204,Senegal,SEN,"Mar 28, 2020",8.101
3205,Senegal,SEN,"Mar 29, 2020",8.577
3206,Senegal,SEN,"Mar 30, 2020",8.465
3207,Senegal,SEN,"Mar 31, 2020",8.019
3208,Senegal,SEN,"Apr 1, 2020",8.537
3209,Senegal,SEN,"Apr 2, 2020",8.532
3210,Senegal,SEN,"Apr 3, 2020",9.097000000000001
3211,Senegal,SEN,"Apr 4, 2020",9.425
3212,Senegal,SEN,"Apr 5, 2020",9.329
3213,Senegal,SEN,"Apr 6, 2020",9.631
3214,Senegal,SEN,"Apr 7, 2020",9.947000000000001
3215,Senegal,SEN,"Apr 8, 2020",9.941
3216,Senegal,SEN,"Apr 9, 2020",10.470999999999998
3217,Senegal,SEN,"Apr 10, 2020",11.0
3218,Senegal,SEN,"Apr 11, 2020",11.03
3219,Senegal,SEN,"Apr 12, 2020",10.888
3220,Senegal,SEN,"Apr 13, 2020",11.325
3221,Senegal,SEN,"Apr 14, 2020",11.832
3222,Senegal,SEN,"Apr 15, 2020",12.274000000000001
